,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,nan,David Guetta,nan,nan,$ 1.29,nan,Cameras 28-Mar-11,2:51,nan,nan,nan,nan,nan,nan,"Missing You ( Feat . Novel ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 4:59 August 21 , 2009",2:09,0
1,nan,David Guetta,nan,nan,$ 1.29,nan,Cameras 28-Mar-11,nan,nan,nan,nan,nan,nan,"May 27 , 2003","Missing You ( Feat . Novel ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 4:59 August 21 , 2009",nan,0
2,nan,David Guetta,2012 PAXAM RECORDS,nan,$ 0.99,17-Apr-09,Cameras 28-Mar-11,nan,nan,nan,nan,nan,nan,nan,"Missing You ( Feat . Novel ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 4:59 August 21 , 2009",nan,0
3,nan,David Guetta,nan,"Hip-Hop/Rap , Music , Pop , Dirty South",$ 1.29,nan,Cameras 28-Mar-11,nan,nan,Zedd,nan,nan,nan,"November 24 , 2014","Missing You ( Feat . Novel ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 4:59 August 21 , 2009",nan,1
4,nan,David Guetta,2012 PAXAM RECORDS,nan,$ 1.29,17-Apr-09,Cameras 28-Mar-11,nan,nan,nan,nan,nan,nan,nan,"Missing You ( Feat . Novel ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 4:59 August 21 , 2009",nan,1
5,nan,Drake,nan,nan,$ 1.29,nan,Extra Extra Credit Wiz Khalifa Flight School $ 0.99 2009 Rostrum Records 4:03,5:13,nan,nan,nan,nan,nan,nan,"Here 's To The Good Times ( C ) 2012 Big Machine Label Group , LLC December 4 , 2012",nan,1
6,nan,David Guetta,nan,nan,$ 1.29,nan,Latch ( feat . Sam Smith ) Disclosure Settle ( Deluxe Version ) $ 1.29 15-Apr-14,nan,nan,Naughty Boy,nan,nan,nan,nan,Outversion Mark Ronson $ 0.99 ( c ) 2011 J'adore Records 1:50,3:23,0
7,nan,David Guetta,nan,nan,$ 1.29,nan,Cameras 28-Mar-11,nan,nan,nan,nan,nan,nan,nan,"Missing You ( Feat . Novel ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 4:59 August 21 , 2009",nan,1
8,nan,David Guetta,nan,"Hip-Hop/Rap , Music",$ 1.29,nan,Cameras 28-Mar-11,2:51,nan,nan,nan,nan,nan,nan,"Missing You ( Feat . Novel ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 4:59 August 21 , 2009",2:09,0
9,nan,David Guetta,nan,nan,$ 1.29,nan,Cameras 28-Mar-11,nan,Live At Carnegie Hall [ Explicit ],nan,nan,nan,nan,nan,Illusion [ feat . Echosmith ] True Colors $ 1.29 ( C ) 2015 Interscope Records 6:25,nan,0
