,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,bistro,' 3400 las vegas blvd.,` las vegas ',702/791 -7111,chinese,67,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` chin \\ 's '"", ""' 3200 las vegas blvd. s. '"", '702-733-8899']","['bistro', ""' 3400 las vegas blvd."", '702/791 -7111']",1,0,0.061465397,0.93853456,3
31,,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,continental,429,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,"('ltable_name', 'ltable_addr', 'ltable_phone')","['bistro', ""' 3400 las vegas blvd. s '"", '702/791 -7111']","[""` chin \\ 's '"", ""' 3200 las vegas blvd. s '"", '702/733 -8899']",1,0,0.015434526,0.98456544,3
17,,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,bistro,3400 las vegas blvd. s ',` las vegas ',702/791 -7111,chinese,67,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` chin \\ 's '"", ""' 3200 las vegas blvd. s. '"", '702-733-8899']","['bistro', ""3400 las vegas blvd. s '"", '702/791 -7111']",1,0,0.19110866,0.80889136,3
32,,bistro,' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,continental,429,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,"('ltable_addr', 'ltable_city', 'ltable_phone')","[""' 3400 las vegas blvd. s '"", ""` las vegas '"", '702/791 -7111']","[""' 3200 las vegas blvd. s '"", ""` las vegas '"", '702/733 -8899']",1,0,0.21278054,0.78721946,3
18,,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,` chin \ 's ',3400 las vegas blvd. s ',` las vegas ',702/791 -7111,chinese,67,"('rtable_addr', 'rtable_city', 'rtable_phone')","[""' 3200 las vegas blvd. s. '"", ""` las vegas '"", '702-733-8899']","[""3400 las vegas blvd. s '"", ""` las vegas '"", '702/791 -7111']",1,0,0.40003636,0.5999636,3
37,,` chin \ 's ',' 3400 las vegas blvd. s ',` las vegas ',702/733 -8899,continental,67,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,"('ltable_name', 'ltable_city', 'ltable_phone', 'ltable_class')","['bistro', ""` las vegas '"", '702/791 -7111', 429]","[""` chin \\ 's '"", ""` las vegas '"", '702/733 -8899', 67]",1,0,0.065017834,0.9349822,4
36,,` chin \ 's ',' 3400 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,429,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,"('ltable_name', 'ltable_city', 'ltable_phone', 'ltable_res_type')","['bistro', ""` las vegas '"", '702/791 -7111', 'continental']","[""` chin \\ 's '"", ""` las vegas '"", '702/733 -8899', 'asian']",1,0,0.064087026,0.935913,4
35,,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,continental,67,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,"('ltable_name', 'ltable_addr', 'ltable_phone', 'ltable_class')","['bistro', ""' 3400 las vegas blvd. s '"", '702/791 -7111', 429]","[""` chin \\ 's '"", ""' 3200 las vegas blvd. s '"", '702/733 -8899', 67]",1,0,0.0063716285,0.9936283,4
34,,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,429,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,"('ltable_name', 'ltable_addr', 'ltable_phone', 'ltable_res_type')","['bistro', ""' 3400 las vegas blvd. s '"", '702/791 -7111', 'continental']","[""` chin \\ 's '"", ""' 3200 las vegas blvd. s '"", '702/733 -8899', 'asian']",1,0,0.037245918,0.9627541,4
33,,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,continental,429,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,"('ltable_name', 'ltable_addr', 'ltable_city', 'ltable_phone')","['bistro', ""' 3400 las vegas blvd. s '"", ""` las vegas '"", '702/791 -7111']","[""` chin \\ 's '"", ""' 3200 las vegas blvd. s '"", ""` las vegas '"", '702/733 -8899']",1,0,0.07300595,0.926994,4
