,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,balt,stationery & office machinery,nan,4.87,paper mate mechanical pencil starter set,paper mate,printer accessories,nan,23.96,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,1
1,paper mate,stationery & office machinery,nan,0.0,paper mate mechanical pencil starter set,paper mate,printer accessories,nan,55.99,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,1
2,paper mate,stationery & office machinery,nan,4.87,paper mate mechanical pencil starter set,avf,printer accessories,nan,23.96,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,1
3,boss,stationery & office machinery,nan,4.87,paper mate mechanical pencil starter set,lenovo,printer accessories,nan,23.96,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,1
4,paper mate,stationery & office machinery,nan,4.87,uniden d1680 dect 6.0 with caller id and call waiting,paper mate,printer accessories,nan,23.96,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,1
5,lexmark,stationery & office machinery,nan,4.87,netgear prosafe gs716t 16-port ethernet switch,paper mate,printer accessories,nan,23.96,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,1
6,belkin,stationery & office machinery,nan,4.87,paper mate mechanical pencil starter set,paper mate,printer accessories,nan,23.96,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,1
7,paper mate,stationery & office machinery,nan,4.87,paper mate mechanical pencil starter set,paper mate,printer accessories,nan,23.96,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,1
8,paper mate,usb drives,nan,4.87,paper mate mechanical pencil starter set,avf,printer accessories,nan,23.96,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,1
9,paper mate,stationery & office machinery,nan,0.0,paper mate mechanical pencil starter set,paper mate,printer accessories,nan,23.96,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,1
