,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,belkin 10.2 netbook neoprene sleeve - black belkin,electronics - general,,f8n132-blk,8.88,pioneer cdip600 ip-bus 6-meter 1foot 8-7 32 inches extension cable audio video accessories 31.12,,,icon4-blk,,"('rtable_title', 'rtable_category')","['icon-icon4-blk neoprene notebook sleeve black motion systems 9.99', 'bags cases']","['pioneer cdip600 ip-bus 6-meter 1foot 8-7 32 inches extension cable audio video accessories 31.12', nan]",0.2510724,0.74892765,2
22,belkin 10.2 netbook neoprene sleeve - black belkin,electronics - general,,f8n132-blk,8.88,belkin f8v203-12 12-foot mini-stereo audio cable 3.99,computers accessories,,icon4-blk,,"('rtable_title', 'rtable_category')","['icon-icon4-blk neoprene notebook sleeve black motion systems 9.99', 'bags cases']","['belkin f8v203-12 12-foot mini-stereo audio cable 3.99', 'computers accessories']",0.32774776,0.67225224,2
13,belkin 10.2 netbook neoprene sleeve - black belkin,electronics - general,,f8n132-blk,8.88,new-alera sb625234bl - steel bookcase 4 shelves 34-1 2w x 13d x 52h black - alesb625234bl 287.0,bags cases,,icon4-blk,,"('rtable_title', 'rtable_price')","['icon-icon4-blk neoprene notebook sleeve black motion systems 9.99', nan]","['new-alera sb625234bl - steel bookcase 4 shelves 34-1 2w x 13d x 52h black - alesb625234bl 287.0', nan]",0.25938824,0.7406117,2
12,belkin 10.2 netbook neoprene sleeve - black belkin,electronics - general,,f8n132-blk,8.88,new-alera sb625234bl - steel bookcase 4 shelves 34-1 2w x 13d x 52h black - alesb625234bl 287.0,bags cases,alera,icon4-blk,,"('rtable_title', 'rtable_brand')","['icon-icon4-blk neoprene notebook sleeve black motion systems 9.99', nan]","['new-alera sb625234bl - steel bookcase 4 shelves 34-1 2w x 13d x 52h black - alesb625234bl 287.0', 'alera']",0.1296059,0.8703941,2
10,belkin 10.2 netbook neoprene sleeve - black belkin,electronics - general,,f8n132-blk,8.88,new-alera sb625234bl - steel bookcase 4 shelves 34-1 2w x 13d x 52h black - alesb625234bl 287.0,bags cases,,icon4-blk,,"('rtable_title',)",['icon-icon4-blk neoprene notebook sleeve black motion systems 9.99'],['new-alera sb625234bl - steel bookcase 4 shelves 34-1 2w x 13d x 52h black - alesb625234bl 287.0'],0.25938824,0.7406117,2
11,belkin 10.2 netbook neoprene sleeve - black belkin,electronics - general,,f8n132-blk,8.88,new-alera sb625234bl - steel bookcase 4 shelves 34-1 2w x 13d x 52h black - alesb625234bl 287.0,laminating supplies,,icon4-blk,,"('rtable_title', 'rtable_category')","['icon-icon4-blk neoprene notebook sleeve black motion systems 9.99', 'bags cases']","['new-alera sb625234bl - steel bookcase 4 shelves 34-1 2w x 13d x 52h black - alesb625234bl 287.0', 'laminating supplies']",0.188465,0.81153506,2
25,belkin 10.2 netbook neoprene sleeve - black belkin,electronics - general,,f8n132-blk,8.88,belkin f8v203-12 12-foot mini-stereo audio cable 3.99,computers accessories,,icon4-blk,,"('rtable_title', 'rtable_category', 'rtable_price')","['icon-icon4-blk neoprene notebook sleeve black motion systems 9.99', 'bags cases', nan]","['belkin f8v203-12 12-foot mini-stereo audio cable 3.99', 'computers accessories', nan]",0.32774776,0.67225224,3
24,belkin 10.2 netbook neoprene sleeve - black belkin,electronics - general,,f8n132-blk,8.88,belkin f8v203-12 12-foot mini-stereo audio cable 3.99,computers accessories,,f8v203-12,,"('rtable_title', 'rtable_category', 'rtable_modelno')","['icon-icon4-blk neoprene notebook sleeve black motion systems 9.99', 'bags cases', 'icon4-blk']","['belkin f8v203-12 12-foot mini-stereo audio cable 3.99', 'computers accessories', 'f8v203-12']",0.32774776,0.67225224,3
23,belkin 10.2 netbook neoprene sleeve - black belkin,electronics - general,,f8n132-blk,8.88,belkin f8v203-12 12-foot mini-stereo audio cable 3.99,computers accessories,belkin,icon4-blk,,"('rtable_title', 'rtable_category', 'rtable_brand')","['icon-icon4-blk neoprene notebook sleeve black motion systems 9.99', 'bags cases', nan]","['belkin f8v203-12 12-foot mini-stereo audio cable 3.99', 'computers accessories', 'belkin']",0.34843045,0.65156955,3
17,belkin 10.2 netbook neoprene sleeve - black belkin,electronics - general,,f8n132-blk,8.88,new-alera sb625234bl - steel bookcase 4 shelves 34-1 2w x 13d x 52h black - alesb625234bl 287.0,bags cases,alera,icon4-blk,,"('rtable_title', 'rtable_brand', 'rtable_price')","['icon-icon4-blk neoprene notebook sleeve black motion systems 9.99', nan, nan]","['new-alera sb625234bl - steel bookcase 4 shelves 34-1 2w x 13d x 52h black - alesb625234bl 287.0', 'alera', nan]",0.1296059,0.8703941,3
