,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,reel deal casino championship edition,phantom efx,19.99,microsoft windows xp home edition sp2 oem,,17.24,"('rtable_title',)",['phantom efx reel deal casino shuffle master edition'],['microsoft windows xp home edition sp2 oem'],1,0,0.23166509,0.76833487,2
24,,phantom efx reel deal casino shuffle master,,19.99,phantom efx reel deal casino shuffle master edition,,17.24,"('ltable_title', 'ltable_manufacturer')","['reel deal casino championship edition', 'phantom efx']","['phantom efx reel deal casino shuffle master', nan]",1,0,0.012941349,0.9870587,2
23,,phantom efx reel deal casino shuffle master,phantom efx,19.99,phantom efx reel deal casino shuffle master edition,,17.24,"('ltable_title',)",['reel deal casino championship edition'],['phantom efx reel deal casino shuffle master'],1,0,0.012066221,0.98793375,2
21,,phantom efx reel deal casino shuffle,phantom efx,17.24,phantom efx reel deal casino shuffle master edition,,17.24,"('ltable_title', 'ltable_price')","['reel deal casino championship edition', 19.99]","['phantom efx reel deal casino shuffle', 17.24]",1,0,0.013303974,0.986696,2
20,,phantom efx reel deal casino shuffle,,19.99,phantom efx reel deal casino shuffle master edition,,17.24,"('ltable_title', 'ltable_manufacturer')","['reel deal casino championship edition', 'phantom efx']","['phantom efx reel deal casino shuffle', nan]",1,0,0.014020847,0.98597914,2
19,,phantom efx reel deal casino shuffle,phantom efx,19.99,phantom efx reel deal casino shuffle master edition,,17.24,"('ltable_title',)",['reel deal casino championship edition'],['phantom efx reel deal casino shuffle'],1,0,0.012618615,0.98738146,2
17,,efx reel deal casino shuffle master edition,phantom efx,17.24,phantom efx reel deal casino shuffle master edition,,17.24,"('ltable_title', 'ltable_price')","['reel deal casino championship edition', 19.99]","['efx reel deal casino shuffle master edition', 17.24]",1,0,0.013480953,0.98651904,2
16,,efx reel deal casino shuffle master edition,,19.99,phantom efx reel deal casino shuffle master edition,,17.24,"('ltable_title', 'ltable_manufacturer')","['reel deal casino championship edition', 'phantom efx']","['efx reel deal casino shuffle master edition', nan]",1,0,0.012977298,0.9870227,2
15,,efx reel deal casino shuffle master edition,phantom efx,19.99,phantom efx reel deal casino shuffle master edition,,17.24,"('ltable_title',)",['reel deal casino championship edition'],['efx reel deal casino shuffle master edition'],1,0,0.012113549,0.9878864,2
25,,phantom efx reel deal casino shuffle master,phantom efx,17.24,phantom efx reel deal casino shuffle master edition,,17.24,"('ltable_title', 'ltable_price')","['reel deal casino championship edition', 19.99]","['phantom efx reel deal casino shuffle master', 17.24]",1,0,0.013153677,0.98684627,2
12,,reel deal casino championship edition,phantom efx,19.99,ser ios ent cd374-esk9 = ),cisco systems enterprise,17.24,"('rtable_title', 'rtable_manufacturer')","['phantom efx reel deal casino shuffle master edition', nan]","['ser ios ent cd374-esk9 = )', 'cisco systems enterprise']",1,0,0.114400886,0.8855991,2
13,,reel deal casino championship edition,phantom efx,19.99,ser ios ent cd374-esk9 = ),,2814.33,"('rtable_title', 'rtable_price')","['phantom efx reel deal casino shuffle master edition', 17.24]","['ser ios ent cd374-esk9 = )', 2814.33]",1,0,0.039022673,0.9609774,2
9,,reel deal casino championship edition,phantom efx,19.99,3745 ser ios ent cd374-esk9 = ),,2814.33,"('rtable_title', 'rtable_price')","['phantom efx reel deal casino shuffle master edition', 17.24]","['3745 ser ios ent cd374-esk9 = )', 2814.33]",1,0,0.03202689,0.9679731,2
8,,reel deal casino championship edition,phantom efx,19.99,3745 ser ios ent cd374-esk9 = ),cisco systems enterprise,17.24,"('rtable_title', 'rtable_manufacturer')","['phantom efx reel deal casino shuffle master edition', nan]","['3745 ser ios ent cd374-esk9 = )', 'cisco systems enterprise']",1,0,0.014420089,0.98557997,2
7,,reel deal casino championship edition,phantom efx,19.99,3745 ser ios ent cd374-esk9 = ),,17.24,"('rtable_title',)",['phantom efx reel deal casino shuffle master edition'],['3745 ser ios ent cd374-esk9 = )'],1,0,0.017959954,0.9820401,2
5,,reel deal casino championship edition,phantom efx,19.99,upgrade 3d for,,,"('rtable_title', 'rtable_price')","['phantom efx reel deal casino shuffle master edition', 17.24]","['upgrade 3d for', nan]",1,0,0.34871376,0.6512862,2
4,,reel deal casino championship edition,phantom efx,19.99,upgrade 3d for,hummingbird communications,17.24,"('rtable_title', 'rtable_manufacturer')","['phantom efx reel deal casino shuffle master edition', nan]","['upgrade 3d for', 'hummingbird communications']",1,0,0.018483594,0.98151636,2
2,,reel deal casino championship edition,phantom efx,19.99,microsoft windows xp home edition sp2 oem,,95.99,"('rtable_title', 'rtable_price')","['phantom efx reel deal casino shuffle master edition', 17.24]","['microsoft windows xp home edition sp2 oem', 95.99]",1,0,0.023446428,0.97655356,2
1,,reel deal casino championship edition,phantom efx,19.99,microsoft windows xp home edition sp2 oem,,17.24,"('rtable_title', 'rtable_manufacturer')","['phantom efx reel deal casino shuffle master edition', nan]","['microsoft windows xp home edition sp2 oem', nan]",1,0,0.026788138,0.9732118,2
11,,reel deal casino championship edition,phantom efx,19.99,ser ios ent cd374-esk9 = ),,17.24,"('rtable_title',)",['phantom efx reel deal casino shuffle master edition'],['ser ios ent cd374-esk9 = )'],1,0,0.026339175,0.9736608,2
10,,reel deal casino championship edition,phantom efx,19.99,3745 ser ios ent cd374-esk9 = ),cisco systems enterprise,2814.33,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['phantom efx reel deal casino shuffle master edition', nan, 17.24]","['3745 ser ios ent cd374-esk9 = )', 'cisco systems enterprise', 2814.33]",1,0,0.013660426,0.98633957,3
14,,reel deal casino championship edition,phantom efx,19.99,ser ios ent cd374-esk9 = ),cisco systems enterprise,2814.33,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['phantom efx reel deal casino shuffle master edition', nan, 17.24]","['ser ios ent cd374-esk9 = )', 'cisco systems enterprise', 2814.33]",1,0,0.048967894,0.9510321,3
6,,reel deal casino championship edition,phantom efx,19.99,upgrade 3d for,hummingbird communications,,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['phantom efx reel deal casino shuffle master edition', nan, 17.24]","['upgrade 3d for', 'hummingbird communications', nan]",1,0,0.020281307,0.9797187,3
18,,efx reel deal casino shuffle master edition,,17.24,phantom efx reel deal casino shuffle master edition,,17.24,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['reel deal casino championship edition', 'phantom efx', 19.99]","['efx reel deal casino shuffle master edition', nan, 17.24]",1,0,0.01316154,0.9868384,3
3,,reel deal casino championship edition,phantom efx,19.99,microsoft windows xp home edition sp2 oem,,95.99,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['phantom efx reel deal casino shuffle master edition', nan, 17.24]","['microsoft windows xp home edition sp2 oem', nan, 95.99]",1,0,0.024203386,0.9757966,3
