,ltable_description,ltable_name,ltable_price,rtable_description,rtable_name,rtable_price,outcome
0,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,139.0,"1 x phone line ( s ) black , metallic",panasonic kx-tg9342t cordless phone,461.96,1
1,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,139.0,"canon dc310 dvd camcorder w / 41x advanced zoom , built-in lens cover , image stabilization , & canon exclusive - digic dv ii",panasonic kx-tg9342t cordless phone,nan,1
2,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,139.0,"1 x phone line ( s ) black , metallic",panasonic kx-tg9342t cordless phone,nan,1
3,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,139.0,samsung ln22a450 22 ' widescreen 720p lcd hdtv 3000:1 dynamic contrast ratio 8ms response time piano black,panasonic kx-tg9342t cordless phone,nan,1
4,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,139.0,"1 x phone line ( s ) black , metallic",panasonic kx-tg9342t cordless phone,397.77,1
5,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,39.95,"1 x phone line ( s ) black , metallic",panasonic kx-tg9342t cordless phone,nan,1
6,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,35.0,"1 x phone line ( s ) black , metallic",panasonic kx-tg9342t cordless phone,nan,1
7,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,139.0,"1 x phone line ( s ) black , metallic",panasonic kx-tg9342t cordless phone,144.05,1
8,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,139.0,"1 x phone line ( s ) black , metallic",panasonic kx-tg9342t cordless phone,11.89,1
9,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,139.0,"cd-rom , cd-r , cd-rw cd-text playback 5 disc ( s )",panasonic kx-tg9342t cordless phone,nan,1
