,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
2,efficient computation of iceberg cubes with complex measures,"swarup acharya , phillip b. gibbons , viswanath poosala",vldb,2001,fast computation of sparse datacubes,"kenneth a. ross , divesh srivastava",very large data bases,1997,"('ltable_authors', 'ltable_venue')","['guozhu dong , jian pei , jiawei han , ke wang', 'sigmod conference']","['swarup acharya , phillip b. gibbons , viswanath poosala', 'vldb']",0.41844568,0.5815543,2
6,efficient computation of iceberg cubes with complex measures,"daniel a. keim , alexander hinneburg",vldb,2001,fast computation of sparse datacubes,"kenneth a. ross , divesh srivastava",very large data bases,1997,"('ltable_authors', 'ltable_venue')","['guozhu dong , jian pei , jiawei han , ke wang', 'sigmod conference']","['daniel a. keim , alexander hinneburg', 'vldb']",0.23896793,0.76103204,2
8,efficient computation of iceberg cubes with complex measures,"dan vodislav , sophie cluet , pierangelo veltri",vldb,2001,fast computation of sparse datacubes,"kenneth a. ross , divesh srivastava",very large data bases,1997,"('ltable_authors', 'ltable_venue')","['guozhu dong , jian pei , jiawei han , ke wang', 'sigmod conference']","['dan vodislav , sophie cluet , pierangelo veltri', 'vldb']",0.40818003,0.59182,2
0,a vision of management of complex models,"rachel pottinger , alon y. halevy , philip a. bernstein",sigmod record,2001,fast computation of sparse datacubes,"kenneth a. ross , divesh srivastava",very large data bases,1997,"('ltable_title', 'ltable_authors', 'ltable_venue')","['efficient computation of iceberg cubes with complex measures', 'guozhu dong , jian pei , jiawei han , ke wang', 'sigmod conference']","['a vision of management of complex models', 'rachel pottinger , alon y. halevy , philip a. bernstein', 'sigmod record']",0.19189186,0.8081081,3
3,aqua : a fast decision support systems using approximate query answers,"swarup acharya , phillip b. gibbons , viswanath poosala",vldb,2001,fast computation of sparse datacubes,"kenneth a. ross , divesh srivastava",very large data bases,1997,"('ltable_title', 'ltable_authors', 'ltable_venue')","['efficient computation of iceberg cubes with complex measures', 'guozhu dong , jian pei , jiawei han , ke wang', 'sigmod conference']","['aqua : a fast decision support systems using approximate query answers', 'swarup acharya , phillip b. gibbons , viswanath poosala', 'vldb']",0.42523724,0.5747628,3
4,efficient computation of iceberg cubes with complex measures,"swarup acharya , phillip b. gibbons , viswanath poosala",vldb,1999,fast computation of sparse datacubes,"kenneth a. ross , divesh srivastava",very large data bases,1997,"('ltable_authors', 'ltable_venue', 'ltable_year')","['guozhu dong , jian pei , jiawei han , ke wang', 'sigmod conference', 2001]","['swarup acharya , phillip b. gibbons , viswanath poosala', 'vldb', 1999]",0.43750063,0.5624994,3
7,efficient computation of iceberg cubes with complex measures,"daniel a. keim , alexander hinneburg",vldb,1999,fast computation of sparse datacubes,"kenneth a. ross , divesh srivastava",very large data bases,1997,"('ltable_authors', 'ltable_venue', 'ltable_year')","['guozhu dong , jian pei , jiawei han , ke wang', 'sigmod conference', 2001]","['daniel a. keim , alexander hinneburg', 'vldb', 1999]",0.20018688,0.79981315,3
9,efficient computation of iceberg cubes with complex measures,"dan vodislav , sophie cluet , pierangelo veltri",vldb,2001,fast computation of sparse datacubes,"kenneth a. ross , divesh srivastava",very large data bases,1997,"('ltable_authors', 'ltable_venue', 'ltable_year')","['guozhu dong , jian pei , jiawei han , ke wang', 'sigmod conference', 2001]","['dan vodislav , sophie cluet , pierangelo veltri', 'vldb', 2001]",0.40818003,0.59182,3
1,a vision of management of complex models,"rachel pottinger , alon y. halevy , philip a. bernstein",sigmod record,2000,fast computation of sparse datacubes,"kenneth a. ross , divesh srivastava",very large data bases,1997,"('ltable_title', 'ltable_authors', 'ltable_venue', 'ltable_year')","['efficient computation of iceberg cubes with complex measures', 'guozhu dong , jian pei , jiawei han , ke wang', 'sigmod conference', 2001]","['a vision of management of complex models', 'rachel pottinger , alon y. halevy , philip a. bernstein', 'sigmod record', 2000]",0.18447891,0.81552106,4
5,aqua : a fast decision support systems using approximate query answers,"swarup acharya , phillip b. gibbons , viswanath poosala",vldb,1999,fast computation of sparse datacubes,"kenneth a. ross , divesh srivastava",very large data bases,1997,"('ltable_title', 'ltable_authors', 'ltable_venue', 'ltable_year')","['efficient computation of iceberg cubes with complex measures', 'guozhu dong , jian pei , jiawei han , ke wang', 'sigmod conference', 2001]","['aqua : a fast decision support systems using approximate query answers', 'swarup acharya , phillip b. gibbons , viswanath poosala', 'vldb', 1999]",0.47584254,0.52415746,4
