,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,nan,gbu421w6,nan,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white external hard drives samsung 84.99,nan,iogear,gbu421w6,nan,0
1,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card zotac,networking,nan,gbu421w6,nan,iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17,nan,iogear,gbu421w6,nan,0
2,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,networking,nan,gbu421w6,11.98,iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17,nan,iogear,gbu421w6,nan,0
3,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,networking,nan,gbu421w6,nan,iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17,home audio theater,iogear,gbu421w6,nan,0
4,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,networking,nan,gbu421w6,nan,iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17,nan,iogear,gbu421w6,nan,0
5,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,nan,gbu421w6,nan,da-lite carpeted picture king with keystone eliminator - projection screen with tripod - 1 1 - matte white - black projection screens da-lite with keystone eliminator,cables interconnects,iogear,gbu421w6,nan,0
6,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,nan,gbu421w6,88.88,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,nan,iogear,gbu421w6,nan,0
7,paper mate mechanical pencil starter set stationery & office machinery 1739312 4.87,networking,nan,gbu421w6,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box printers pendaflex,nan,iogear,gbu421w6,nan,0
8,srs labs analog rca volume leveler srs labs dct6s 59.99,networking,nan,gbu421w6,nan,iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17,nan,da-lite,gbu421w6,nan,0
9,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,nan,74109,nan,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input accessories supplies boss 180.95,nan,iogear,gbu421w6,nan,0
