,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,blackberry 8820 unlocked phone with quad-band gsm wi-fi -- international version with no warranty unlocked phones blackberry 8820,,iogear,gbu421w6,203.29,"('rtable_title', 'rtable_price')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', nan]","['blackberry 8820 unlocked phone with quad-band gsm wi-fi -- international version with no warranty unlocked phones blackberry 8820', 203.29]",0.16362616,0.83637387,2
2,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear,,iogear,gbu421w6,,"('rtable_title',)",['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17'],['iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear'],0.2519894,0.7480106,2
3,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear,,iogear,gbu421w6,,"('rtable_title', 'rtable_category')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', nan]","['iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear', nan]",0.25198895,0.74801105,2
4,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear,,,gbu421w6,,"('rtable_title', 'rtable_brand')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', 'iogear']","['iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear', nan]",0.32907915,0.67092085,2
5,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear,,iogear,gcs22u,,"('rtable_title', 'rtable_modelno')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', 'gbu421w6']","['iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear', 'gcs22u']",0.25198895,0.74801105,2
6,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear,,iogear,gbu421w6,19.99,"('rtable_title', 'rtable_price')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', nan]","['iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear', 19.99]",0.28395975,0.7160402,2
18,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,connectland cl-mou23014 bluetooth wireless optical mouse cl-mou23014,,iogear,gbu421w6,16.9,"('rtable_title', 'rtable_price')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', nan]","['connectland cl-mou23014 bluetooth wireless optical mouse cl-mou23014', 16.9]",0.20535883,0.79464114,2
21,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,connectland cl-mou23014 bluetooth wireless optical mouse cl-mou23014,,iogear,,16.9,"('rtable_title', 'rtable_modelno', 'rtable_price')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', 'gbu421w6', nan]","['connectland cl-mou23014 bluetooth wireless optical mouse cl-mou23014', nan, 16.9]",0.058087934,0.9419121,3
20,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,connectland cl-mou23014 bluetooth wireless optical mouse cl-mou23014,,connectland,gbu421w6,16.9,"('rtable_title', 'rtable_brand', 'rtable_price')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', 'iogear', nan]","['connectland cl-mou23014 bluetooth wireless optical mouse cl-mou23014', 'connectland', 16.9]",0.20535883,0.79464114,3
19,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,connectland cl-mou23014 bluetooth wireless optical mouse cl-mou23014,,iogear,gbu421w6,16.9,"('rtable_title', 'rtable_category', 'rtable_price')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', nan, nan]","['connectland cl-mou23014 bluetooth wireless optical mouse cl-mou23014', nan, 16.9]",0.20535883,0.79464114,3
11,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear,,,gbu421w6,19.99,"('rtable_title', 'rtable_brand', 'rtable_price')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', 'iogear', nan]","['iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear', nan, 19.99]",0.22294857,0.7770514,3
12,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear,,iogear,gcs22u,19.99,"('rtable_title', 'rtable_modelno', 'rtable_price')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', 'gbu421w6', nan]","['iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear', 'gcs22u', 19.99]",0.28395975,0.7160402,3
9,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear,,iogear,gbu421w6,19.99,"('rtable_title', 'rtable_category', 'rtable_price')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', nan, nan]","['iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear', nan, 19.99]",0.28395975,0.7160402,3
8,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear,,iogear,gcs22u,,"('rtable_title', 'rtable_category', 'rtable_modelno')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', nan, 'gbu421w6']","['iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear', nan, 'gcs22u']",0.25198895,0.74801105,3
7,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear,,,gbu421w6,,"('rtable_title', 'rtable_category', 'rtable_brand')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', nan, 'iogear']","['iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear', nan, nan]",0.32907915,0.67092085,3
1,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,blackberry 8820 unlocked phone with quad-band gsm wi-fi -- international version with no warranty unlocked phones blackberry 8820,,iogear,gbu421w6,203.29,"('rtable_title', 'rtable_category', 'rtable_price')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', nan, nan]","['blackberry 8820 unlocked phone with quad-band gsm wi-fi -- international version with no warranty unlocked phones blackberry 8820', nan, 203.29]",0.16362616,0.83637387,3
10,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear,,,gcs22u,,"('rtable_title', 'rtable_brand', 'rtable_modelno')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', 'iogear', 'gbu421w6']","['iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear', nan, 'gcs22u']",0.32907915,0.67092085,3
24,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,connectland cl-mou23014 bluetooth wireless optical mouse cl-mou23014,,connectland,,16.9,"('rtable_title', 'rtable_brand', 'rtable_modelno', 'rtable_price')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', 'iogear', 'gbu421w6', nan]","['connectland cl-mou23014 bluetooth wireless optical mouse cl-mou23014', 'connectland', nan, 16.9]",0.058087934,0.9419121,4
13,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear,,,gcs22u,,"('rtable_title', 'rtable_category', 'rtable_brand', 'rtable_modelno')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', nan, 'iogear', 'gbu421w6']","['iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear', nan, nan, 'gcs22u']",0.32907915,0.67092085,4
14,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear,,,gbu421w6,19.99,"('rtable_title', 'rtable_category', 'rtable_brand', 'rtable_price')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', nan, 'iogear', nan]","['iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear', nan, nan, 19.99]",0.22294857,0.7770514,4
15,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear,,iogear,gcs22u,19.99,"('rtable_title', 'rtable_category', 'rtable_modelno', 'rtable_price')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', nan, 'gbu421w6', nan]","['iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear', nan, 'gcs22u', 19.99]",0.28395975,0.7160402,4
16,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear,,,gcs22u,19.99,"('rtable_title', 'rtable_brand', 'rtable_modelno', 'rtable_price')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', 'iogear', 'gbu421w6', nan]","['iogear 2-port usb kvm switch with cables and remote gcs22u black kvm switches iogear', nan, 'gcs22u', 19.99]",0.22294857,0.7770514,4
22,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,connectland cl-mou23014 bluetooth wireless optical mouse cl-mou23014,,connectland,gbu421w6,16.9,"('rtable_title', 'rtable_category', 'rtable_brand', 'rtable_price')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', nan, 'iogear', nan]","['connectland cl-mou23014 bluetooth wireless optical mouse cl-mou23014', nan, 'connectland', 16.9]",0.20535883,0.79464114,4
23,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,networking,,gbu421w6,,connectland cl-mou23014 bluetooth wireless optical mouse cl-mou23014,,iogear,,16.9,"('rtable_title', 'rtable_category', 'rtable_modelno', 'rtable_price')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17', nan, 'gbu421w6', nan]","['connectland cl-mou23014 bluetooth wireless optical mouse cl-mou23014', nan, nan, 16.9]",0.058087934,0.9419121,4
