,label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,Brewer 's Reserve Bourbon Barrel Barleywine,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name',)",['Honey Basil Amber'],"[""Brewer 's Reserve Bourbon Barrel Barleywine""]",0,0,0.9823612,0.017638836,2
414,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Acoustic Ales Road to the Abbey,18th Street Brewery,Belgian Ale,7.40 %,"('rtable_Beer_Name', 'rtable_Style')","['Rude Hippo Honey Basil Amber', 'Amber Ale']","['Acoustic Ales Road to the Abbey', 'Belgian Ale']",0,0,0.8220109,0.17798914,2
415,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Acoustic Ales Brewing Experiment,Belgian Ale,7.40 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['18th Street Brewery', 'Amber Ale']","['Acoustic Ales Brewing Experiment', 'Belgian Ale']",0,0,0.8266982,0.1733018,2
235,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,-,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '7.40 %']","['American Amber / Red Ale', '-']",0,0,0.75669473,0.24330525,2
234,,Honey Basil Amber,Wildlife Brewing & Pizza,American Amber / Red Ale,-,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Rude Hippo Brewing Company', '7.40 %']","['Wildlife Brewing & Pizza', '-']",0,0,0.56851727,0.43148273,2
233,,Honey Basil Amber,Wildlife Brewing & Pizza,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Rude Hippo Brewing Company', 'American Amber / Red Ale']","['Wildlife Brewing & Pizza', 'American Amber / Red Ale']",0,0,0.8548453,0.1451547,2
232,,Bronc Buster Double Red,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Style')","['Honey Basil Amber', 'American Amber / Red Ale']","['Bronc Buster Double Red', 'American Amber / Red Ale']",0,0,0.5884683,0.41153172,2
231,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0,0,0.5249766,0.47502336,2
413,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Acoustic Ales Brewing Experiment,Amber Ale,7.40 %,"('rtable_Brew_Factory_Name',)",['18th Street Brewery'],['Acoustic Ales Brewing Experiment'],0,0,0.5527558,0.44724423,2
551,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,India Pale Ale &#40; IPA &#41;,-,"('rtable_Style', 'rtable_ABV')","['Amber Ale', '7.40 %']","['India Pale Ale &#40; IPA &#41;', '-']",0,0,0.8002094,0.19979057,2
224,,MacTarnahan 's Amber Ale,Rude Hippo Brewing Company,American Amber / Red Ale,5.10 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_ABV')","['Honey Basil Amber', '7.40 %']","[""MacTarnahan 's Amber Ale"", '5.10 %']",0,0,0.5240689,0.47593114,2
223,,MacTarnahan 's Amber Ale,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Style')","['Honey Basil Amber', 'American Amber / Red Ale']","[""MacTarnahan 's Amber Ale"", 'American Amber / Red Ale']",0,0,0.9507901,0.049209967,2
222,,MacTarnahan 's Amber Ale,Portland Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Honey Basil Amber', 'Rude Hippo Brewing Company']","[""MacTarnahan 's Amber Ale"", 'Portland Brewing Company']",0,0,0.606104,0.39389595,2
221,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0,0,0.5249766,0.47502336,2
220,,MacTarnahan 's Amber Ale,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name',)",['Honey Basil Amber'],"[""MacTarnahan 's Amber Ale""]",0,0,0.8042588,0.1957411,2
421,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,India Pale Ale &#40; IPA &#41;,7.40 %,"('rtable_Style',)",['Amber Ale'],['India Pale Ale &#40; IPA &#41;'],0,0,0.74080515,0.2591948,2
422,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Sun King Bring The Hops,18th Street Brewery,India Pale Ale &#40; IPA &#41;,7.40 %,"('rtable_Beer_Name', 'rtable_Style')","['Rude Hippo Honey Basil Amber', 'Amber Ale']","['Sun King Bring The Hops', 'India Pale Ale &#40; IPA &#41;']",0,0,0.89180845,0.108191535,2
225,,Honey Basil Amber,Portland Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Rude Hippo Brewing Company', 'American Amber / Red Ale']","['Portland Brewing Company', 'American Amber / Red Ale']",0,0,0.6600455,0.33995447,2
550,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Red Castle Brewery & Distillery,India Pale Ale &#40; IPA &#41;,7.40 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['18th Street Brewery', 'Amber Ale']","['Red Castle Brewery & Distillery', 'India Pale Ale &#40; IPA &#41;']",0,0,0.73142475,0.26857525,2
241,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0,0,0.5249766,0.47502336,2
412,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Acoustic Ales Road to the Abbey,18th Street Brewery,Amber Ale,7.40 %,"('rtable_Beer_Name',)",['Rude Hippo Honey Basil Amber'],['Acoustic Ales Road to the Abbey'],0,0,0.560464,0.43953598,2
263,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0,0,0.52497655,0.4750234,2
262,,Eric The Red Ale,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name',)",['Honey Basil Amber'],['Eric The Red Ale'],0,0,0.96593416,0.034065843,2
548,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,India Pale Ale &#40; IPA &#41;,7.40 %,"('rtable_Style',)",['Amber Ale'],['India Pale Ale &#40; IPA &#41;'],0,0,0.74080515,0.2591948,2
406,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,SPB Barrel Aged Mississippi Fire Ant,18th Street Brewery,Amber Ale,8 %,"('rtable_Beer_Name', 'rtable_ABV')","['Rude Hippo Honey Basil Amber', '7.40 %']","['SPB Barrel Aged Mississippi Fire Ant', '8 %']",0,0,0.95657676,0.043423273,2
517,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Golden Ale/Blond Ale,4 %,"('rtable_Style', 'rtable_ABV')","['Amber Ale', '7.40 %']","['Golden Ale/Blond Ale', '4 %']",0,0,0.7692089,0.23079102,2
407,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Southern Prohibition Brewery,American Strong Ale,7.40 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['18th Street Brewery', 'Amber Ale']","['Southern Prohibition Brewery', 'American Strong Ale']",0,0,0.62916315,0.37083682,2
256,,Honey Basil Amber,Luminous Brewhouse,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Rude Hippo Brewing Company', 'American Amber / Red Ale']","['Luminous Brewhouse', 'American Amber / Red Ale']",0,0,0.702842,0.29715806,2
255,,Red Grade Ale,Rude Hippo Brewing Company,American Amber / Red Ale,6.20 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_ABV')","['Honey Basil Amber', '7.40 %']","['Red Grade Ale', '6.20 %']",0,0,0.83915716,0.16084285,2
254,,Red Grade Ale,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Style')","['Honey Basil Amber', 'American Amber / Red Ale']","['Red Grade Ale', 'American Amber / Red Ale']",0,0,0.9753955,0.024604516,2
253,,Red Grade Ale,Luminous Brewhouse,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Honey Basil Amber', 'Rude Hippo Brewing Company']","['Red Grade Ale', 'Luminous Brewhouse']",0,0,0.9203905,0.079609565,2
252,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0,0,0.52497655,0.4750234,2
251,,Red Grade Ale,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name',)",['Honey Basil Amber'],['Red Grade Ale'],0,0,0.9441808,0.055819236,2
249,,Honey Basil Amber,Innovation Brew Works,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Rude Hippo Brewing Company', 'American Amber / Red Ale']","['Innovation Brew Works', 'American Amber / Red Ale']",0,0,0.5838868,0.41611317,2
248,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0,0,0.5249766,0.47502336,2
549,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Red Castle Scarlet Throne Amber IPA,18th Street Brewery,India Pale Ale &#40; IPA &#41;,7.40 %,"('rtable_Beer_Name', 'rtable_Style')","['Rude Hippo Honey Basil Amber', 'Amber Ale']","['Red Castle Scarlet Throne Amber IPA', 'India Pale Ale &#40; IPA &#41;']",0,0,0.80234,0.19766,2
244,,Honey Basil Amber,11 Below Brewing,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Rude Hippo Brewing Company', 'American Amber / Red Ale']","['11 Below Brewing', 'American Amber / Red Ale']",0,0,0.7755949,0.2244051,2
243,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0,0,0.5249766,0.47502336,2
217,,Szot Amber Ale,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Style')","['Honey Basil Amber', 'American Amber / Red Ale']","['Szot Amber Ale', 'American Amber / Red Ale']",0,0,0.8765227,0.123477265,2
264,,Eric The Red Ale,RÃ ¶ k House Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Honey Basil Amber', 'Rude Hippo Brewing Company']","['Eric The Red Ale', 'RÃ ¶ k House Brewing Company']",0,0,0.7154896,0.28451034,2
216,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0,0,0.52497655,0.4750234,2
423,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Sun King Brewing Company,India Pale Ale &#40; IPA &#41;,7.40 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['18th Street Brewery', 'Amber Ale']","['Sun King Brewing Company', 'India Pale Ale &#40; IPA &#41;']",0,0,0.9176323,0.08236773,2
186,,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0,0,0.5249766,0.47502336,2
185,,Morning Star Imperial Red,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name',)",['Honey Basil Amber'],['Morning Star Imperial Red'],0,0,0.97502327,0.024976665,2
