,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,iogear gbu421w6 bluetooth usb micro adapter,networking,iogear,gbu421w6,14.84,usb data cable usb car charger usb home charger black rubber silicone skin case elastic armband clear reusable lcd screen protector white 3.5 mm stereo headset for apple ipod touch itouch 8gb 16gb 32gb 2g 2nd generation,computers accessories,iogear,gbu421w6,15.17,"('rtable_title',)",['iogear bluetooth usb 2.1 micro adapter with tri-language package black'],['usb data cable usb car charger usb home charger black rubber silicone skin case elastic armband clear reusable lcd screen protector white 3.5 mm stereo headset for apple ipod touch itouch 8gb 16gb 32gb 2g 2nd generation'],0.006088466,0.9939115,2
30,iogear gbu421w6 bluetooth usb micro adapter,networking,iogear,gbu421w6,14.84,10ft usb cat5 integrated access cable,computers accessories,iogear,usbiac-10,15.17,"('rtable_title', 'rtable_modelno')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black', 'gbu421w6']","['10ft usb cat5 integrated access cable', 'usbiac-10']",0.123539075,0.87646097,2
32,iogear gbu421w6 bluetooth usb micro adapter,networking,iogear,gbu421w6,14.84,hawking hwdn1 hi-gain wireless-300n network usb dish adapter,computers accessories,iogear,gbu421w6,15.17,"('rtable_title',)",['iogear bluetooth usb 2.1 micro adapter with tri-language package black'],['hawking hwdn1 hi-gain wireless-300n network usb dish adapter'],0.2748133,0.72518677,2
33,iogear gbu421w6 bluetooth usb micro adapter,networking,iogear,gbu421w6,14.84,hawking hwdn1 hi-gain wireless-300n network usb dish adapter,computers accessories,iogear,gbu421w6,15.17,"('rtable_title', 'rtable_category')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black', 'computers accessories']","['hawking hwdn1 hi-gain wireless-300n network usb dish adapter', 'computers accessories']",0.2748133,0.72518677,2
34,iogear gbu421w6 bluetooth usb micro adapter,networking,iogear,gbu421w6,14.84,hawking hwdn1 hi-gain wireless-300n network usb dish adapter,computers accessories,hawking technology,gbu421w6,15.17,"('rtable_title', 'rtable_brand')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black', 'iogear']","['hawking hwdn1 hi-gain wireless-300n network usb dish adapter', 'hawking technology']",0.10447322,0.89552677,2
36,iogear gbu421w6 bluetooth usb micro adapter,networking,iogear,gbu421w6,14.84,hawking hwdn1 hi-gain wireless-300n network usb dish adapter,computers accessories,iogear,gbu421w6,,"('rtable_title', 'rtable_price')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black', 15.17]","['hawking hwdn1 hi-gain wireless-300n network usb dish adapter', nan]",0.09430968,0.9056903,2
78,iogear gbu421w6 bluetooth usb micro adapter,networking,iogear,gbu421w6,14.84,new iluv iad562blk usb dc adapter iphone r sync cable personal audio,projection screens,iogear,gbu421w6,15.17,"('rtable_title', 'rtable_category')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black', 'computers accessories']","['new iluv iad562blk usb dc adapter iphone r sync cable personal audio', 'projection screens']",0.19936651,0.80063343,2
48,iogear gbu421w6 bluetooth usb micro adapter,networking,iogear,gbu421w6,14.84,cell phone car charger micro usb 5v 800ma,computers accessories,iogear,gbu421w6,15.17,"('rtable_title',)",['iogear bluetooth usb 2.1 micro adapter with tri-language package black'],['cell phone car charger micro usb 5v 800ma'],0.37883976,0.62116027,2
49,iogear gbu421w6 bluetooth usb micro adapter,networking,iogear,gbu421w6,14.84,cell phone car charger micro usb 5v 800ma,computers accessories,iogear,ca9931,15.17,"('rtable_title', 'rtable_modelno')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black', 'gbu421w6']","['cell phone car charger micro usb 5v 800ma', 'ca9931']",0.37883976,0.62116027,2
29,iogear gbu421w6 bluetooth usb micro adapter,networking,iogear,gbu421w6,14.84,10ft usb cat5 integrated access cable,computers accessories,avocent,gbu421w6,15.17,"('rtable_title', 'rtable_brand')","['iogear bluetooth usb 2.1 micro adapter with tri-language package black', 'iogear']","['10ft usb cat5 integrated access cable', 'avocent']",0.123539075,0.87646097,2
