,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,converting relational to object-oriented databases sigmod record 1997,joseph fong,,,converting relational to object-oriented databases 1997,,acm sigmod record,,"('rtable_authors',)",['joseph fong'],[nan],0.0040492043,0.9959508,2
59,tail recursion elimination in deductive databases kenneth a. ross acm trans . database syst . 1996,joseph fong,,,converting relational to object-oriented databases 1997,joseph fong,acm sigmod record,,"('ltable_title', 'ltable_year')","['converting relational to object-oriented databases sigmod record 1997', nan]","['tail recursion elimination in deductive databases kenneth a. ross acm trans . database syst . 1996', nan]",0.38297668,0.61702335,2
58,tail recursion elimination in deductive databases kenneth a. ross acm trans . database syst . 1996,joseph fong,,,converting relational to object-oriented databases 1997,joseph fong,acm sigmod record,,"('ltable_title', 'ltable_venue')","['converting relational to object-oriented databases sigmod record 1997', nan]","['tail recursion elimination in deductive databases kenneth a. ross acm trans . database syst . 1996', nan]",0.38297653,0.61702347,2
57,tail recursion elimination in deductive databases kenneth a. ross acm trans . database syst . 1996,,,,converting relational to object-oriented databases 1997,joseph fong,acm sigmod record,,"('ltable_title', 'ltable_authors')","['converting relational to object-oriented databases sigmod record 1997', 'joseph fong']","['tail recursion elimination in deductive databases kenneth a. ross acm trans . database syst . 1996', nan]",0.052912794,0.9470872,2
56,converting relational to object-oriented databases sigmod record 1997,joseph fong,,,converting relational to object-oriented databases 1997,joseph fong,acm sigmod record,,"('ltable_year',)",[nan],[nan],0.0027409666,0.997259,2
55,converting relational to object-oriented databases sigmod record 1997,joseph fong,,,converting relational to object-oriented databases 1997,joseph fong,acm sigmod record,,"('ltable_venue',)",[nan],[nan],0.0027409666,0.997259,2
54,converting relational to object-oriented databases sigmod record 1997,,,,converting relational to object-oriented databases 1997,joseph fong,acm sigmod record,,"('ltable_authors',)",['joseph fong'],[nan],0.0018040214,0.99819595,2
53,tail recursion elimination in deductive databases kenneth a. ross acm trans . database syst . 1996,joseph fong,,,converting relational to object-oriented databases 1997,joseph fong,acm sigmod record,,"('ltable_title',)",['converting relational to object-oriented databases sigmod record 1997'],['tail recursion elimination in deductive databases kenneth a. ross acm trans . database syst . 1996'],0.38297668,0.61702335,2
60,converting relational to object-oriented databases sigmod record 1997,,,,converting relational to object-oriented databases 1997,joseph fong,acm sigmod record,,"('ltable_authors', 'ltable_venue')","['joseph fong', nan]","[nan, nan]",0.0018040214,0.99819595,2
51,converting relational to object-oriented databases sigmod record 1997,joseph fong,,2002.0,converting relational to object-oriented databases 1997,joseph fong,acm sigmod record,,"('ltable_venue', 'ltable_year')","[nan, nan]","[nan, 2002.0]",0.0021835286,0.99781644,2
