,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,outcome
0,"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) $ 1.29 2011 What A Music Ltd , Licence exclusive Parlophone Music France 26-Aug-11",nan,nan,"Hip-Hop/Rap , Music",nan,nan,4:32,17-Apr-09,Extra Extra Credit [ Explicit ] Wiz Khalifa 2013 Mad Decent,nan,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,nan,4:03,"April 17 , 2009",0
1,Extra Extra Credit Wiz Khalifa Flight School $ 0.99 2009 Rostrum Records 4:03,nan,nan,"Hip-Hop/Rap , Music",nan,nan,nan,17-Apr-09,I Know [ feat . Wiz Khalifa ] [ Explicit ] Last Train To Paris [ Explicit ] ( C ) 2010 Bad Boy/Interscope Records,Ryan Adams,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,nan,4:03,"April 17 , 2009",0
2,Extra Extra Credit Wiz Khalifa Flight School $ 0.99 2009 Rostrum Records 4:03,nan,nan,"Hip-Hop/Rap , Music",nan,nan,nan,17-Apr-09,I Know [ feat . Wiz Khalifa ] [ Explicit ] Last Train To Paris [ Explicit ] ( C ) 2010 Bad Boy/Interscope Records,nan,Here 's To The Good Times,Rap & Hip-Hop,$ 0.99,nan,4:03,"April 17 , 2009",0
3,Extra Extra Credit Wiz Khalifa Flight School $ 0.99 2009 Rostrum Records 4:03,nan,nan,"Hip-Hop/Rap , Music",nan,nan,nan,17-Apr-09,"Missing You ( Feat . Novel ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 4:59 August 21 , 2009",Howard Shore,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,nan,4:03,"April 17 , 2009",0
4,Extra Extra Credit Wiz Khalifa Flight School $ 0.99 2009 Rostrum Records 4:03,nan,nan,"Hip-Hop/Rap , Music",nan,nan,3:54,17-Apr-09,"Lift me up ( feat . Nico & Vinz , Ladysmith Black Mambazo ) David Guetta $ 1.29",nan,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,nan,4:03,"April 17 , 2009",1
5,Latch ( feat . Sam Smith ) Disclosure Settle ( Deluxe Version ) $ 1.29 15-Apr-14,nan,nan,"Hip-Hop/Rap , Music",nan,nan,nan,17-Apr-09,"Sound Of Letting Go ( Feat . Chris Willis ) Dance & Electronic August 21 , 2009",nan,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,nan,4:03,"April 17 , 2009",0
6,"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) $ 1.29 2011 What A Music Ltd , Licence exclusive Parlophone Music France 26-Aug-11",nan,nan,"Hip-Hop/Rap , Music",nan,nan,nan,17-Apr-09,Extra Extra Credit [ Explicit ] Wiz Khalifa 2013 Mad Decent,nan,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,nan,4:03,"April 17 , 2009",0
7,Extra Extra Credit Wiz Khalifa Flight School $ 0.99 2009 Rostrum Records 4:03,nan,nan,"Hip-Hop/Rap , Music",nan,nan,nan,17-Apr-09,I Know [ feat . Wiz Khalifa ] [ Explicit ] Last Train To Paris [ Explicit ] ( C ) 2010 Bad Boy/Interscope Records,nan,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,nan,4:03,"April 17 , 2009",0
8,Extra Extra Credit Wiz Khalifa Flight School $ 0.99 2009 Rostrum Records 4:03,nan,nan,"Hip-Hop/Rap , Music",nan,nan,nan,17-Apr-09,It 's Nothin ( feat . 2 Chainz ) [ Explicit ] O.N.I.F.C. [ Explicit ] Rap & Hip-Hop,nan,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,nan,4:03,"April 17 , 2009",0
9,"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) Dance , Music , Rock , House , Electronic 3:34 26-Aug-11",nan,nan,"Hip-Hop/Rap , Music",nan,nan,2:01,17-Apr-09,Extra Extra Credit [ Explicit ] Wiz Khalifa 2013 Mad Decent,nan,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,nan,4:03,"April 17 , 2009",1
