,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,outcome
0,toulouse,' 490 e. paces ferry rd. ',atlanta,404/233 -7673,international,82.0,' 103 west ',' 103 w. paces ferry rd. ',atlanta,404-233-5993,continental,82.0,1
1,` hedgerose heights inn ',' 9255 sunset blvd. ',atlanta,404/233 -7673,international,82.0,' 103 west ',' 103 w. paces ferry rd. ',queens,404-233-5993,continental,675.0,1
2,` hedgerose heights inn ',' 490 e. paces ferry rd. ',atlanta,404/233 -7673,international,82.0,` buccaneer bay club ',' 103 w. paces ferry rd. ',atlanta,404-233-5993,continental,74.0,1
3,` hedgerose heights inn ',' 490 e. paces ferry rd. ',` new york ',404/233 -7673,international,82.0,' 103 west ',' 103 w. paces ferry rd. ',` san francisco ',404-233-5993,continental,675.0,1
4,` hedgerose heights inn ',' 490 e. paces ferry rd. ',atlanta,404/233 -7673,continental,82.0,' 103 west ',' 103 w. paces ferry rd. ',atlanta,404-233-5993,continental,599.0,1
5,` hedgerose heights inn ',' 2355 peachtree rd. . peachtree battle shopping center ',atlanta,404/233 -7673,international,82.0,' 103 west ',' 103 w. paces ferry rd. ',atlanta,404-233-5993,continental,675.0,1
6,` hedgerose heights inn ',' 490 e. paces ferry rd. ',atlanta,404/233 -7673,international,82.0,' 103 west ',' 103 w. paces ferry rd. ',atlanta,213-848-6677,continental,666.0,1
7,` hedgerose heights inn ',' 490 e. paces ferry rd. ',` los angeles ',404/233 -7673,international,82.0,' 103 west ',' 490 e. paces ferry rd. ne ',atlanta,404-233-5993,continental,675.0,1
8,` hedgerose heights inn ',' 490 e. paces ferry rd. ',atlanta,404/233 -7673,international,82.0,' 103 west ',' 103 w. paces ferry rd. ',atlanta,404-233-5993,seafood,675.0,1
9,` hedgerose heights inn ',' 490 e. paces ferry rd. ',atlanta,404/233 -7673,international,82.0,' 103 west ',' 103 w. paces ferry rd. ',` w. hollywood ',404-233-5993,continental,660.0,1
