,label,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,starter set 0.5 mm 2 erasure refills red barrel,stationery & office machinery,paper mate,1739312,4.87,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,printer accessories,paper mate,,23.96,"('ltable_title',)",['paper mate mechanical pencil starter set'],['starter set 0.5 mm 2 erasure refills red barrel'],1,0,0.0017054391,0.99829453,2
1,,0.5 mm 2 erasure refills red barrel,stationery & office machinery,paper mate,1739312,4.87,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,printer accessories,paper mate,,23.96,"('ltable_title',)",['paper mate mechanical pencil starter set'],['0.5 mm 2 erasure refills red barrel'],1,0,0.0031623135,0.9968376,2
2,,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2,stationery & office machinery,paper mate,1739312,4.87,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,printer accessories,paper mate,,23.96,"('ltable_title',)",['paper mate mechanical pencil starter set'],['paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2'],1,0,0.0014400046,0.99856,2
3,,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,stationery & office machinery,paper mate,1739312,4.87,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,printer accessories,paper mate,,23.96,"('ltable_title',)",['paper mate mechanical pencil starter set'],['paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel'],1,0,0.0015091053,0.9984909,2
4,,paper mate mechanical pencil starter set,stationery & office machinery,paper mate,1739312,4.87,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,printer accessories,paper mate,1739312,23.96,"('rtable_modelno',)",[nan],['1739312'],1,0,0.001228102,0.99877185,2
5,,paper mate mechanical pencil starter set,stationery & office machinery,paper mate,1739312,4.87,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,printer accessories,paper mate,1739312,23.96,"('rtable_modelno',)",[nan],['1739312'],1,0,0.001228102,0.99877185,2
6,,mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,stationery & office machinery,paper mate,1739312,4.87,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,printer accessories,paper mate,,23.96,"('ltable_title',)",['paper mate mechanical pencil starter set'],['mechanical pencil starter set 0.5 mm 2 erasure refills red barrel'],1,0,0.0033048857,0.99669516,2
7,,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills,stationery & office machinery,paper mate,1739312,4.87,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,printer accessories,paper mate,,23.96,"('ltable_title',)",['paper mate mechanical pencil starter set'],['paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills'],1,0,0.001888672,0.99811137,2
8,,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,stationery & office machinery,paper mate,1739312,4.87,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,printer accessories,paper mate,,23.96,"('ltable_title',)",['paper mate mechanical pencil starter set'],['paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel'],1,0,0.0015091053,0.9984909,2
9,,paper mate mechanical pencil starter set,stationery & office machinery,paper mate,1739312,4.87,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,printer accessories,paper mate,1739312,23.96,"('rtable_modelno',)",[nan],['1739312'],1,0,0.001228102,0.99877185,2
