,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,antec,stationery & office machinery,nan,23.98,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,iomega,storage presentation materials,nan,19.0,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505,1
1,antec,stationery & office machinery,nan,11.58,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,iomega,storage presentation materials,nan,19.0,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505,1
2,tops business forms,networking,nan,7443.99,tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets,verbatim,nan,nan,19.0,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505,1
3,elite screens,tv accessories,nan,11.58,samsung s2 640gb usb 3.0 portable external hard drive red,tops,storage presentation materials,nan,19.0,cinegray ezframe series fixed frame screen - 150 diagonal,1
4,tops business forms,stationery & office machinery,nan,11.58,paper mate mechanical pencil starter set,tops,storage presentation materials,nan,12.71,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,1
5,tops business forms,stationery & office machinery,nan,11.58,tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets,tops,printer accessories,nan,11.18,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505,1
6,tops business forms,stationery & office machinery,nan,11.58,da-lite high power model b manual screen with csr - 84 x 84 av format,tops,projection screens,nan,11.19,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505,1
7,tops business forms,usb drives,nan,11.58,tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets,pendaflex,storage presentation materials,nan,19.0,cinegray ezframe series fixed frame screen - 150 diagonal,1
8,tops business forms,stationery & office machinery,nan,11.58,tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets,tops,storage presentation materials,nan,11.18,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505,1
9,da-lite,stationery & office machinery,nan,11.58,paper mate mechanical pencil starter set,tops,storage presentation materials,nan,12.71,paper mate 1739311 - megalead mechanical pencil starter set 0.5 mm 2 erasure refills red barrel,1
