,label,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,samsung 50 ' widescreen plasma hdtv pn50a650,"samsung 50 ' widescreen plasma hdtv pn50a650 touch of color ultra filterbright anti glare technology 1,000,000:1 dynamic contrast ratio picture-in-picture anti-burn-in technology sports/game/movie modes single integrated user interface with wheel-key remote atsc/ntsc/clear qa tuners",,iii speaker system am53bk,"samsung pn58a550 58 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black",399.0,"('rtable_name', 'rtable_price')","[""samsung pn58a550 58 ' plasma tv"", 2294.9]","['iii speaker system am53bk', 399.0]",1,0,0.4977061,0.50229394,2
98,,samsung 50 ' widescreen plasma hdtv pn50a650,"samsung 50 ' widescreen plasma hdtv pn50a650 touch of color ultra filterbright anti glare technology 1,000,000:1 dynamic contrast ratio picture-in-picture anti-burn-in technology sports/game/movie modes single integrated user interface with wheel-key remote atsc/ntsc/clear qa tuners",,sony pslx300usb usb record turntable,"samsung pn58a550 58 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black",119.72,"('rtable_name', 'rtable_price')","[""samsung pn58a550 58 ' plasma tv"", 2294.9]","['sony pslx300usb usb record turntable', 119.72]",1,0,0.26476857,0.7352314,2
99,,linksys etherfast ezxs88w ethernet switch ezxs88w,"samsung 50 ' widescreen plasma hdtv pn50a650 touch of color ultra filterbright anti glare technology 1,000,000:1 dynamic contrast ratio picture-in-picture anti-burn-in technology sports/game/movie modes single integrated user interface with wheel-key remote atsc/ntsc/clear qa tuners",,samsung pn58a550 58 ' plasma tv,"samsung pn58a550 58 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black",2294.9,"('ltable_name',)","[""samsung 50 ' widescreen plasma hdtv pn50a650""]",['linksys etherfast ezxs88w ethernet switch ezxs88w'],1,0,0.027335651,0.9726643,2
100,,linksys etherfast ezxs88w ethernet switch ezxs88w,new/workgroup ),,samsung pn58a550 58 ' plasma tv,"samsung pn58a550 58 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black",2294.9,"('ltable_name', 'ltable_description')","[""samsung 50 ' widescreen plasma hdtv pn50a650"", ""samsung 50 ' widescreen plasma hdtv pn50a650 touch of color ultra filterbright anti glare technology 1,000,000:1 dynamic contrast ratio picture-in-picture anti-burn-in technology sports/game/movie modes single integrated user interface with wheel-key remote atsc/ntsc/clear qa tuners""]","['linksys etherfast ezxs88w ethernet switch ezxs88w', 'new/workgroup )']",1,0,0.027988896,0.972011,2
101,,linksys etherfast ezxs88w ethernet switch ezxs88w,"samsung 50 ' widescreen plasma hdtv pn50a650 touch of color ultra filterbright anti glare technology 1,000,000:1 dynamic contrast ratio picture-in-picture anti-burn-in technology sports/game/movie modes single integrated user interface with wheel-key remote atsc/ntsc/clear qa tuners",,samsung pn58a550 58 ' plasma tv,"samsung pn58a550 58 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black",2294.9,"('ltable_name', 'ltable_price')","[""samsung 50 ' widescreen plasma hdtv pn50a650"", nan]","['linksys etherfast ezxs88w ethernet switch ezxs88w', nan]",1,0,0.028919319,0.9710807,2
103,,linksys etherfast ezxs88w ethernet switch ezxs88w,"samsung 50 ' widescreen plasma hdtv pn50a650 touch of color ultra filterbright anti glare technology 1,000,000:1 dynamic contrast ratio picture-in-picture anti-burn-in technology sports/game/movie modes single integrated user interface with wheel-key remote atsc/ntsc/clear qa tuners",,samsung pn58a550 58 ' plasma tv,"samsung pn58a550 58 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black",2294.9,"('ltable_name',)","[""samsung 50 ' widescreen plasma hdtv pn50a650""]",['linksys etherfast ezxs88w ethernet switch ezxs88w'],1,0,0.02733565,0.9726644,2
104,,linksys etherfast ezxs88w ethernet switch ezxs88w,linksys,,samsung pn58a550 58 ' plasma tv,"samsung pn58a550 58 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black",2294.9,"('ltable_name', 'ltable_description')","[""samsung 50 ' widescreen plasma hdtv pn50a650"", ""samsung 50 ' widescreen plasma hdtv pn50a650 touch of color ultra filterbright anti glare technology 1,000,000:1 dynamic contrast ratio picture-in-picture anti-burn-in technology sports/game/movie modes single integrated user interface with wheel-key remote atsc/ntsc/clear qa tuners""]","['linksys etherfast ezxs88w ethernet switch ezxs88w', 'linksys']",1,0,0.02511521,0.9748848,2
97,,samsung 50 ' widescreen plasma hdtv pn50a650,"samsung 50 ' widescreen plasma hdtv pn50a650 touch of color ultra filterbright anti glare technology 1,000,000:1 dynamic contrast ratio picture-in-picture anti-burn-in technology sports/game/movie modes single integrated user interface with wheel-key remote atsc/ntsc/clear qa tuners",,samsung pn58a550 58 ' plasma tv,bose acoustimass 5 series,2294.9,"('rtable_description',)","[""samsung pn58a550 58 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black""]",['bose acoustimass 5 series'],1,0,0.15235244,0.8476475,2
105,,linksys etherfast ezxs88w ethernet switch ezxs88w,"samsung 50 ' widescreen plasma hdtv pn50a650 touch of color ultra filterbright anti glare technology 1,000,000:1 dynamic contrast ratio picture-in-picture anti-burn-in technology sports/game/movie modes single integrated user interface with wheel-key remote atsc/ntsc/clear qa tuners",,samsung pn58a550 58 ' plasma tv,"samsung pn58a550 58 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black",2294.9,"('ltable_name', 'ltable_price')","[""samsung 50 ' widescreen plasma hdtv pn50a650"", nan]","['linksys etherfast ezxs88w ethernet switch ezxs88w', nan]",1,0,0.028919319,0.9710807,2
108,,samsung 50 ' widescreen plasma hdtv pn50a650,"samsung pn58a550 58 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black",,samsung pn58a550 58 ' plasma tv,"samsung pn58a550 58 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black",2294.9,"('ltable_description',)","[""samsung 50 ' widescreen plasma hdtv pn50a650 touch of color ultra filterbright anti glare technology 1,000,000:1 dynamic contrast ratio picture-in-picture anti-burn-in technology sports/game/movie modes single integrated user interface with wheel-key remote atsc/ntsc/clear qa tuners""]","[""samsung pn58a550 58 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black""]",1,0,0.02729369,0.9727064,2
