,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,Rolling Papers,Wiz Khalifa,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited","Dance , Music",$ 0.99,nan,Cameras 28-Mar-11,3:54,One Love ( Deluxe Version ),Calvin Harris,( C ) 2015 KIDinaKORNER/Interscope Records,nan,$ 0.99,"April 21 , 2015","Sound Of Letting Go ( Feat . Chris Willis ) Dance & Electronic August 21 , 2009",4:31,0
1,Ready for the Weekend - EP,nan,nan,"Dance,Music,Hip-Hop / Rap , Alternative Rap,Hip-Hop , R&B / Soul , Soul , Electronic",nan,2-Jul-12,Cameras 28-Mar-11,2:51,Here 's To The Good Times,Shinedown,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,nan,$ 1.29,"April 18 , 2011","Sound Of Letting Go ( Feat . Chris Willis ) Dance & Electronic August 21 , 2009",3:48,0
2,Rolling Papers,Wiz Khalifa,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited","Dance , Music",nan,nan,Cameras 28-Mar-11,3:54,One Love ( Deluxe Version ),Calvin Harris,( C ) 2015 KIDinaKORNER/Interscope Records,nan,$ 0.99,"April 21 , 2015","Sound Of Letting Go ( Feat . Chris Willis ) Dance & Electronic August 21 , 2009",4:31,0
3,One Love ( Deluxe Version ),nan,nan,"Hip-Hop/Rap , Music",$ 1.29,6-May-14,Cameras 28-Mar-11,2:51,One Love ( Deluxe Version ),David Guetta,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,Rap & Hip-Hop,$ 0.99,nan,"Anything Goes Florida Georgia Line Country October 14 , 2014",3:23,0
4,One Love ( Deluxe Version ),nan,nan,"Hip-Hop/Rap , Music",$ 1.29,6-May-14,Cameras 28-Mar-11,2:51,One Love ( Deluxe Version ),David Guetta,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,Rap & Hip-Hop,$ 1.29,nan,"Anything Goes Florida Georgia Line Country October 14 , 2014",3:23,0
5,Hotel Cabana,nan,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,"Dance , Music",nan,nan,Cameras 28-Mar-11,5:13,Here 's To The Good Times,David Guetta,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,nan,$ 1.29,"April 17 , 2009","Sound Of Letting Go ( Feat . Chris Willis ) Dance & Electronic August 21 , 2009",nan,0
6,Rolling Papers,Wiz Khalifa,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited","Dance , Music",nan,nan,Cameras 28-Mar-11,2:51,One Love ( Deluxe Version ),Calvin Harris,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,nan,$ 0.99,"April 21 , 2015","Sound Of Letting Go ( Feat . Chris Willis ) Dance & Electronic August 21 , 2009",4:31,0
7,One Love ( Deluxe Version ),Zedd,"2011 What A Music Ltd , Licence exclusive Parlophone Music France","Pop , Music , R&B / Soul , Rock , Dance , Contemporary R&B",$ 1.29,nan,Cameras 28-Mar-11,5:10,One Love ( Deluxe Version ),David Guetta,2009 Andy Henningsen,nan,$ 1.29,"March 18 , 2008","Stranger Inside Leave A Whisper Rock 2015 Mad Decent 4:01 May 27 , 2003",3:47,0
8,Hotel Cabana,nan,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,"Dance , Music",nan,nan,Cameras 28-Mar-11,2:51,Here 's To The Good Times,David Guetta,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,nan,$ 1.29,nan,"Sound Of Letting Go ( Feat . Chris Willis ) Dance & Electronic August 21 , 2009",nan,0
9,Rolling Papers,Wiz Khalifa,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited","Dance , Music",nan,nan,Cameras 28-Mar-11,3:54,One Love ( Deluxe Version ),Calvin Harris,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,nan,$ 0.99,"April 21 , 2015","Sound Of Letting Go ( Feat . Chris Willis ) Dance & Electronic August 21 , 2009",4:31,0
