,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 3570 las vegas blvd. s ',` las vegas ',144.0,` ralph \ 's diner ',702/732 -6330,` coffee shops/diners ',' 3799 las vegas blvd. s. ',` las vegas ',74.0,'em eril \ 's new orleans fish house ',702-891-7374,seafood,1
1,' 3570 las vegas blvd. s ',` las vegas ',144.0,` les celebrites ',702/732 -6330,` coffee shops/diners ',' 3799 las vegas blvd. s. ',` las vegas ',74.0,'em eril \ 's new orleans fish house ',702-891-7374,seafood,1
2,' 3000 las vegas blvd. s ',` las vegas ',74.0,` mambo restaurante cubano ',702/732 -6330,american,' 200 e. fremont st. ',` las vegas ',74.0,'em eril \ 's new orleans fish house ',702-891-7374,southwestern,1
3,' 3000 las vegas blvd. s ',` las vegas ',116.0,` ralph \ 's diner ',213/857 -0034,asian,' 3799 las vegas blvd. s. ',` las vegas ',616.0,'em eril \ 's new orleans fish house ',404-233-7673,seafood,1
4,' 2355 peachtree rd. . peachtree battle shopping center ',` las vegas ',144.0,` ralph \ 's diner ',212/223 -5656,` coffee shops/diners ',' 3799 las vegas blvd. s. ',queens,74.0,citrus,702-891-7374,seafood,1
5,' 3570 las vegas blvd. s ',` los angeles ',144.0,` les celebrites ',702/732 -6330,` coffee shops/diners ',' 3799 las vegas blvd. s. ',` las vegas ',74.0,'em eril \ 's new orleans fish house ',702-891-7374,seafood,1
6,' 3799 las vegas blvd. s ',` las vegas ',74.0,` mambo restaurante cubano ',702/732 -6330,american,' 200 e. fremont st. ',` las vegas ',74.0,'em eril \ 's new orleans fish house ',702-891-7374,southwestern,1
7,' 3799 las vegas blvd. s ',` las vegas ',74.0,` mambo restaurante cubano ',702/732 -6330,american,' 200 e. fremont st. ',` las vegas ',74.0,` joe \ 's ',702-891-7374,southwestern,1
8,' 3000 las vegas blvd. s ',` las vegas ',74.0,` viva mercado \ 's ',702/732 -6330,` coffee shops/diners ',' 3799 las vegas blvd. s. ',` san francisco ',534.0,` morton \ 's of chicago ( las vegas ) ',213-655-8880,seafood,1
9,' 3000 las vegas blvd. s ',` las vegas ',83.0,` ralph \ 's diner ',702/385 -7111,buffets,' 3799 las vegas blvd. s. ',` west la ',83.0,'em eril \ 's new orleans fish house ',702-891-7374,seafood,1
