,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,electronics - general,da-lite,nan,7443.99,da-glas base rear projection screen - 70 x 70 av format da-lite,projection screens,nan,nan,2622.99,1
1,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,da-lite,nan,7443.99,da-glas base rear projection screen - 70 x 70 av format da-lite,projection screens,nan,1252972,2622.99,1
2,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,electronics - general,da-lite,nan,7443.99,da-glas base rear projection screen - 70 x 70 av format da-lite,projection screens,nan,nan,2622.99,1
3,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,electronics - general,da-lite,nan,7443.99,da-glas base rear projection screen - 70 x 70 av format da-lite,projection screens,nan,hx-mta64da / g32,2622.99,1
4,paper mate mechanical pencil starter set stationery & office machinery 1739312 4.87,electronics - general,da-lite,nan,8.88,da-glas base rear projection screen - 70 x 70 av format da-lite,projection screens,nan,nan,2622.99,1
5,da-lite da-glas self trimming rear projection screen - 96 x 120 av format 27915,digital cameras,da-lite,nan,248.27,da-glas base rear projection screen - 70 x 70 av format da-lite,projection screens,nan,nan,2622.99,1
6,evga geforce 210 512mb ddr3 pci express graphics card electronics - general evga 512p31310lr,electronics - general,accell,nan,7443.99,da-glas base rear projection screen - 70 x 70 av format da-lite,projection screens,nan,nan,2622.99,1
7,da-lite da-glas self trimming rear projection screen - 96 x 120 av format 27915,electronics - general,da-lite,nan,7443.99,antec tricool case fan tricool 120mm 11.19,usb flash drives,nan,nan,2622.99,1
8,da-lite da-glas self trimming rear projection screen - 96 x 120 av format 27915,electronics - general,da-lite,m552pink,7443.99,kodak esp 7 all-in-one printer 149.29,projection screens,nan,nan,2622.99,1
9,da-lite da-glas self trimming rear projection screen - 96 x 120 av format 27915,hard drives,da-lite,nan,7443.99,da-glas base rear projection screen - 70 x 70 av format da-lite,projection screens,nan,nan,2622.99,1
