,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,tribeca,electronics - general,nan,23.98,los angeles lakers ipod touch 4g hard case,tribeca,computers accessories,nan,9.99,canon 2455b002 imageformula dr-2510c compact color scanner,1
1,tribeca,networking,nan,29.99,los angeles lakers ipod touch 4g hard case,tribeca,computers accessories,nan,29.99,san francisco 49ers ipod touch 4g hard case,1
2,tribeca,electronics - general,nan,29.99,los angeles lakers ipod touch 4g hard case,tribeca,computers accessories,nan,9.99,san francisco 49ers ipod touch 4g hard case,1
3,tribeca,electronics - general,nan,29.99,los angeles lakers ipod touch 4g hard case,tribeca,computers accessories,nan,9.99,canon 2455b002 imageformula dr-2510c compact color scanner,1
4,tribeca,electronics - general,nan,29.99,da-lite da-plex standard rear projection screen - 60 x 80 video format,tribeca,computers accessories,nan,29.99,san francisco 49ers ipod touch 4g hard case,1
5,canon,electronics - general,nan,6426.99,los angeles lakers ipod touch 4g hard case,antec,computers accessories,nan,29.99,san francisco 49ers ipod touch 4g hard case,1
6,canon,electronics - general,nan,29.99,los angeles lakers ipod touch 4g hard case,tribeca,computers accessories,nan,29.99,san francisco 49ers ipod touch 4g hard case,1
7,tribeca,hard drives,nan,29.99,da-lite da-plex standard rear projection screen - 60 x 80 video format,avf,computers accessories,nan,29.99,san francisco 49ers ipod touch 4g hard case,1
8,sony,electronics - general,nan,29.99,los angeles lakers ipod touch 4g hard case,tribeca,computers accessories,nan,29.99,san francisco 49ers ipod touch 4g hard case,1
9,tribeca,electronics - general,nan,29.99,da-lite da-plex standard rear projection screen - 60 x 80 video format,avf,computers accessories,nan,29.99,san francisco 49ers ipod touch 4g hard case,1
