,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Big Bully Amber Ale,Ballast Point Brewing Company,American Amber / Red Ale,10.00 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,"('ltable_Beer_Name',)",['Tongue Buckler - Imperial Red Ale'],['Big Bully Amber Ale'],0.38808164,0.61191833,2
27,Tongue Buckler - Imperial Red Ale,Ballast Point Brewing Company,American Amber / Red Ale,10.00 %,ChÃ cents teau de Moulinsard La Rousse Au Bourbon,Custom Brewcrafters,American Strong Ale,4.70 %,"('rtable_Beer_Name', 'rtable_ABV')","['Three Heads Buffalo Soul Jah Imperial Red Ale', '9.20 %']","['ChÃ cents teau de Moulinsard La Rousse Au Bourbon', '4.70 %']",0.35692132,0.6430786,2
26,Tongue Buckler - Imperial Red Ale,Ballast Point Brewing Company,American Amber / Red Ale,10.00 %,ChÃ cents teau de Moulinsard La Rousse Au Bourbon,Custom Brewcrafters,Belgian Ale,9.20 %,"('rtable_Beer_Name', 'rtable_Style')","['Three Heads Buffalo Soul Jah Imperial Red Ale', 'American Strong Ale']","['ChÃ cents teau de Moulinsard La Rousse Au Bourbon', 'Belgian Ale']",0.17647828,0.82352173,2
25,Tongue Buckler - Imperial Red Ale,Ballast Point Brewing Company,American Amber / Red Ale,10.00 %,ChÃ cents teau de Moulinsard La Rousse Au Bourbon,Riva Brouwerij &#40; Duvel-Moortgat &#41;,American Strong Ale,9.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Three Heads Buffalo Soul Jah Imperial Red Ale', 'Custom Brewcrafters']","['ChÃ cents teau de Moulinsard La Rousse Au Bourbon', 'Riva Brouwerij &#40; Duvel-Moortgat &#41;']",0.14293186,0.8570682,2
24,Tongue Buckler - Imperial Red Ale,Ballast Point Brewing Company,American Amber / Red Ale,10.00 %,ChÃ cents teau de Moulinsard La Rousse Au Bourbon,Custom Brewcrafters,American Strong Ale,9.20 %,"('rtable_Beer_Name',)",['Three Heads Buffalo Soul Jah Imperial Red Ale'],['ChÃ cents teau de Moulinsard La Rousse Au Bourbon'],0.15091704,0.8490829,2
19,Maltz & Waltz,Ballast Point Brewing Company,American Amber / Red Ale,5.00 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,"('ltable_Beer_Name', 'ltable_ABV')","['Tongue Buckler - Imperial Red Ale', '10.00 %']","['Maltz & Waltz', '5.00 %']",0.24291876,0.7570813,2
18,Maltz & Waltz,Ballast Point Brewing Company,American Amber / Red Ale,10.00 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,"('ltable_Beer_Name', 'ltable_Style')","['Tongue Buckler - Imperial Red Ale', 'American Amber / Red Ale']","['Maltz & Waltz', 'American Amber / Red Ale']",0.26525113,0.73474884,2
16,Maltz & Waltz,Ballast Point Brewing Company,American Amber / Red Ale,10.00 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,"('ltable_Beer_Name',)",['Tongue Buckler - Imperial Red Ale'],['Maltz & Waltz'],0.26525113,0.73474884,2
12,Deva Amber,Cervezas Deva,American Amber / Red Ale,10.00 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Tongue Buckler - Imperial Red Ale', 'Ballast Point Brewing Company']","['Deva Amber', 'Cervezas Deva']",0.340532,0.659468,2
17,Maltz & Waltz,De Garve,American Amber / Red Ale,10.00 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Tongue Buckler - Imperial Red Ale', 'Ballast Point Brewing Company']","['Maltz & Waltz', 'De Garve']",0.18075858,0.81924146,2
8,Heilige Red Ale,Cervejaria Peter Von Brutschen Ltda .,American Amber / Red Ale,10.00 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Tongue Buckler - Imperial Red Ale', 'Ballast Point Brewing Company']","['Heilige Red Ale', 'Cervejaria Peter Von Brutschen Ltda .']",0.4372138,0.5627862,2
1,Big Bully Amber Ale,Edge Brewing,American Amber / Red Ale,10.00 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Tongue Buckler - Imperial Red Ale', 'Ballast Point Brewing Company']","['Big Bully Amber Ale', 'Edge Brewing']",0.39042512,0.60957485,2
2,Big Bully Amber Ale,Ballast Point Brewing Company,American Amber / Red Ale,10.00 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,"('ltable_Beer_Name', 'ltable_Style')","['Tongue Buckler - Imperial Red Ale', 'American Amber / Red Ale']","['Big Bully Amber Ale', 'American Amber / Red Ale']",0.38808164,0.61191833,2
3,Big Bully Amber Ale,Ballast Point Brewing Company,American Amber / Red Ale,5.00 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,"('ltable_Beer_Name', 'ltable_ABV')","['Tongue Buckler - Imperial Red Ale', '10.00 %']","['Big Bully Amber Ale', '5.00 %']",0.32640854,0.67359143,2
10,Heilige Red Ale,Cervejaria Peter Von Brutschen Ltda .,American Amber / Red Ale,6.00 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Tongue Buckler - Imperial Red Ale', 'Ballast Point Brewing Company', '10.00 %']","['Heilige Red Ale', 'Cervejaria Peter Von Brutschen Ltda .', '6.00 %']",0.42350858,0.5764915,3
32,Photobomb,DryHop Brewers,American Amber / Red Ale,8.40 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Tongue Buckler - Imperial Red Ale', 'Ballast Point Brewing Company', '10.00 %']","['Photobomb', 'DryHop Brewers', '8.40 %']",0.4049237,0.5950763,3
