,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,hp q3675a image transfer kit hp 194.84,printers,nan,q3675a,nan,hewlett packard q3675a image transfer kit for hp color laserjet 4650 hp,cleaning repair,nan,nan,nan,1
1,hp q3675a image transfer kit hp 194.84,printers,balt,q3675a,nan,hewlett packard q3675a image transfer kit for hp color laserjet 4650 hp,cleaning repair,kingston,q3675a,nan,1
2,hp q3675a image transfer kit hp 194.84,printers,nan,q3675a,nan,pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r,cleaning repair,nan,q3675a,nan,1
3,antec tricool 92mm double ball bearing case fan electronics - general antec tricool 92mm dbb 8.25,printers,nan,q3675a,nan,hewlett packard q3675a image transfer kit for hp color laserjet 4650 hp,cleaning repair,nan,q3675a,nan,1
4,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,printers,accell,q3675a,nan,hewlett packard q3675a image transfer kit for hp color laserjet 4650 hp,cleaning repair,nan,q3675a,nan,1
5,hp q3675a image transfer kit hp 194.84,printers,nan,k087b-005b,nan,hewlett packard q3675a image transfer kit for hp color laserjet 4650 hp,cleaning repair,nan,q3675a,nan,1
6,hp q3675a image transfer kit hp 194.84,printers,nan,q3675a,24.94,hewlett packard q3675a image transfer kit for hp color laserjet 4650 hp,cleaning repair,nan,a362-12cp,nan,1
7,hp q3675a image transfer kit hp 194.84,printers,nan,q3675a,11.58,hewlett packard q3675a image transfer kit for hp color laserjet 4650 hp,cleaning repair,pioneer,q3675a,nan,1
8,hp q3675a image transfer kit hp 194.84,hard drives,nan,q3675a,nan,hewlett packard q3675a image transfer kit for hp color laserjet 4650 hp,cleaning repair,nan,2455b002,nan,1
9,hp q3675a image transfer kit hp 194.84,nan,nan,q3675a,39.84,hewlett packard q3675a image transfer kit for hp color laserjet 4650 hp,cleaning repair,nan,q3675a,nan,1
