,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,` bertolini \ 's ',' 308 w. sahara ave. ',` las vegas ',702/735 -4663,italian,441,` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s. ',` las vegas ',702-893-0703,steakhouses,667,"('ltable_addr', 'ltable_class')","[""' 3570 las vegas blvd. s '"", 427]","[""' 308 w. sahara ave. '"", 441]",0.3091721,0.6908279,2
28,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,american,136,` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s. ',` las vegas ',702-893-0703,steakhouses,667,"('ltable_res_type', 'ltable_class')","['italian', 427]","['american', 136]",0.33342892,0.6665711,2
40,` morton \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,american,427,` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s. ',` las vegas ',702-893-0703,steakhouses,667,"('ltable_name', 'ltable_res_type')","[""` bertolini \\ 's '"", 'italian']","[""` morton \\ 's '"", 'american']",0.42630735,0.5736927,2
41,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,american,310,` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s. ',` las vegas ',702-893-0703,steakhouses,667,"('ltable_res_type', 'ltable_class')","['italian', 427]","['american', 310]",0.41169092,0.58830905,2
27,` bertolini \ 's ',' 3570 las vegas blvd. s ',` pacific palisades ',702/735 -4663,italian,136,` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s. ',` las vegas ',702-893-0703,steakhouses,667,"('ltable_city', 'ltable_class')","[""` las vegas '"", 427]","[""` pacific palisades '"", 136]",0.28588584,0.7141142,2
54,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,asian,443,` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s. ',` las vegas ',702-893-0703,steakhouses,667,"('ltable_res_type', 'ltable_class')","['italian', 427]","['asian', 443]",0.3378612,0.6621388,2
9,` bertolini \ 's ',' 3570 las vegas blvd. s ',` los angeles ',702/735 -4663,american,427,` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s. ',` las vegas ',702-893-0703,steakhouses,667,"('ltable_city', 'ltable_res_type')","[""` las vegas '"", 'italian']","[""` los angeles '"", 'american']",0.37176383,0.6282362,2
8,` bertolini \ 's ',' 435 s. la cienega blv . ',` las vegas ',702/735 -4663,american,427,` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s. ',` las vegas ',702-893-0703,steakhouses,667,"('ltable_addr', 'ltable_res_type')","[""' 3570 las vegas blvd. s '"", 'italian']","[""' 435 s. la cienega blv . '"", 'american']",0.11589955,0.8841004,2
26,` bertolini \ 's ',' 3570 las vegas blvd. s ',` pacific palisades ',702/735 -4663,american,427,` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s. ',` las vegas ',702-893-0703,steakhouses,667,"('ltable_city', 'ltable_res_type')","[""` las vegas '"", 'italian']","[""` pacific palisades '"", 'american']",0.24691415,0.75308585,2
6,` bertolini \ 's ',' 435 s. la cienega blv . ',` los angeles ',702/735 -4663,italian,427,` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s. ',` las vegas ',702-893-0703,steakhouses,667,"('ltable_addr', 'ltable_city')","[""' 3570 las vegas blvd. s '"", ""` las vegas '""]","[""' 435 s. la cienega blv . '"", ""` los angeles '""]",0.10088544,0.8991146,2
