,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,implementation aspects of an object-oriented dbms 1995,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,,understanding the semantics of sensor data acm sigmod record 2003,keishi tajima,,,"('rtable_title',)",['static detection of security flaws in object-oriented databases international conference on management of data 1996'],['understanding the semantics of sensor data acm sigmod record 2003'],0.34661362,0.65338635,2
13,implementation aspects of an object-oriented dbms 1995,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,,normalization in oodb design byung s. lee acm sigmod record,keishi tajima,,1995.0,"('rtable_title', 'rtable_year')","['static detection of security flaws in object-oriented databases international conference on management of data 1996', nan]","['normalization in oodb design byung s. lee acm sigmod record', 1995.0]",0.026035221,0.9739648,2
12,implementation aspects of an object-oriented dbms 1995,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,,normalization in oodb design byung s. lee acm sigmod record,keishi tajima,,,"('rtable_title', 'rtable_venue')","['static detection of security flaws in object-oriented databases international conference on management of data 1996', nan]","['normalization in oodb design byung s. lee acm sigmod record', nan]",0.029810404,0.97018963,2
11,implementation aspects of an object-oriented dbms 1995,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,,normalization in oodb design byung s. lee acm sigmod record,,,,"('rtable_title', 'rtable_authors')","['static detection of security flaws in object-oriented databases international conference on management of data 1996', 'keishi tajima']","['normalization in oodb design byung s. lee acm sigmod record', nan]",0.02011245,0.9798876,2
10,implementation aspects of an object-oriented dbms 1995,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,,normalization in oodb design byung s. lee acm sigmod record,keishi tajima,,,"('rtable_title',)",['static detection of security flaws in object-oriented databases international conference on management of data 1996'],['normalization in oodb design byung s. lee acm sigmod record'],0.029810404,0.97018963,2
8,implementation aspects of an object-oriented dbms 1995,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,,incremental maintenance of recursive views using relational calculus/sql,keishi tajima,acm sigmod record,,"('rtable_title', 'rtable_venue')","['static detection of security flaws in object-oriented databases international conference on management of data 1996', nan]","['incremental maintenance of recursive views using relational calculus/sql', 'acm sigmod record']",0.31353968,0.6864604,2
3,implementation aspects of an object-oriented dbms 1995,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,,understanding the semantics of sensor data acm sigmod record 2003,keishi tajima,,,"('rtable_title', 'rtable_year')","['static detection of security flaws in object-oriented databases international conference on management of data 1996', nan]","['understanding the semantics of sensor data acm sigmod record 2003', nan]",0.34661362,0.65338635,2
2,implementation aspects of an object-oriented dbms 1995,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,,understanding the semantics of sensor data acm sigmod record 2003,keishi tajima,,,"('rtable_title', 'rtable_venue')","['static detection of security flaws in object-oriented databases international conference on management of data 1996', nan]","['understanding the semantics of sensor data acm sigmod record 2003', nan]",0.34661362,0.65338635,2
1,implementation aspects of an object-oriented dbms 1995,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,,understanding the semantics of sensor data acm sigmod record 2003,murali mani,,,"('rtable_title', 'rtable_authors')","['static detection of security flaws in object-oriented databases international conference on management of data 1996', 'keishi tajima']","['understanding the semantics of sensor data acm sigmod record 2003', 'murali mani']",0.3001123,0.69988775,2
6,implementation aspects of an object-oriented dbms 1995,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,,understanding the semantics of sensor data acm sigmod record 2003,keishi tajima,,,"('rtable_title', 'rtable_venue', 'rtable_year')","['static detection of security flaws in object-oriented databases international conference on management of data 1996', nan, nan]","['understanding the semantics of sensor data acm sigmod record 2003', nan, nan]",0.34661362,0.65338635,3
16,implementation aspects of an object-oriented dbms 1995,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",sigmod record,,normalization in oodb design byung s. lee acm sigmod record,keishi tajima,,1995.0,"('rtable_title', 'rtable_venue', 'rtable_year')","['static detection of security flaws in object-oriented databases international conference on management of data 1996', nan, nan]","['normalization in oodb design byung s. lee acm sigmod record', nan, 1995.0]",0.026035221,0.9739648,3
