,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
89,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,Rodeo : Buckaroo Holiday . Allegro con spirito,Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Flava McGregor Records LLC,4:09,"August 19 , 2014","('rtable_Song_Name', 'rtable_CopyRight')","['KK ( feat . Project Pat & Juicy J ) [ Explicit ]', '2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company']","['Rodeo : Buckaroo Holiday . Allegro con spirito', '2014 Flava McGregor Records LLC']",0.49911654,0.50088346,2
88,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,Rodeo : Buckaroo Holiday . Allegro con spirito,Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Classical,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:09,"August 19 , 2014","('rtable_Song_Name', 'rtable_Genre')","['KK ( feat . Project Pat & Juicy J ) [ Explicit ]', 'Rap & Hip-Hop']","['Rodeo : Buckaroo Holiday . Allegro con spirito', 'Classical']",0.3338405,0.6661595,2
148,Hakuna Matata,Debby Ryan,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,KK ( feat . Project Pat & Juicy J ) [ Explicit ],Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:09,"August 19 , 2014","('ltable_Song_Name', 'ltable_Artist_Name')","['Remember You ( feat . The Weeknd )', 'Wiz Khalifa']","['Hakuna Matata', 'Debby Ryan']",0.32374004,0.67626,2
150,Hakuna Matata,Debby Ryan,O.N.I.F.C. ( Deluxe Version ),"Children 's Music , Music",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,KK ( feat . Project Pat & Juicy J ) [ Explicit ],Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:09,"August 19 , 2014","('ltable_Song_Name', 'ltable_Artist_Name', 'ltable_Genre')","['Remember You ( feat . The Weeknd )', 'Wiz Khalifa', 'Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap']","['Hakuna Matata', 'Debby Ryan', ""Children 's Music , Music""]",0.27912942,0.72087055,3
153,Hakuna Matata,Debby Ryan,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:20,4-Dec-12,KK ( feat . Project Pat & Juicy J ) [ Explicit ],Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:09,"August 19 , 2014","('ltable_Song_Name', 'ltable_Artist_Name', 'ltable_Time')","['Remember You ( feat . The Weeknd )', 'Wiz Khalifa', '5:20']","['Hakuna Matata', 'Debby Ryan', '3:20']",0.32041,0.67959005,3
152,Hakuna Matata,Debby Ryan,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2010 Walt Disney Records,5:20,4-Dec-12,KK ( feat . Project Pat & Juicy J ) [ Explicit ],Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:09,"August 19 , 2014","('ltable_Song_Name', 'ltable_Artist_Name', 'ltable_CopyRight')","['Remember You ( feat . The Weeknd )', 'Wiz Khalifa', '2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States']","['Hakuna Matata', 'Debby Ryan', '2010 Walt Disney Records']",0.24459788,0.75540215,3
151,Hakuna Matata,Debby Ryan,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,KK ( feat . Project Pat & Juicy J ) [ Explicit ],Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:09,"August 19 , 2014","('ltable_Song_Name', 'ltable_Artist_Name', 'ltable_Price')","['Remember You ( feat . The Weeknd )', 'Wiz Khalifa', '$ 1.99']","['Hakuna Matata', 'Debby Ryan', '$ 1.29']",0.25643414,0.74356586,3
92,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,Rodeo : Buckaroo Holiday . Allegro con spirito,Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Classical,$ 1.29,2014 Flava McGregor Records LLC,4:09,"August 19 , 2014","('rtable_Song_Name', 'rtable_Genre', 'rtable_CopyRight')","['KK ( feat . Project Pat & Juicy J ) [ Explicit ]', 'Rap & Hip-Hop', '2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company']","['Rodeo : Buckaroo Holiday . Allegro con spirito', 'Classical', '2014 Flava McGregor Records LLC']",0.26525578,0.73474425,3
149,Hakuna Matata,Debby Ryan,Disneymania 7,"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,KK ( feat . Project Pat & Juicy J ) [ Explicit ],Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:09,"August 19 , 2014","('ltable_Song_Name', 'ltable_Artist_Name', 'ltable_Album_Name')","['Remember You ( feat . The Weeknd )', 'Wiz Khalifa', 'O.N.I.F.C. ( Deluxe Version )']","['Hakuna Matata', 'Debby Ryan', 'Disneymania 7']",0.18856357,0.8114364,3
60,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,Yo SÌ © Que Tiemblas ( Album Version ) [ Explicit ],Wiz Khalifa,En Lo Claro [ Explicit ],Rap & Hip-Hop,$ 0.99,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:09,"August 19 , 2014","('rtable_Song_Name', 'rtable_Album_Name', 'rtable_Price')","['KK ( feat . Project Pat & Juicy J ) [ Explicit ]', 'Blacc Hollywood ( Deluxe ) [ Explicit ]', '$ 1.29']","['Yo SÌ © Que Tiemblas ( Album Version ) [ Explicit ]', 'En Lo Claro [ Explicit ]', '$ 0.99']",0.4735487,0.5264513,3
