,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
161,Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,Buffalo Soul,Three Heads Brewing,American Strong Ale,9.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Pizza Port Rhino Chaser Imperial Red Ale', 'Pizza Port &#40; Ocean Beach &#41;']","['Buffalo Soul', 'Three Heads Brewing']",0.3984912633895874,0.6015087366104126,2
35,Pumukl,Three Heads Brewing,American Amber / Red Ale,4.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Buffalo Soul Jah Imperial Red Ale', '9.20 %']","['Pumukl', '4.50 %']",0.37441593408584595,0.625584065914154,2
115,C-Red,Three Heads Brewing,American Amber / Red Ale,4.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Buffalo Soul Jah Imperial Red Ale', '9.20 %']","['C-Red', '4.50 %']",0.36081719398498535,0.6391828060150146,2
39,C-Red,Three Heads Brewing,American Amber / Red Ale,4.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Buffalo Soul Jah Imperial Red Ale', '9.20 %']","['C-Red', '4.50 %']",0.36081719398498535,0.6391828060150146,2
111,Pumukl,Three Heads Brewing,American Amber / Red Ale,4.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Buffalo Soul Jah Imperial Red Ale', '9.20 %']","['Pumukl', '4.50 %']",0.37441593408584595,0.625584065914154,2
168,Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,Buffalo Soul Jah,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.20 %,"('rtable_Beer_Name', 'rtable_ABV')","['Pizza Port Rhino Chaser Imperial Red Ale', '9.50 %']","['Buffalo Soul Jah', '9.20 %']",0.3418455123901367,0.6581544876098633,2
43,FBF,Three Heads Brewing,American Amber / Red Ale,4.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Buffalo Soul Jah Imperial Red Ale', '9.20 %']","['FBF', '4.50 %']",0.34969502687454224,0.6503049731254578,2
107,Devolution,Three Heads Brewing,American Amber / Red Ale,4.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Buffalo Soul Jah Imperial Red Ale', '9.20 %']","['Devolution', '4.50 %']",0.4035407304763794,0.5964592695236206,2
47,Yakima,Three Heads Brewing,American Amber / Red Ale,4.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Buffalo Soul Jah Imperial Red Ale', '9.20 %']","['Yakima', '4.50 %']",0.39341652393341064,0.6065834760665894,2
103,Velduil,Three Heads Brewing,American Amber / Red Ale,4.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Buffalo Soul Jah Imperial Red Ale', '9.20 %']","['Velduil', '4.50 %']",0.42612403631210327,0.5738759636878967,2
51,Redemption,Three Heads Brewing,American Amber / Red Ale,4.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Buffalo Soul Jah Imperial Red Ale', '9.20 %']","['Redemption', '4.50 %']",0.4348580241203308,0.5651419758796692,2
152,Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,Buffalo,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,"('rtable_Beer_Name',)",['Pizza Port Rhino Chaser Imperial Red Ale'],['Buffalo'],0.3107941746711731,0.6892058253288269,2
55,BFH,Three Heads Brewing,American Amber / Red Ale,5.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Buffalo Soul Jah Imperial Red Ale', '9.20 %']","['BFH', '5.50 %']",0.4927704930305481,0.5072295069694519,2
