,summary,type,latency,match,label,row,prediction
0,"rtable_title       0.0
ltable_brand       0.0
ltable_modelno     0.0
ltable_price       0.0
rtable_category    0.0
ltable_category    0.0
ltable_title       0.0
rtable_brand       0.0
rtable_price       0.0
dtype: float64",certa,26.503244460000133,0.0,0.0,1853-2139,[1.000000e+00 5.007995e-20]
1,"rtable_title       0.0
rtable_category    0.0
rtable_price       0.0
rtable_brand       0.0
dtype: float64",certa,13.186056706000272,0.0,0.0,621-3167,[0.83782953 0.16217045]
2,"ltable_title/ltable_category/ltable_price    1.0
dtype: float64",certa,30.577763445000073,0.0,0.0,2115-8789,[1.0000000e+00 2.0226833e-24]
3,"ltable_title/ltable_category/ltable_brand/ltable_modelno/ltable_price    0.6
dtype: float64",certa,5.622239078999883,0.0,0.0,278-9064,[1.000000e+00 5.365732e-11]
4,"rtable_title    0.2
dtype: float64",certa,28.53724080100028,0.0,0.0,1673-13279,[1.000000e+00 6.492672e-15]
5,"rtable_title    0.2
dtype: float64",certa,17.5883873329999,0.0,0.0,2305-2948,[1.0000000e+00 2.8227397e-12]
6,"ltable_title    0.2
dtype: float64",certa,28.742285369,0.0,0.0,1543-10366,[1.0000000e+00 2.6465145e-08]
7,"rtable_modelno    1.0
rtable_price      1.0
dtype: float64",certa,14.22221526400017,0.0,1.0,88-3269,[0.9864905  0.01350953]
8,"ltable_category/ltable_price    0.125
dtype: float64",certa,24.027782730000126,0.0,0.0,1718-11835,[9.9999988e-01 1.7370894e-07]
9,"ltable_title    0.1
dtype: float64",certa,23.481898888999694,0.0,1.0,1624-5013,[1.0000000e+00 1.4737422e-17]
10,"rtable_title    0.3
dtype: float64",certa,22.18277527300006,0.0,0.0,614-5969,[9.999939e-01 6.070196e-06]
11,"rtable_title       0.0
rtable_category    0.0
rtable_price       0.0
rtable_brand       0.0
dtype: float64",certa,16.744614565999655,0.0,0.0,768-10397,[1.0000000e+00 3.3805964e-22]
12,"ltable_title       0.0
ltable_category    0.0
ltable_price       0.0
ltable_modelno     0.0
ltable_brand       0.0
dtype: float64",certa,28.45296610000014,0.0,0.0,2476-18730,[1.000000e+00 5.440246e-16]
13,"rtable_title/rtable_price    0.3
dtype: float64",certa,23.274739423000028,0.0,1.0,470-10874,[1.0000000e+00 1.2964375e-16]
14,"ltable_title/ltable_category/ltable_brand    0.666667
dtype: float64",certa,14.239236385999902,0.0,0.0,2223-10753,[1.000000e+00 2.859776e-22]
15,"ltable_title/ltable_category/ltable_brand    0.1
rtable_title/rtable_modelno                  0.1
dtype: float64",certa,18.25902681699972,0.0,0.0,1512-19684,[9.9999976e-01 2.5309618e-07]
16,"rtable_category    0.9
dtype: float64",certa,25.867300714000066,0.0,0.0,1136-17384,[1.000000e+00 2.635271e-16]
17,"rtable_title    0.1
dtype: float64",certa,16.376247991999662,0.0,0.0,2089-687,[1.0000000e+00 4.0513757e-13]
