,ltable_description,ltable_name,ltable_price,rtable_description,rtable_name,rtable_price,outcome
0,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100,nan,nan,sony picture station digital photo printer dppfp95,1098.72,1
1,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100,nan,nan,maytag 2.0 cu . ft. over-the-range microwave oven,1098.72,1
2,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100,nan,samsung hl56a650 56 ' widescreen 1080p dlp hdtv w / built in ntsc/atsc tuner piano black,sony 42in bravia lcd v-series 1080p hdtv kdl42v4100,1098.72,1
3,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100,nan,xs fm transmitter 6 lines lcd,sony 42in bravia lcd v-series 1080p hdtv kdl42v4100,1098.72,1
4,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100,nan,nan,nikon digital camera leather case 5811,1098.72,1
5,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100,nan,"canon dc310 dvd camcorder w / 41x advanced zoom , built-in lens cover , image stabilization , & canon exclusive - digic dv ii",sony 42in bravia lcd v-series 1080p hdtv kdl42v4100,1098.72,1
6,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100,nan,nan,sony lcs-twa/r cyber-shot camera case,1098.72,1
7,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100,nan,nan,olympus fe-360 digital camera pink 226540,1098.72,1
8,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100,nan,lithium ion ( li-ion ) photo battery,sony 42in bravia lcd v-series 1080p hdtv kdl42v4100,1098.72,1
9,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100,nan,"dvd player , 5.1 speakers 1 disc ( s ) progressive scan 450w rms dolby digital ex , dolby pro logic , dolby pro logic ii",sony 42in bravia lcd v-series 1080p hdtv kdl42v4100,1098.72,1
