,label,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,bose acoustimass 5 series iii speaker,399.0,"('rtable_description', 'rtable_price')","[nan, 479.0]","['bose acoustimass 5 series iii speaker', 399.0]",1,0,0.31267536,0.68732464,2
28,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,"apple 8gb purple 4th generation ipod nano mb739lla holds up to 2,000 songs in 128-kbps aac format , 7,000 ipod-viewable photos and 8 hours of video 2 ' ( diagonal ) liquid crystal display with blue-white led backlight 320-by-240-pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible purple finish",149.0,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_description', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish', nan]","[""apple 8gb purple 4th generation ipod nano mb739lla holds up to 2,000 songs in 128-kbps aac format , 7,000 ipod-viewable photos and 8 hours of video 2 ' ( diagonal ) liquid crystal display with blue-white led backlight 320-by-240-pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible purple finish"", 149.0]",1,0,0.02276586,0.9772341,2
57,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,maytag med5900tw white electric dryer med5900twh 7.0 cu . ft. capacity gentlebreeze drying system multiple drying temperatures intellidry sensor 9 drying cycles 7 temperature settings 120-minute wrinkle prevent option 360 degree front and rear heat seal metallic console styling die-cast metallic control knob white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_description',)",['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish'],['maytag med5900tw white electric dryer med5900twh 7.0 cu . ft. capacity gentlebreeze drying system multiple drying temperatures intellidry sensor 9 drying cycles 7 temperature settings 120-minute wrinkle prevent option 360 degree front and rear heat seal metallic console styling die-cast metallic control knob white finish'],1,0,0.019525489,0.9804746,2
30,,ft. super capacity electric dryer med5900tw,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name',)",['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh'],['ft. super capacity electric dryer med5900tw'],1,0,0.01997377,0.98002625,2
31,,ft. super capacity electric dryer med5900tw,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,479.0,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', nan]","['ft. super capacity electric dryer med5900tw', 479.0]",1,0,0.019800464,0.9801995,2
32,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,,479.0,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_description', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish', nan]","[nan, 479.0]",1,0,0.24123795,0.75876206,2
65,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,,479.0,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_description', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish', nan]","[nan, 479.0]",1,0,0.24123795,0.75876206,2
34,,electric dryer med5900tw,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name',)",['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh'],['electric dryer med5900tw'],1,0,0.019897064,0.98010296,2
35,,electric dryer med5900tw,,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_description')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', 'lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish']","['electric dryer med5900tw', nan]",1,0,0.076786645,0.9232133,2
36,,electric dryer med5900tw,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,479.0,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', nan]","['electric dryer med5900tw', 479.0]",1,0,0.023624172,0.9763758,2
37,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,,479.0,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_description', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish', nan]","[nan, 479.0]",1,0,0.24123798,0.758762,2
27,,apple 8gb purple 4th generation ipod nano mb739lla,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,149.0,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', nan]","['apple 8gb purple 4th generation ipod nano mb739lla', 149.0]",1,0,0.019111134,0.9808889,2
56,,maytag med5900tw white electric dryer med5900twh,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name',)",['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh'],['maytag med5900tw white electric dryer med5900twh'],1,0,0.01935031,0.9806497,2
40,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,acoustimass 5 series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,479.0,"('rtable_description',)",[nan],"[""acoustimass 5 series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish""]",1,0,0.40286505,0.59713495,2
41,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,bose acoustimass 5 series iii speaker system am53bk,acoustimass 5 series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,479.0,"('rtable_name', 'rtable_description')","['7.0 cu . ft. super capacity electric dryer med5900tw', nan]","['bose acoustimass 5 series iii speaker system am53bk', ""acoustimass 5 series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish""]",1,0,0.42711958,0.57288045,2
42,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,acoustimass 5 series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,399.0,"('rtable_description', 'rtable_price')","[nan, 479.0]","[""acoustimass 5 series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish"", 399.0]",1,0,0.15629804,0.84370196,2
43,,maytag med5900tw white electric dryer med5900twh,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name',)",['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh'],['maytag med5900tw white electric dryer med5900twh'],1,0,0.01935031,0.9806497,2
44,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,maytag med5900tw white electric dryer med5900twh 7.0 cu . ft. capacity gentlebreeze drying system multiple drying temperatures intellidry sensor 9 drying cycles 7 temperature settings 120-minute wrinkle prevent option 360 degree front and rear heat seal metallic console styling die-cast metallic control knob white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_description',)",['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish'],['maytag med5900tw white electric dryer med5900twh 7.0 cu . ft. capacity gentlebreeze drying system multiple drying temperatures intellidry sensor 9 drying cycles 7 temperature settings 120-minute wrinkle prevent option 360 degree front and rear heat seal metallic console styling die-cast metallic control knob white finish'],1,0,0.019525489,0.9804746,2
45,,maytag med5900tw white electric dryer med5900twh,maytag med5900tw white electric dryer med5900twh 7.0 cu . ft. capacity gentlebreeze drying system multiple drying temperatures intellidry sensor 9 drying cycles 7 temperature settings 120-minute wrinkle prevent option 360 degree front and rear heat seal metallic console styling die-cast metallic control knob white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_description')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', 'lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish']","['maytag med5900tw white electric dryer med5900twh', 'maytag med5900tw white electric dryer med5900twh 7.0 cu . ft. capacity gentlebreeze drying system multiple drying temperatures intellidry sensor 9 drying cycles 7 temperature settings 120-minute wrinkle prevent option 360 degree front and rear heat seal metallic console styling die-cast metallic control knob white finish']",1,0,0.07280111,0.92719895,2
46,,maytag med5900tw white electric dryer med5900twh,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', nan]","['maytag med5900tw white electric dryer med5900twh', nan]",1,0,0.019737506,0.98026246,2
47,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,maytag med5900tw white electric dryer med5900twh 7.0 cu . ft. capacity gentlebreeze drying system multiple drying temperatures intellidry sensor 9 drying cycles 7 temperature settings 120-minute wrinkle prevent option 360 degree front and rear heat seal metallic console styling die-cast metallic control knob white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_description', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish', nan]","['maytag med5900tw white electric dryer med5900twh 7.0 cu . ft. capacity gentlebreeze drying system multiple drying temperatures intellidry sensor 9 drying cycles 7 temperature settings 120-minute wrinkle prevent option 360 degree front and rear heat seal metallic console styling die-cast metallic control knob white finish', nan]",1,0,0.019821065,0.980179,2
54,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,,479.0,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_description', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish', nan]","[nan, 479.0]",1,0,0.24123795,0.75876206,2
53,,. ft. super capacity electric dryer med5900tw,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,479.0,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', nan]","['. ft. super capacity electric dryer med5900tw', 479.0]",1,0,0.020502072,0.9794979,2
39,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,acoustimass 5 series iii speaker system am53bk,bose acoustimass 5 series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,479.0,"('rtable_name', 'rtable_description')","['7.0 cu . ft. super capacity electric dryer med5900tw', nan]","['acoustimass 5 series iii speaker system am53bk', ""bose acoustimass 5 series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish""]",1,0,0.38560867,0.6143913,2
51,,. ft. super capacity electric dryer med5900tw,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name',)",['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh'],['. ft. super capacity electric dryer med5900tw'],1,0,0.022825912,0.9771741,2
26,,apple 8gb purple 4th generation ipod nano mb739lla,"apple 8gb purple 4th generation ipod nano mb739lla holds up to 2,000 songs in 128-kbps aac format , 7,000 ipod-viewable photos and 8 hours of video 2 ' ( diagonal ) liquid crystal display with blue-white led backlight 320-by-240-pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible purple finish",,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_description')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', 'lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish']","['apple 8gb purple 4th generation ipod nano mb739lla', ""apple 8gb purple 4th generation ipod nano mb739lla holds up to 2,000 songs in 128-kbps aac format , 7,000 ipod-viewable photos and 8 hours of video 2 ' ( diagonal ) liquid crystal display with blue-white led backlight 320-by-240-pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible purple finish""]",1,0,0.040467203,0.9595328,2
24,,apple 8gb purple 4th generation ipod nano mb739lla,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name',)",['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh'],['apple 8gb purple 4th generation ipod nano mb739lla'],1,0,0.019711167,0.98028886,2
1,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,bose acoustimass 5 series iii speaker system am53bk,399.0,"('rtable_description', 'rtable_price')","[nan, 479.0]","['bose acoustimass 5 series iii speaker system am53bk', 399.0]",1,0,0.40807918,0.5919208,2
64,,cu . ft. super capacity electric dryer med5900tw,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,479.0,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', nan]","['cu . ft. super capacity electric dryer med5900tw', 479.0]",1,0,0.019553823,0.98044616,2
3,,linksys,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name',)",['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh'],['linksys'],1,0,0.020005811,0.9799942,2
4,,linksys,linksys etherfast 8-port 10/100 switch ( new/workgroup ),,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_description')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', 'lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish']","['linksys', 'linksys etherfast 8-port 10/100 switch ( new/workgroup )']",1,0,0.32885346,0.6711466,2
5,,linksys,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', nan]","['linksys', nan]",1,0,0.019862343,0.98013765,2
6,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,linksys etherfast 8-port 10/100 switch ( new/workgroup ),,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_description', 'ltable_price')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish', nan]","['linksys etherfast 8-port 10/100 switch ( new/workgroup )', nan]",1,0,0.38513955,0.6148605,2
63,,cu . ft. super capacity electric dryer med5900tw,,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name', 'ltable_description')","['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh', 'lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish']","['cu . ft. super capacity electric dryer med5900tw', nan]",1,0,0.061142776,0.93885726,2
8,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,lacie big disk extreme + hard drive 301199u,lacie big disk extreme 1tb hard drive triple interface ( usb 2.0 & firewire 400/800 ) external hard drive,479.0,"('rtable_name', 'rtable_description')","['7.0 cu . ft. super capacity electric dryer med5900tw', nan]","['lacie big disk extreme + hard drive 301199u', 'lacie big disk extreme 1tb hard drive triple interface ( usb 2.0 & firewire 400/800 ) external hard drive']",1,0,0.28384233,0.71615773,2
62,,cu . ft. super capacity electric dryer med5900tw,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_name',)",['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh'],['cu . ft. super capacity electric dryer med5900tw'],1,0,0.01934146,0.98065853,2
10,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,399.0,"('rtable_description', 'rtable_price')","[nan, 479.0]","[""2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish"", 399.0]",1,0,0.49370852,0.5062915,2
25,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,"apple 8gb purple 4th generation ipod nano mb739lla holds up to 2,000 songs in 128-kbps aac format , 7,000 ipod-viewable photos and 8 hours of video 2 ' ( diagonal ) liquid crystal display with blue-white led backlight 320-by-240-pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible purple finish",,7.0 cu . ft. super capacity electric dryer med5900tw,,479.0,"('ltable_description',)",['lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish'],"[""apple 8gb purple 4th generation ipod nano mb739lla holds up to 2,000 songs in 128-kbps aac format , 7,000 ipod-viewable photos and 8 hours of video 2 ' ( diagonal ) liquid crystal display with blue-white led backlight 320-by-240-pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible purple finish""]",1,0,0.02381847,0.9761815,2
11,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,bose acoustimass 5 series iii speaker system am53bk 2 dual,399.0,"('rtable_description', 'rtable_price')","[nan, 479.0]","['bose acoustimass 5 series iii speaker system am53bk 2 dual', 399.0]",1,0,0.37449637,0.62550366,2
13,,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,,7.0 cu . ft. super capacity electric dryer med5900tw,iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,399.0,"('rtable_description', 'rtable_price')","[nan, 479.0]","[""iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish"", 399.0]",1,0,0.4415025,0.5584975,2
