,ltable_authors,ltable_title,ltable_venue,ltable_year,rtable_authors,rtable_title,rtable_venue,rtable_year,outcome
0,"michalis vazirgiannis , maria halkidi , yannis batistakis",clustering validity checking methods : part ii,sigmod record,2002.0,"maria halkidi , yannis batistakis , michalis vazirgiannis","social , educational , and governmental change enabled through information technology",acm sigmod record,2002.0,0
1,"tobias mayr , thorsten von eicken , michael w. godfrey , praveen seshadri",a database model for object dynamics,sigmod record,2002.0,"maria halkidi , yannis batistakis , michalis vazirgiannis",cluster validity methods : part i,acm sigmod record,2002.0,0
2,"michalis vazirgiannis , maria halkidi , yannis batistakis",dynamic multi-resource load balancing in parallel database systems,sigmod record,2002.0,"maria halkidi , yannis batistakis , michalis vazirgiannis",cluster validity methods : part i,acm sigmod record,2002.0,0
3,"michalis vazirgiannis , maria halkidi , yannis batistakis",editorial,sigmod record,2002.0,"alexander hinneburg , daniel a. keim , markus wawryniuk",cluster validity methods : part i,acm sigmod record,2002.0,0
4,"michalis vazirgiannis , maria halkidi , yannis batistakis",clustering validity checking methods : part ii,sigmod record,2002.0,"maria halkidi , yannis batistakis , michalis vazirgiannis",cluster validity methods : part i,the vldb journal -- the international journal on very large data bases,2000.0,0
5,"michalis vazirgiannis , maria halkidi , yannis batistakis",clustering validity checking methods : part ii,sigmod record,1996.0,"maria halkidi , yannis batistakis , michalis vazirgiannis",cluster validity methods : part i,acm sigmod record,1995.0,0
6,"michalis vazirgiannis , maria halkidi , yannis batistakis",clustering validity checking methods : part ii,sigmod record,2002.0,"damianos chatziantoniou , kenneth a. ross",on supporting containment queries in relational database management systems,acm sigmod record,2002.0,0
7,"michalis vazirgiannis , maria halkidi , yannis batistakis",answering xml queries on heterogeneous data sources,sigmod record,2002.0,"maria halkidi , yannis batistakis , michalis vazirgiannis",cluster validity methods : part i,acm sigmod record,2002.0,0
8,"michalis vazirgiannis , maria halkidi , yannis batistakis",clustering validity checking methods : part ii,sigmod conference,2002.0,"maria halkidi , yannis batistakis , michalis vazirgiannis",cluster validity methods : part i,acm transactions on database systems ( tods ),2002.0,1
9,"michalis vazirgiannis , maria halkidi , yannis batistakis",lore : a lightweight object repository for semistructured data,sigmod record,2002.0,"maria halkidi , yannis batistakis , michalis vazirgiannis",cluster validity methods : part i,acm sigmod record,2002.0,0
