,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 10668 w. pico blvd. ',` los angeles ',162.0,` jack sprat \ 's grill ',310/837 -6662,buffets,' 10801 w. pico blvd. ',` west la ',534.0,` apple pan the ',310-475-3585,american,1
1,' 10668 w. pico blvd. ',` los angeles ',501.0,` jack sprat \ 's grill ',310/837 -6662,` health food ',' 10801 w. pico blvd. ',` west la ',534.0,` apple pan the ',310-475-3585,american,1
2,' 10668 w. pico blvd. ',` los angeles ',74.0,` jack sprat \ 's grill ',310/837 -6662,italian,' 10801 w. pico blvd. ',` west la ',534.0,` apple pan the ',310-475-3585,american,1
3,' 10668 w. pico blvd. ',` new york ',74.0,` jack sprat \ 's grill ',310/837 -6662,` health food ',' 10801 w. pico blvd. ',` west la ',534.0,` apple pan the ',310-475-3585,american,1
4,' 10668 w. pico blvd. ',` los angeles ',74.0,` jack sprat \ 's grill ',310/837 -6662,` health food ',' 10801 w. pico blvd. ',` west la ',534.0,` apple pan the ',404-240-1984,american,1
5,' 3110 main st. ',` los angeles ',501.0,` jack sprat \ 's grill ',310/837 -6662,` health food ',' 10801 w. pico blvd. ',` west la ',534.0,` apple pan the ',310-475-3585,american,1
6,' 10668 w. pico blvd. ',` los angeles ',162.0,` circus circus ',310/837 -6662,` health food ',' 10801 w. pico blvd. ',` west la ',534.0,` apple pan the ',310-475-3585,american,1
7,' 10668 w. pico blvd. ',` los angeles ',74.0,` jack sprat \ 's grill ',310/837 -6662,` health food ',' 10801 w. pico blvd. ',` west la ',534.0,` apple pan the ',310-475-3585,american,1
8,' 10668 w. pico blvd. ',` los angeles ',162.0,` jack sprat \ 's grill ',310/837 -6662,` health food ',' 10801 w. pico blvd. ',` west la ',534.0,` apple pan the ',702-737-7111,american,1
9,' 10668 w. pico blvd. ',` los angeles ',74.0,` jack sprat \ 's grill ',310/837 -6662,` health food ',' 10801 w. pico blvd. ',` new york city ',534.0,` apple pan the ',310-475-3585,american,1
