,ltable_description,ltable_name,ltable_price,rtable_description,rtable_name,rtable_price,outcome
0,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,canon silver 8.0 megapixel powershot digital camera sd1100is,nan,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",directed electronics sportster 4 sirius satellite radio receiver sp4tk1,nan,0
1,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,canon silver 8.0 megapixel powershot digital camera sd1100is,nan,"canon powershot sx10 is 10 megapixel digital camera w / 20x optical zoom , 28mm wide lens , 2.5 ' lcd , motion detection , & red eye correction",canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,1098.72,0
2,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,sony cyber-shot black digital camera dsch10b,nan,8 megapixel 16:9 3x optical zoom 4x digital zoom 2.5 ' color lcd,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,nan,0
3,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,canon pink 8.0 megapixel powershot digital camera sd1100isp,nan,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,nan,0
4,panasonic black 8.5 ' portable dvd player dvdls83 8.5 ' free style wide screen lcd display 6 hour battery multi format playback dual headphone jacks divx playback car dc adapter included black finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,nan,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,nan,0
5,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,panasonic black 8.5 ' portable dvd player dvdls83,nan,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,639.95,0
6,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,audiovox commander mt xm satellite radio receiver xmrvrfm002,nan,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,nan,0
7,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,canon black rechargeable battery 9612a001,89.0,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,nan,0
8,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,canon silver 8.0 megapixel powershot digital camera sd1100is,nan,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",sony cyber-shot dsc-w120 digital camera silver dscw120,106.42,0
9,panasonic black expandable digital cordless dect 6.0 phone system kxtg9348t automatic clarity booster 5 hours talk time 11 days standby white backlit lcd 6-step speakerphone volume 1 drop & splash resistant phone 1.9 ghz frequency range night mode black finish,canon silver 8.0 megapixel powershot digital camera sd1100is,39.0,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,nan,0
