,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.40413081645965576,0.5958691835403442,2
68,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.40457093715667725,0.5954290628433228,2
69,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212/759 -5941,chinese,50,"('rtable_phone', 'rtable_class')","['212-371-8844', 60]","['212/759 -5941', 50]",0.4895585775375366,0.5104414224624634,2
397,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.40413081645965576,0.5958691835403442,2
92,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.40457093715667725,0.5954290628433228,2
93,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212/759 -5941,chinese,50,"('rtable_phone', 'rtable_class')","['212-371-8844', 60]","['212/759 -5941', 50]",0.4895585775375366,0.5104414224624634,2
116,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.40457093715667725,0.5954290628433228,2
117,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212/759 -5941,chinese,50,"('rtable_phone', 'rtable_class')","['212-371-8844', 60]","['212/759 -5941', 50]",0.4895586371421814,0.5104413628578186,2
140,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.4025668501853943,0.5974331498146057,2
141,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212/759 -5941,chinese,50,"('rtable_phone', 'rtable_class')","['212-371-8844', 60]","['212/759 -5941', 50]",0.4895586371421814,0.5104413628578186,2
374,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.40413081645965576,0.5958691835403442,2
164,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.40457093715667725,0.5954290628433228,2
188,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.40457093715667725,0.5954290628433228,2
189,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212/759 -5941,chinese,50,"('rtable_phone', 'rtable_class')","['212-371-8844', 60]","['212/759 -5941', 50]",0.4895585775375366,0.5104414224624634,2
212,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.40457093715667725,0.5954290628433228,2
213,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212/759 -5941,chinese,50,"('rtable_phone', 'rtable_class')","['212-371-8844', 60]","['212/759 -5941', 50]",0.4895586371421814,0.5104413628578186,2
236,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.4025668501853943,0.5974331498146057,2
237,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212/759 -5941,chinese,50,"('rtable_phone', 'rtable_class')","['212-371-8844', 60]","['212/759 -5941', 50]",0.4895586371421814,0.5104413628578186,2
350,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212/759 -5941,chinese,50,"('rtable_phone', 'rtable_class')","['212-371-8844', 60]","['212/759 -5941', 50]",0.4895585775375366,0.5104414224624634,2
349,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.40457093715667725,0.5954290628433228,2
260,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.40457093715667725,0.5954290628433228,2
261,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212/759 -5941,chinese,50,"('rtable_phone', 'rtable_class')","['212-371-8844', 60]","['212/759 -5941', 50]",0.4895585775375366,0.5104414224624634,2
281,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.40457093715667725,0.5954290628433228,2
282,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212/759 -5941,chinese,50,"('rtable_phone', 'rtable_class')","['212-371-8844', 60]","['212/759 -5941', 50]",0.4895585775375366,0.5104414224624634,2
304,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.40457093715667725,0.5954290628433228,2
305,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212/759 -5941,chinese,50,"('rtable_phone', 'rtable_class')","['212-371-8844', 60]","['212/759 -5941', 50]",0.4895586371421814,0.5104413628578186,2
327,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.4025668501853943,0.5974331498146057,2
328,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212/759 -5941,chinese,50,"('rtable_phone', 'rtable_class')","['212-371-8844', 60]","['212/759 -5941', 50]",0.4895586371421814,0.5104413628578186,2
45,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212/759 -5941,chinese,50,"('rtable_phone', 'rtable_class')","['212-371-8844', 60]","['212/759 -5941', 50]",0.4895586371421814,0.5104413628578186,2
44,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.4025668501853943,0.5974331498146057,2
165,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212/759 -5941,chinese,50,"('rtable_phone', 'rtable_class')","['212-371-8844', 60]","['212/759 -5941', 50]",0.4895585775375366,0.5104414224624634,2
22,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['oceana', 50]",0.40413081645965576,0.5958691835403442,2
264,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212/759 -5941,chinese,50,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` shun lee palace '"", '212-371-8844', 60]","['oceana', '212/759 -5941', 50]",0.3621845841407776,0.6378154158592224,3
263,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',`,212-371-8844,chinese,50,"('rtable_name', 'rtable_city', 'rtable_class')","[""` shun lee palace '"", ""` new york city '"", 60]","['oceana', '`', 50]",0.4470038414001465,0.5529961585998535,3
262,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'55 e. 54th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_addr', 'rtable_class')","[""` shun lee palace '"", ""' 155 e. 55th st. '"", 60]","['oceana', ""'55 e. 54th st. '"", 50]",0.3733527660369873,0.6266472339630127,3
381,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',-5941,seafood,50,"('rtable_phone', 'rtable_res_type', 'rtable_class')","['212-371-8844', 'chinese', 60]","['-5941', 'seafood', 50]",0.4969918727874756,0.5030081272125244,3
380,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ','55 e. 54th st. ',` new york city ',212-371-8844,seafood,50,"('rtable_addr', 'rtable_res_type', 'rtable_class')","[""' 155 e. 55th st. '"", 'chinese', 60]","[""'55 e. 54th st. '"", 'seafood', 50]",0.4990119934082031,0.5009880065917969,3
142,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_addr', 'rtable_class')","[""` shun lee palace '"", ""' 155 e. 55th st. '"", 60]","['oceana', ""st. '"", 50]",0.39953309297561646,0.6004669070243835,3
143,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york ',212-371-8844,chinese,50,"('rtable_name', 'rtable_city', 'rtable_class')","[""` shun lee palace '"", ""` new york city '"", 60]","['oceana', ""` new york '"", 50]",0.40395301580429077,0.5960469841957092,3
330,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',',212-371-8844,chinese,50,"('rtable_name', 'rtable_city', 'rtable_class')","[""` shun lee palace '"", ""` new york city '"", 60]","['oceana', ""'"", 50]",0.44503527879714966,0.5549647212028503,3
144,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212/759 -5941,chinese,50,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` shun lee palace '"", '212-371-8844', 60]","['oceana', '212/759 -5941', 50]",0.36051326990127563,0.6394867300987244,3
145,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212-371-8844,seafood,50,"('rtable_name', 'rtable_res_type', 'rtable_class')","[""` shun lee palace '"", 'chinese', 60]","['oceana', 'seafood', 50]",0.397660493850708,0.602339506149292,3
146,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',st. ',` new york city ',212/759 -5941,chinese,50,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 155 e. 55th st. '"", '212-371-8844', 60]","[""st. '"", '212/759 -5941', 50]",0.48633503913879395,0.513664960861206,3
147,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york ',212/759 -5941,chinese,50,"('rtable_city', 'rtable_phone', 'rtable_class')","[""` new york city '"", '212-371-8844', 60]","[""` new york '"", '212/759 -5941', 50]",0.49114108085632324,0.5088589191436768,3
148,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212/759 -5941,seafood,50,"('rtable_phone', 'rtable_res_type', 'rtable_class')","['212-371-8844', 'chinese', 60]","['212/759 -5941', 'seafood', 50]",0.48389190435409546,0.5161080956459045,3
351,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'55 e. 54th st. ',` new york city ',212-371-8844,chinese,50,"('rtable_name', 'rtable_addr', 'rtable_class')","[""` shun lee palace '"", ""' 155 e. 55th st. '"", 60]","['oceana', ""'55 e. 54th st. '"", 50]",0.3733527660369873,0.6266472339630127,3
