,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Simply Red,Seven Bridges Grille And Brewery,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Rocket City Red', 'Straight To Ale']","['Simply Red', 'Seven Bridges Grille And Brewery']",0.4842324,0.51576763,2
2,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Loose Shoe SlÃ ¡ inte Irish Red Ale,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('rtable_Beer_Name',)",['Sawdust City Red Rocket Coffee Spiced Stout'],['Loose Shoe SlÃ ¡ inte Irish Red Ale'],0.49832192,0.50167805,2
3,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Loose Shoe SlÃ ¡ inte Irish Red Ale,Loose Shoe Brewing Company,Spice/Herb/Vegetable,5.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Sawdust City Red Rocket Coffee Spiced Stout', 'Sawdust City Brewing Company']","['Loose Shoe SlÃ ¡ inte Irish Red Ale', 'Loose Shoe Brewing Company']",0.14712192,0.8528781,2
4,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Loose Shoe SlÃ ¡ inte Irish Red Ale,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Sawdust City Red Rocket Coffee Spiced Stout', '5.20 %']","['Loose Shoe SlÃ ¡ inte Irish Red Ale', '5.50 %']",0.17047822,0.8295218,2
8,No Front Porches,Public Craft Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Rocket City Red', 'Straight To Ale']","['No Front Porches', 'Public Craft Brewing Company']",0.22012024,0.77987975,2
12,Outlaw Amber,Ten Sleep Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Rocket City Red', 'Straight To Ale']","['Outlaw Amber', 'Ten Sleep Brewing Company']",0.3306213,0.6693787,2
1,Simply Red,Seven Bridges Grille And Brewery,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Rocket City Red', 'Straight To Ale', 'American Amber / Red Ale']","['Simply Red', 'Seven Bridges Grille And Brewery', 'American Amber / Red Ale']",0.4842324,0.51576763,3
5,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Loose Shoe SlÃ ¡ inte Irish Red Ale,Loose Shoe Brewing Company,Spice/Herb/Vegetable,5.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Sawdust City Red Rocket Coffee Spiced Stout', 'Sawdust City Brewing Company', '5.20 %']","['Loose Shoe SlÃ ¡ inte Irish Red Ale', 'Loose Shoe Brewing Company', '5.50 %']",0.03660553,0.96339446,3
6,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Loose Shoe SlÃ ¡ inte Irish Red Ale,Sawdust City Brewing Company,Irish Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Sawdust City Red Rocket Coffee Spiced Stout', 'Spice/Herb/Vegetable', '5.20 %']","['Loose Shoe SlÃ ¡ inte Irish Red Ale', 'Irish Ale', '5.50 %']",0.23794873,0.7620512,3
9,No Front Porches,Public Craft Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Rocket City Red', 'Straight To Ale', 'American Amber / Red Ale']","['No Front Porches', 'Public Craft Brewing Company', 'American Amber / Red Ale']",0.22012024,0.77987975,3
10,No Front Porches,Public Craft Brewing Company,American Amber / Red Ale,8.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Rocket City Red', 'Straight To Ale', '5.00 %']","['No Front Porches', 'Public Craft Brewing Company', '8.00 %']",0.39587498,0.604125,3
13,Outlaw Amber,Ten Sleep Brewing Company,American Amber / Red Ale,5.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Rocket City Red', 'Straight To Ale', 'American Amber / Red Ale']","['Outlaw Amber', 'Ten Sleep Brewing Company', 'American Amber / Red Ale']",0.3306213,0.6693787,3
14,Outlaw Amber,Ten Sleep Brewing Company,American Amber / Red Ale,6.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Rocket City Red', 'Straight To Ale', '5.00 %']","['Outlaw Amber', 'Ten Sleep Brewing Company', '6.00 %']",0.38598073,0.6140193,3
7,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00 %,Loose Shoe SlÃ ¡ inte Irish Red Ale,Loose Shoe Brewing Company,Irish Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Sawdust City Red Rocket Coffee Spiced Stout', 'Sawdust City Brewing Company', 'Spice/Herb/Vegetable', '5.20 %']","['Loose Shoe SlÃ ¡ inte Irish Red Ale', 'Loose Shoe Brewing Company', 'Irish Ale', '5.50 %']",0.097794764,0.9022053,4
11,No Front Porches,Public Craft Brewing Company,American Amber / Red Ale,8.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Rocket City Red', 'Straight To Ale', 'American Amber / Red Ale', '5.00 %']","['No Front Porches', 'Public Craft Brewing Company', 'American Amber / Red Ale', '8.00 %']",0.39587498,0.604125,4
15,Outlaw Amber,Ten Sleep Brewing Company,American Amber / Red Ale,6.00 %,Sawdust City Red Rocket Coffee Spiced Stout,Sawdust City Brewing Company,Spice/Herb/Vegetable,5.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Rocket City Red', 'Straight To Ale', 'American Amber / Red Ale', '5.00 %']","['Outlaw Amber', 'Ten Sleep Brewing Company', 'American Amber / Red Ale', '6.00 %']",0.38598073,0.6140193,4
