,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 2355 peachtree rd. . peachtree battle shopping center ',atlanta,74.0,abruzzi,404/261 -8186,mexican,' 2355 peachtree rd. ne ',atlanta,659.0,abruzzi,404-261-8186,italian,0
1,' 2355 peachtree rd. . peachtree battle shopping center ',atlanta,384.0,abruzzi,404/261 -8186,italian,' 2355 peachtree rd. ne ',atlanta,675.0,abruzzi,404-261-8186,italian,0
2,' 2355 peachtree rd. . peachtree battle shopping center ',atlanta,76.0,palisades,404/261 -8186,italian,' 2355 peachtree rd. ne ',atlanta,74.0,abruzzi,404-261-8186,italian,0
3,' 2355 peachtree rd. . peachtree battle shopping center ',atlanta,437.0,abruzzi,404/261 -8186,italian,' 2355 peachtree rd. ne ',` manhattan beach ',74.0,abruzzi,404-261-8186,italian,0
4,' 260 e. paces ferry road ',atlanta,42.0,abruzzi,404/261 -8186,italian,' 2355 peachtree rd. ne ',atlanta,74.0,abruzzi,404-261-8186,italian,0
5,' 2355 peachtree rd. . peachtree battle shopping center ',atlanta,68.0,abruzzi,404/261 -8186,italian,' 2355 peachtree rd. ne ',atlanta,74.0,abruzzi,404-261-8186,scandinavian,0
6,' 2355 peachtree rd. . peachtree battle shopping center ',atlanta,38.0,` indigo coastal grill ',404/261 -8186,italian,' 2355 peachtree rd. ne ',atlanta,74.0,abruzzi,404-261-8186,italian,0
7,' 2355 peachtree rd. . peachtree battle shopping center ',atlanta,74.0,abruzzi,404/261 -8186,italian,' 3700 w. flamingo rd. ',atlanta,82.0,abruzzi,404-261-8186,italian,0
8,' 2355 peachtree rd. . peachtree battle shopping center ',atlanta,74.0,abruzzi,404/261 -8186,italian,' 2355 peachtree rd. ne ',venice,6.0,abruzzi,404-261-8186,italian,0
9,' 2355 peachtree rd. . peachtree battle shopping center ',atlanta,37.0,abruzzi,404/261 -8186,italian,' 2355 peachtree rd. ne ',atlanta,74.0,abruzzi,404-261-8186,italian,0
