,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,new-oxford 57503 - twin-pocket portfolio embossed leather grain paper light green - ess57503,graphics cards,evga,01g-p3-1452-tr,119.88,"('rtable_title',)",['evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr'],['new-oxford 57503 - twin-pocket portfolio embossed leather grain paper light green - ess57503'],1.0,2.8437462e-26,2
231,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr,graphics cards,evga,47856,5.99,"('rtable_modelno', 'rtable_price')","['01g-p3-1452-tr', 119.88]","['47856', 5.99]",0.9864521,0.013547893,2
230,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr,graphics cards,avery,01g-p3-1452-tr,5.99,"('rtable_brand', 'rtable_price')","['evga', 119.88]","['avery', 5.99]",0.99993503,6.495188e-05,2
229,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr,graphics cards,avery,47856,119.88,"('rtable_brand', 'rtable_modelno')","['evga', '01g-p3-1452-tr']","['avery', '47856']",0.99973863,0.00026133726,2
228,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr,report covers,evga,01g-p3-1452-tr,5.99,"('rtable_category', 'rtable_price')","['graphics cards', 119.88]","['report covers', 5.99]",0.8049699,0.19503015,2
227,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr,report covers,evga,47856,119.88,"('rtable_category', 'rtable_modelno')","['graphics cards', '01g-p3-1452-tr']","['report covers', '47856']",0.96855706,0.03144292,2
226,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr,report covers,avery,01g-p3-1452-tr,119.88,"('rtable_category', 'rtable_brand')","['graphics cards', 'evga']","['report covers', 'avery']",0.9966113,0.0033887236,2
225,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,avery flexi-view report cover assorted colors color may vary 1 cover 47856,graphics cards,evga,01g-p3-1452-tr,5.99,"('rtable_title', 'rtable_price')","['evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr', 119.88]","['avery flexi-view report cover assorted colors color may vary 1 cover 47856', 5.99]",1.0,1.7254998e-23,2
107,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr,graphics cards,evga,3050r,79.99,"('rtable_modelno', 'rtable_price')","['01g-p3-1452-tr', 119.88]","['3050r', 79.99]",0.9991684,0.0008315733,2
224,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,avery flexi-view report cover assorted colors color may vary 1 cover 47856,graphics cards,evga,47856,119.88,"('rtable_title', 'rtable_modelno')","['evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr', '01g-p3-1452-tr']","['avery flexi-view report cover assorted colors color may vary 1 cover 47856', '47856']",1.0,5.6136674e-23,2
125,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr,safety,evga,01g-p3-1452-tr,119.88,"('rtable_category',)",['graphics cards'],['safety'],0.8987242,0.10127579,2
126,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr,graphics cards,logitech,01g-p3-1452-tr,119.88,"('rtable_brand',)",['evga'],['logitech'],0.987613,0.012386963,2
127,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr,graphics cards,evga,961-000338,119.88,"('rtable_modelno',)",['01g-p3-1452-tr'],['961-000338'],0.9941127,0.005887356,2
128,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr,graphics cards,evga,01g-p3-1452-tr,,"('rtable_price',)",[119.88],[nan],0.98109424,0.018905748,2
129,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,logitech alert 700e outdoor add-on security camera with night vision,safety,evga,01g-p3-1452-tr,119.88,"('rtable_title', 'rtable_category')","['evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr', 'graphics cards']","['logitech alert 700e outdoor add-on security camera with night vision', 'safety']",1.0,5.2651824e-11,2
130,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,logitech alert 700e outdoor add-on security camera with night vision,graphics cards,logitech,01g-p3-1452-tr,119.88,"('rtable_title', 'rtable_brand')","['evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr', 'evga']","['logitech alert 700e outdoor add-on security camera with night vision', 'logitech']",1.0,9.899493e-09,2
131,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,logitech alert 700e outdoor add-on security camera with night vision,graphics cards,evga,961-000338,119.88,"('rtable_title', 'rtable_modelno')","['evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr', '01g-p3-1452-tr']","['logitech alert 700e outdoor add-on security camera with night vision', '961-000338']",1.0,4.149311e-09,2
124,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,electronics - general,zotac,zt-40604-10l,88.88,logitech alert 700e outdoor add-on security camera with night vision,graphics cards,evga,01g-p3-1452-tr,119.88,"('rtable_title',)",['evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr'],['logitech alert 700e outdoor add-on security camera with night vision'],1.0,4.149311e-09,2
