,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Backyard January S_Ale,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('rtable_Beer_Name',)",['Heavy Seas Desert Island Series American Honey Amber Ale'],['Backyard January S_Ale'],0.30183231830596924,0.6981676816940308,2
331,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Aqula Summer Session Ale,Heavy Seas Brewing Company,Amber Ale,4.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Heavy Seas Desert Island Series American Honey Amber Ale', '4.90 %']","['Aqula Summer Session Ale', '4.50 %']",0.3561093807220459,0.6438906192779541,2
597,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Creature Comforts Misty Valley Reclaimed Rye,Heavy Seas Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Heavy Seas Desert Island Series American Honey Amber Ale', '4.90 %']","['Creature Comforts Misty Valley Reclaimed Rye', '5.50 %']",0.42205357551574707,0.5779464244842529,2
326,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Altstadthof Rotbier,Heavy Seas Brewing Company,Amber Ale,5.20 %,"('rtable_Beer_Name', 'rtable_ABV')","['Heavy Seas Desert Island Series American Honey Amber Ale', '4.90 %']","['Altstadthof Rotbier', '5.20 %']",0.47161102294921875,0.5283889770507812,2
325,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Altstadthof Rotbier,Heavy Seas Brewing Company,Amber Lager/Vienna,4.90 %,"('rtable_Beer_Name', 'rtable_Style')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Amber Ale']","['Altstadthof Rotbier', 'Amber Lager/Vienna']",0.36610865592956543,0.6338913440704346,2
324,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Altstadthof Rotbier,Hausbrauerei Altstadthof,Amber Ale,4.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Heavy Seas Brewing Company']","['Altstadthof Rotbier', 'Hausbrauerei Altstadthof']",0.29787296056747437,0.7021270394325256,2
323,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Altstadthof Rotbier,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('rtable_Beer_Name',)",['Heavy Seas Desert Island Series American Honey Amber Ale'],['Altstadthof Rotbier'],0.36689186096191406,0.6331081390380859,2
318,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Creature Comforts Tritonia,Heavy Seas Brewing Company,Amber Ale,4.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Heavy Seas Desert Island Series American Honey Amber Ale', '4.90 %']","['Creature Comforts Tritonia', '4.50 %']",0.09786611795425415,0.9021338820457458,2
317,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Creature Comforts Tritonia,Heavy Seas Brewing Company,Grodziskie/Gose/Lichtenhainer,4.90 %,"('rtable_Beer_Name', 'rtable_Style')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Amber Ale']","['Creature Comforts Tritonia', 'Grodziskie/Gose/Lichtenhainer']",0.2913782596588135,0.7086217403411865,2
316,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50 %,Creature Comforts Tritonia,Creature Comforts Brewing Company,Amber Ale,4.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Heavy Seas Brewing Company']","['Creature Comforts Tritonia', 'Creature Comforts Brewing Company']",0.29636532068252563,0.7036346793174744,2
