,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
68,,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,palisades,' 3393 peachtree rd. ',atlanta,404/350 -6755,` french bistro ',77,"('rtable_name', 'rtable_phone')","[""` brasserie le coze '"", '404-266-1440']","['palisades', '404/350 -6755']",1,0,0.13445665,0.86554337,2
28,,palisades,' 1829 peachtree rd. ',atlanta,404/266 -1440,french,410,` brasserie le coze ',' 3393 peachtree rd. ',atlanta,404-266-1440,` french bistro ',77,"('ltable_phone', 'ltable_res_type')","['404/350 -6755', 'continental']","['404/266 -1440', 'french']",1,0,0.039526828,0.9604731,2
27,,palisades,' 3393 peachtree rd. . lenox square mall near neiman marcus ',atlanta,404/266 -1440,continental,410,` brasserie le coze ',' 3393 peachtree rd. ',atlanta,404-266-1440,` french bistro ',77,"('ltable_addr', 'ltable_phone')","[""' 1829 peachtree rd. '"", '404/350 -6755']","[""' 3393 peachtree rd. . lenox square mall near neiman marcus '"", '404/266 -1440']",1,0,0.008765446,0.99123454,2
26,,` brasserie le coze ',' 1829 peachtree rd. ',atlanta,404/266 -1440,continental,410,` brasserie le coze ',' 3393 peachtree rd. ',atlanta,404-266-1440,` french bistro ',77,"('ltable_name', 'ltable_phone')","['palisades', '404/350 -6755']","[""` brasserie le coze '"", '404/266 -1440']",1,0,0.008549778,0.99145025,2
70,,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` brasserie le coze ',' 3393 peachtree rd. ',atlanta,404/350 -6755,` french bistro ',77,"('rtable_city', 'rtable_phone')","['atlanta', '404-266-1440']","['atlanta', '404/350 -6755']",1,0,0.4588868,0.5411132,2
69,,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` brasserie le coze ',' 1829 peachtree rd.,atlanta,404/350 -6755,` french bistro ',77,"('rtable_addr', 'rtable_phone')","[""' 3393 peachtree rd. '"", '404-266-1440']","[""' 1829 peachtree rd."", '404/350 -6755']",1,0,0.22987221,0.77012783,2
75,,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` brasserie le coze ',' 1829 peachtree rd.,atlanta,404/350 -6755,` french bistro ',77,"('rtable_addr', 'rtable_city', 'rtable_phone')","[""' 3393 peachtree rd. '"", 'atlanta', '404-266-1440']","[""' 1829 peachtree rd."", 'atlanta', '404/350 -6755']",1,0,0.0789643,0.9210357,3
74,,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,palisades,' 3393 peachtree rd. ',atlanta,404/350 -6755,` french bistro ',410,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` brasserie le coze '"", '404-266-1440', 77]","['palisades', '404/350 -6755', 410]",1,0,0.09043707,0.90956295,3
59,,` brighton coffee shop ',' 9600 brighton way ',atlanta,310-276-7732,continental,410,` brasserie le coze ',' 3393 peachtree rd. ',atlanta,404-266-1440,` french bistro ',77,"('ltable_name', 'ltable_addr', 'ltable_phone')","['palisades', ""' 1829 peachtree rd. '"", '404/350 -6755']","[""` brighton coffee shop '"", ""' 9600 brighton way '"", '310-276-7732']",1,0,0.12908913,0.8709108,3
72,,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,palisades,' 3393 peachtree rd. ',atlanta,404/350 -6755,` french bistro ',77,"('rtable_name', 'rtable_city', 'rtable_phone')","[""` brasserie le coze '"", 'atlanta', '404-266-1440']","['palisades', 'atlanta', '404/350 -6755']",1,0,0.057556093,0.94244385,3
73,,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,palisades,' 3393 peachtree rd. ',atlanta,404/350 -6755,continental,77,"('rtable_name', 'rtable_phone', 'rtable_res_type')","[""` brasserie le coze '"", '404-266-1440', ""` french bistro '""]","['palisades', '404/350 -6755', 'continental']",1,0,0.20497817,0.7950219,3
76,,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` brasserie le coze ',' 1829 peachtree rd.,atlanta,404/350 -6755,continental,77,"('rtable_addr', 'rtable_phone', 'rtable_res_type')","[""' 3393 peachtree rd. '"", '404-266-1440', ""` french bistro '""]","[""' 1829 peachtree rd."", '404/350 -6755', 'continental']",1,0,0.0772234,0.92277664,3
29,,` brasserie le coze ',' 3393 peachtree rd. . lenox square mall near neiman marcus ',atlanta,404/266 -1440,continental,410,` brasserie le coze ',' 3393 peachtree rd. ',atlanta,404-266-1440,` french bistro ',77,"('ltable_name', 'ltable_addr', 'ltable_phone')","['palisades', ""' 1829 peachtree rd. '"", '404/350 -6755']","[""` brasserie le coze '"", ""' 3393 peachtree rd. . lenox square mall near neiman marcus '"", '404/266 -1440']",1,0,0.0029167926,0.99708325,3
