,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Bluesfest,Fifty West Brewing Co,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name',)",['Main Street Amber Ale'],['Bluesfest'],0.4774054288864136,0.5225945711135864,2
193,Bucolia,Fifty West Brewing Co,American Amber / Red Ale,5.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_ABV')","['Main Street Amber Ale', '4.60 %']","['Bucolia', '5.60 %']",0.4156404733657837,0.5843595266342163,2
434,Mulligan,Fifty West Brewing Co,American Amber / Red Ale,6.20 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_ABV')","['Main Street Amber Ale', '4.60 %']","['Mulligan', '6.20 %']",0.3150078058242798,0.6849921941757202,2
433,Mulligan,Fifty West Brewing Co,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Style')","['Main Street Amber Ale', 'American Amber / Red Ale']","['Mulligan', 'American Amber / Red Ale']",0.4644780158996582,0.5355219841003418,2
432,Mulligan,Old Soul Brewing,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Main Street Amber Ale', 'Fifty West Brewing Co']","['Mulligan', 'Old Soul Brewing']",0.4517636299133301,0.5482363700866699,2
198,Main Street Amber Ale,Fifty West Brewing Co,American Amber / Red Ale,4.60 %,14th Star 1493,Thorn Street Brewery,Amber Ale,6.20 %,"('rtable_Beer_Name',)",['Thorn Street Smugglers Cove Agave Amber Ale'],['14th Star 1493'],0.4095875024795532,0.5904124975204468,2
199,Main Street Amber Ale,Fifty West Brewing Co,American Amber / Red Ale,4.60 %,14th Star 1493,14th Star Brewing Company,Amber Ale,6.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Thorn Street Smugglers Cove Agave Amber Ale', 'Thorn Street Brewery']","['14th Star 1493', '14th Star Brewing Company']",0.4221011996269226,0.5778988003730774,2
200,Main Street Amber Ale,Fifty West Brewing Co,American Amber / Red Ale,4.60 %,14th Star 1493,Thorn Street Brewery,American Pale Ale,6.20 %,"('rtable_Beer_Name', 'rtable_Style')","['Thorn Street Smugglers Cove Agave Amber Ale', 'Amber Ale']","['14th Star 1493', 'American Pale Ale']",0.4511316418647766,0.5488683581352234,2
201,Main Street Amber Ale,Fifty West Brewing Co,American Amber / Red Ale,4.60 %,14th Star 1493,Thorn Street Brewery,Amber Ale,6 %,"('rtable_Beer_Name', 'rtable_ABV')","['Thorn Street Smugglers Cove Agave Amber Ale', '6.20 %']","['14th Star 1493', '6 %']",0.3025726079940796,0.6974273920059204,2
431,Mulligan,Fifty West Brewing Co,American Amber / Red Ale,4.60 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20 %,"('ltable_Beer_Name',)",['Main Street Amber Ale'],['Mulligan'],0.4644780158996582,0.5355219841003418,2
