,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,samsung,printers,q3675a,nan,hp ce505xd black laserjet print cartridges 2pk hp hp ce505xd 258.84,nan,laser printer toner,nan,nan,hp 85a laserjet black toner print cartridge - retail packaging ce285a hp ce285a,0
1,nan,printers,fva2773,nan,hp ce505xd black laserjet print cartridges 2pk hp hp ce505xd 258.84,nan,nan,nan,nan,hp 85a laserjet black toner print cartridge - retail packaging ce285a hp ce285a,0
2,nan,printers,pa50250u5yr,nan,hp ce505xd black laserjet print cartridges 2pk hp hp ce505xd 258.84,iogear,laser printer toner,nan,nan,hp 85a laserjet black toner print cartridge - retail packaging ce285a hp ce285a,0
3,nan,printers,q3675a,nan,hp ce505xd black laserjet print cartridges 2pk hp hp ce505xd 258.84,nan,laser printer toner,p-sdhc4g2-ef / purple,nan,hp 85a laserjet black toner print cartridge - retail packaging ce285a hp ce285a,0
4,nan,printers,sf16n4/tqp,58.0,hp ce505xd black laserjet print cartridges 2pk hp hp ce505xd 258.84,nan,laser printer toner,nan,nan,hp 85a laserjet black toner print cartridge - retail packaging ce285a hp ce285a,0
5,netgear,printers,zt-40604-10l,nan,hp ce505xd black laserjet print cartridges 2pk hp hp ce505xd 258.84,nan,laser printer toner,nan,nan,hp 85a laserjet black toner print cartridge - retail packaging ce285a hp ce285a,0
6,nan,printers,74109,nan,hp ce505xd black laserjet print cartridges 2pk hp hp ce505xd 258.84,oki,laser printer toner,nan,nan,hp 85a laserjet black toner print cartridge - retail packaging ce285a hp ce285a,0
7,nan,printers,nan,nan,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,nan,laser printer toner,2455b002,nan,hp 85a laserjet black toner print cartridge - retail packaging ce285a hp ce285a,0
8,nan,printers,k087b-005b,nan,hp ce505xd black laserjet print cartridges 2pk hp hp ce505xd 258.84,nan,switches,nan,nan,hp 85a laserjet black toner print cartridge - retail packaging ce285a hp ce285a,0
9,tribeca,printers,sf16n4/tqp,nan,hp ce505xd black laserjet print cartridges 2pk hp hp ce505xd 258.84,nan,laser printer toner,nan,nan,hp 85a laserjet black toner print cartridge - retail packaging ce285a hp ce285a,0
