,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,italian,388,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,682,"('ltable_res_type', 'ltable_class')","['international', 90]","['italian', 388]",0.4390427,0.5609573,2
60,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,italian,385,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,682,"('ltable_res_type', 'ltable_class')","['international', 90]","['italian', 385]",0.4742508,0.52574927,2
33,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` ritz-carlton dining room ( buckhead ) ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,90,"('rtable_name', 'rtable_class')","[""` brookhaven cafe '"", 682]","[""` ritz-carlton dining room ( buckhead ) '"", 90]",0.1290911,0.87090886,2
32,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` ritz-carlton dining room ( buckhead ) ',' 4274 peachtree rd. ',atlanta,404-231-5907,` american ( new ) ',682,"('rtable_name', 'rtable_res_type')","[""` brookhaven cafe '"", 'vegetarian']","[""` ritz-carlton dining room ( buckhead ) '"", ""` american ( new ) '""]",0.060463022,0.939537,2
30,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` ritz-carlton dining room ( buckhead ) ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,682,"('rtable_name', 'rtable_city')","[""` brookhaven cafe '"", 'atlanta']","[""` ritz-carlton dining room ( buckhead ) '"", 'atlanta']",0.077952154,0.92204785,2
29,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-231-5907,vegetarian,682,"('rtable_name', 'rtable_addr')","[""` brookhaven cafe '"", ""' 4274 peachtree rd. '""]","[""` ritz-carlton dining room ( buckhead ) '"", ""' 3434 peachtree rd. ne '""]",0.078753754,0.9212462,2
28,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` ritz-carlton dining room ( buckhead ) ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,682,"('rtable_name',)","[""` brookhaven cafe '""]","[""` ritz-carlton dining room ( buckhead ) '""]",0.077952154,0.92204785,2
12,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,cafeterias,715,"('rtable_res_type', 'rtable_class')","['vegetarian', 682]","['cafeterias', 715]",0.43102422,0.5689758,2
11,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-688-5855,cafeterias,682,"('rtable_phone', 'rtable_res_type')","['404-231-5907', 'vegetarian']","['404-688-5855', 'cafeterias']",0.37286752,0.6271325,2
10,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,cafeterias,682,"('rtable_city', 'rtable_res_type')","['atlanta', 'vegetarian']","['atlanta', 'cafeterias']",0.37286752,0.6271325,2
