,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,samsung s2 640gb usb 3.0 portable external hard drive red,hard drives,samsung,hx-mta64da / g42,56.88,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,external hard drives,samsung,hx-mta64da / g32,84.99,1
1,samsung s2 640gb usb 3.0 portable external hard drive red,hard drives,samsung,hx-mta64da / g42,78.88,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,coaxial speakers,samsung,hx-mta64da / g32,84.99,1
2,tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets,hard drives,samsung,hx-mta64da / g42,78.88,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,external hard drives,samsung,hx-mta64da / g32,84.99,1
3,samsung s2 640gb usb 3.0 portable external hard drive red,hard drives,samsung,hx-mta64da / g42,78.88,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,digital cameras,tops,hx-mta64da / g32,84.99,1
4,accell ultraav displayport multi-monitor adapter,hard drives,samsung,be750g,78.88,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,external hard drives,samsung,hx-mta64da / g32,84.99,1
5,samsung s2 640gb usb 3.0 portable external hard drive red,hard drives,samsung,dct6s,78.88,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,external hard drives,samsung,it4ll-gmt,84.99,1
6,samsung s2 640gb usb 3.0 portable external hard drive red,hard drives,samsung,be750g,23.98,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,external hard drives,samsung,hx-mta64da / g32,84.99,1
7,samsung s2 640gb usb 3.0 portable external hard drive red,hard drives,samsung,hx-mta64da / g42,78.88,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box,external hard drives,samsung,hx-mta64da / g32,84.99,1
8,samsung s2 640gb usb 3.0 portable external hard drive red,hard drives,samsung,hx-mta64da / g42,78.88,griffin technology formfit for ipod touch 4g pink clear,external hard drives,samsung,hx-mta64da / g32,84.99,1
9,balt wheasel easel adjustable melamine dry erase board white,hard drives,samsung,hx-mta64da / g42,94.54,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,external hard drives,samsung,hx-mta64da / g32,84.99,1
