,summary,type,latency,match,label,row,prediction
0,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_CopyRight    0.8
dtype: float64",certa,48.31246537399966,0.0,0.0,3505-30346,[0.8138823  0.18611771]
1,"ltable_Song_Name/ltable_Artist_Name/ltable_Album_Name/ltable_Genre/ltable_CopyRight/ltable_Time    0.9
dtype: float64",certa,58.33039533800002,0.0,0.0,5343-47894,[0.98534596 0.01465407]
2,"rtable_Song_Name/rtable_Artist_Name    1.0
dtype: float64",certa,98.45365517900063,1.0,1.0,3354-17643,[0.07626778 0.9237322 ]
3,"rtable_Song_Name/rtable_Artist_Name/rtable_Genre/rtable_CopyRight/rtable_Released    0.5
dtype: float64",certa,53.04025650299991,0.0,0.0,1268-34910,[9.9972683e-01 2.7318878e-04]
4,"rtable_Song_Name      0.0
rtable_Artist_Name    0.0
rtable_Album_Name     0.0
rtable_Genre          0.0
rtable_Price          0.0
rtable_CopyRight      0.0
rtable_Time           0.0
rtable_Released       0.0
dtype: float64",certa,61.46161614599987,0.0,0.0,1176-34919,[9.9985397e-01 1.4605506e-04]
5,"ltable_Song_Name/ltable_Artist_Name/ltable_Album_Name/ltable_Genre/ltable_Price/ltable_CopyRight/ltable_Time    0.7
dtype: float64",certa,64.31009814199933,0.0,0.0,1156-28014,[9.9994147e-01 5.8491165e-05]
6,"ltable_Song_Name/ltable_Album_Name/ltable_Price/ltable_CopyRight    0.7
dtype: float64",certa,35.7788715939987,0.0,0.0,2718-17189,[9.999311e-01 6.886169e-05]
7,"ltable_Song_Name/ltable_Album_Name/ltable_Genre/ltable_CopyRight    0.5
dtype: float64",certa,62.760534390999965,0.0,0.0,1164-28001,[9.9993587e-01 6.4187989e-05]
8,"ltable_Song_Name/ltable_Artist_Name/ltable_Time    0.7
ltable_Song_Name/ltable_Genre                      0.7
dtype: float64",certa,65.36768152200057,0.0,0.0,271-53030,[0.7644293  0.23557073]
9,"rtable_Song_Name/rtable_Artist_Name/rtable_Genre/rtable_Price    0.8
rtable_Song_Name/rtable_Artist_Name/rtable_Genre/rtable_Time     0.8
dtype: float64",certa,56.124252637999234,0.0,0.0,796-33113,[0.5567817  0.44321832]
10,"ltable_Song_Name/ltable_Artist_Name/ltable_Album_Name/ltable_Genre/ltable_CopyRight    0.7
dtype: float64",certa,98.07874409299984,0.0,0.0,3922-43866,[0.98714125 0.01285875]
11,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_CopyRight/rtable_Time/rtable_Released    1.0
dtype: float64",certa,52.9707872300005,0.0,0.0,2748-17158,[0.9946853  0.00531464]
12,"rtable_Song_Name/rtable_Artist_Name                    1.0
rtable_Song_Name/rtable_Album_Name/rtable_Time         1.0
rtable_Song_Name/rtable_Album_Name/rtable_CopyRight    1.0
rtable_Song_Name/rtable_Album_Name/rtable_Genre        1.0
dtype: float64",certa,149.608547748001,1.0,1.0,5761-21517,[0.06778347 0.9322165 ]
13,"rtable_Artist_Name    1.0
dtype: float64",certa,104.14422822000051,1.0,1.0,5726-4470,[0.2040645 0.7959355]
14,"ltable_Song_Name/ltable_Artist_Name/ltable_Album_Name/ltable_Genre/ltable_CopyRight    0.4
dtype: float64",certa,73.2455774250011,0.0,0.0,306-22303,[0.9988086  0.00119142]
15,"rtable_Song_Name/rtable_Artist_Name               0.9
rtable_Song_Name/rtable_CopyRight                 0.9
rtable_Song_Name/rtable_Released                  0.9
rtable_Song_Name/rtable_Album_Name/rtable_Time    0.9
dtype: float64",certa,97.92017814399878,1.0,1.0,1636-27530,[0.29398432 0.7060157 ]
