,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,"a requirement-based approach to data modeling and re-engineering a muntz , c ramiller 1994",,vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_authors')","['multi-dimensional substring selectivity estimation', 'h jagadish , o kapitskaia , r ng , d srivastava']","['a requirement-based approach to data modeling and re-engineering a muntz , c ramiller 1994', nan]",0.005986796,0.99401325,2
35,"anipqo : almost non-intrusive parametric query optimization for nonlinear cost functions a hulgeri , s sudarshan 2003","h jagadish , o kapitskaia , r ng , d srivastava",vldb,,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_year')","['multi-dimensional substring selectivity estimation', 1999.0]","['anipqo : almost non-intrusive parametric query optimization for nonlinear cost functions a hulgeri , s sudarshan 2003', nan]",0.029591937,0.9704081,2
34,"anipqo : almost non-intrusive parametric query optimization for nonlinear cost functions a hulgeri , s sudarshan 2003","h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_venue')","['multi-dimensional substring selectivity estimation', 'vldb']","['anipqo : almost non-intrusive parametric query optimization for nonlinear cost functions a hulgeri , s sudarshan 2003', 'vldb']",0.013180741,0.98681927,2
33,"anipqo : almost non-intrusive parametric query optimization for nonlinear cost functions a hulgeri , s sudarshan 2003",,vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_authors')","['multi-dimensional substring selectivity estimation', 'h jagadish , o kapitskaia , r ng , d srivastava']","['anipqo : almost non-intrusive parametric query optimization for nonlinear cost functions a hulgeri , s sudarshan 2003', nan]",0.00023734705,0.9997627,2
32,"anipqo : almost non-intrusive parametric query optimization for nonlinear cost functions a hulgeri , s sudarshan 2003","h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title',)",['multi-dimensional substring selectivity estimation'],"['anipqo : almost non-intrusive parametric query optimization for nonlinear cost functions a hulgeri , s sudarshan 2003']",0.013180741,0.98681927,2
28,efficient concurrency control in multidimensional access methods 1999,"k chakrabarti , s mehrotra",vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_authors')","['multi-dimensional substring selectivity estimation', 'h jagadish , o kapitskaia , r ng , d srivastava']","['efficient concurrency control in multidimensional access methods 1999', 'k chakrabarti , s mehrotra']",0.007666923,0.99233305,2
24,"a modified random perturbation method for database security p tendick , n matloff",,vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_authors')","['multi-dimensional substring selectivity estimation', 'h jagadish , o kapitskaia , r ng , d srivastava']","['a modified random perturbation method for database security p tendick , n matloff', nan]",0.033094026,0.96690595,2
18,efficient and transparent application recovery in client-server information systems sigmod conference,"h jagadish , o kapitskaia , r ng , d srivastava",,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_venue')","['multi-dimensional substring selectivity estimation', 'vldb']","['efficient and transparent application recovery in client-server information systems sigmod conference', nan]",0.008217015,0.991783,2
17,efficient and transparent application recovery in client-server information systems sigmod conference,"d lomet , g weikum",vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_authors')","['multi-dimensional substring selectivity estimation', 'h jagadish , o kapitskaia , r ng , d srivastava']","['efficient and transparent application recovery in client-server information systems sigmod conference', 'd lomet , g weikum']",4.529754e-05,0.9999547,2
16,efficient and transparent application recovery in client-server information systems sigmod conference,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title',)",['multi-dimensional substring selectivity estimation'],['efficient and transparent application recovery in client-server information systems sigmod conference'],0.0049748337,0.9950251,2
11,efficient snapshot differential algorithms for data warehousing vldb,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1996.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_year')","['multi-dimensional substring selectivity estimation', 1999.0]","['efficient snapshot differential algorithms for data warehousing vldb', 1996.0]",0.00059755315,0.9994024,2
19,efficient and transparent application recovery in client-server information systems sigmod conference,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1998.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_year')","['multi-dimensional substring selectivity estimation', 1999.0]","['efficient and transparent application recovery in client-server information systems sigmod conference', 1998.0]",0.0049748337,0.9950251,2
40,fast and accurate text classification via multiple linear discriminant projections pp vldb j.,"s chakrabarti , s roy , m soundalgekar",vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_authors')","['multi-dimensional substring selectivity estimation', 'h jagadish , o kapitskaia , r ng , d srivastava']","['fast and accurate text classification via multiple linear discriminant projections pp vldb j.', 's chakrabarti , s roy , m soundalgekar']",0.0025726208,0.9974274,2
9,efficient snapshot differential algorithms for data warehousing vldb,"w labio , h garcia-molina",vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_authors')","['multi-dimensional substring selectivity estimation', 'h jagadish , o kapitskaia , r ng , d srivastava']","['efficient snapshot differential algorithms for data warehousing vldb', 'w labio , h garcia-molina']",6.496557e-05,0.99993503,2
8,efficient snapshot differential algorithms for data warehousing vldb,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title',)",['multi-dimensional substring selectivity estimation'],['efficient snapshot differential algorithms for data warehousing vldb'],0.00059755426,0.9994024,2
44,efficient algorithms for processing xpath queries 2002,"g gottlob , c koch , r pichler",vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_authors')","['multi-dimensional substring selectivity estimation', 'h jagadish , o kapitskaia , r ng , d srivastava']","['efficient algorithms for processing xpath queries 2002', 'g gottlob , c koch , r pichler']",0.09225132,0.90774864,2
4,"xmill : an efficient compressor for xml data h liefke , d suciu sigmod conference 2000",,vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_authors')","['multi-dimensional substring selectivity estimation', 'h jagadish , o kapitskaia , r ng , d srivastava']","['xmill : an efficient compressor for xml data h liefke , d suciu sigmod conference 2000', nan]",0.056519367,0.9434806,2
