,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,Anything Goes,David Guetta,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"Dance , Music",$ 1.29,21-Aug-09,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],3:42,Mississippi-The Album ( Explicit Version ),David Banner,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",Pop,$ 0.99,"February 14 , 2011",One Love ( Feat . Estelle ; Continuous Mix Version ),3:48,1
1,One Love ( Deluxe Version ),David Guetta,‰ ãÑ 2010 Bad Boy/Interscope Records,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,21-Aug-09,Here 's to the Good Times,2:51,Live At Carnegie Hall [ Explicit ],David Banner,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",Pop,$ 0.99,"June 11 , 2013",Anything Goes,4:10,1
2,One Love ( Deluxe Version ),David Guetta,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD","Dance , Music",$ 1.29,21-Aug-09,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],3:42,Live At Carnegie Hall [ Explicit ],Shinedown,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",Pop,$ 0.99,"May 20 , 2003",Money Right ( feat . Rick Ross & Brisco ) [ Explicit ],3:42,1
3,Anything Goes,Naughty Boy,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"Dance , Music",$ 1.29,21-Aug-09,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],3:42,Leave A Whisper,David Banner,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",Pop,$ 0.99,"February 14 , 2011",One Love ( Feat . Estelle ; Continuous Mix Version ),3:48,1
4,One Love ( Deluxe Version ),Mark Ronson,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD","Dance , Music",$ 1.29,21-Aug-09,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],3:42,Live At Carnegie Hall [ Explicit ],Shinedown,2012 Blue Drum Records,Pop,$ 0.99,"May 20 , 2003",Money Right ( feat . Rick Ross & Brisco ) [ Explicit ],3:42,1
5,One Love ( Deluxe Version ),David Guetta,2010 Gum Prod licence exclusive Parlophone Music France,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.99,18-May-15,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],2:01,Mississippi-The Album ( Explicit Version ),David Banner,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",Country,$ 1.29,"May 20 , 2003",Choose Me ( Album Version ( Edited ) ) [ feat . Sky ] [ Clean ],2:01,1
6,Anything Goes,Naughty Boy,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"Dance , Music",$ 1.29,21-Aug-09,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],3:42,Mississippi-The Album ( Explicit Version ),David Banner,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",Pop,$ 0.99,"February 14 , 2011",One Love ( Feat . Estelle ; Continuous Mix Version ),3:48,1
7,One Love ( Deluxe Version ),Drake,2015 KIDinaKORNER/Interscope Records,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,21-Aug-09,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],4:32,Mississippi-The Album ( Explicit Version ),Flo Rida,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",Rock,$ 0.99,"May 20 , 2003",Choose Me ( Album Version ( Edited ) ) [ feat . Sky ] [ Clean ],4:41,1
8,One Love ( Deluxe Version ),Mark Ronson,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD","Dance , Music",$ 0.99,21-Aug-09,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],3:42,Live At Carnegie Hall [ Explicit ],Shinedown,2012 Blue Drum Records,Pop,$ 0.99,"May 20 , 2003",Money Right ( feat . Rick Ross & Brisco ) [ Explicit ],3:42,1
9,Listen,"Diddy - Dirty Money , Chris Brown , Wiz Khalifa & Seven",2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,"Dance , Music",$ 0.99,1-Jun-15,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],4:32,Mississippi-The Album ( Explicit Version ),Snoop Dogg,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",Pop,$ 0.99,"May 20 , 2003",Choose Me ( Album Version ( Edited ) ) [ feat . Sky ] [ Clean ],4:24,1
