,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,pioneer 6.5 3-way speakers 300w,car stereos,pioneer,ts-a1674r,90.88,pioneer ts-w3002d4 12 in . champion series pro subwoofer with 3500 watts,coaxial speakers,pioneer,ts-a1683r,46.99,"('rtable_title',)",['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers'],['pioneer ts-w3002d4 12 in . champion series pro subwoofer with 3500 watts'],0.0121657,0.98783433,2
57,pioneer 6.5 3-way speakers 300w,car stereos,pioneer,ts-a1674r,90.88,pioneer tsd1602r 6.5 inch two-way speakers with 260 watts max power,coaxial speakers,pioneer,ts-a1683r,46.99,"('rtable_title', 'rtable_category')","['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers', 'coaxial speakers']","['pioneer tsd1602r 6.5 inch two-way speakers with 260 watts max power', 'coaxial speakers']",0.01015825,0.98984176,2
84,pioneer 6.5 3-way speakers 300w,car stereos,pioneer,ts-a1674r,90.88,pioneer ts-w3002d2 12 in . champion series pro subwoofer with 3500 watts,coaxial speakers,pioneer,ts-a1683r,,"('rtable_title', 'rtable_price')","['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers', 46.99]","['pioneer ts-w3002d2 12 in . champion series pro subwoofer with 3500 watts', nan]",0.18478456,0.81521547,2
83,pioneer 6.5 3-way speakers 300w,car stereos,pioneer,ts-a1674r,90.88,pioneer ts-w3002d2 12 in . champion series pro subwoofer with 3500 watts,coaxial speakers,pioneer,ts-w3002d2,46.99,"('rtable_title', 'rtable_modelno')","['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers', 'ts-a1683r']","['pioneer ts-w3002d2 12 in . champion series pro subwoofer with 3500 watts', 'ts-w3002d2']",0.012165689,0.98783433,2
82,pioneer 6.5 3-way speakers 300w,car stereos,pioneer,ts-a1674r,90.88,pioneer ts-w3002d2 12 in . champion series pro subwoofer with 3500 watts,coaxial speakers,pioneer,ts-a1683r,46.99,"('rtable_title', 'rtable_brand')","['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers', 'pioneer']","['pioneer ts-w3002d2 12 in . champion series pro subwoofer with 3500 watts', 'pioneer']",0.012165689,0.98783433,2
81,pioneer 6.5 3-way speakers 300w,car stereos,pioneer,ts-a1674r,90.88,pioneer ts-w3002d2 12 in . champion series pro subwoofer with 3500 watts,component subwoofers,pioneer,ts-a1683r,46.99,"('rtable_title', 'rtable_category')","['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers', 'coaxial speakers']","['pioneer ts-w3002d2 12 in . champion series pro subwoofer with 3500 watts', 'component subwoofers']",0.026281074,0.97371894,2
80,pioneer 6.5 3-way speakers 300w,car stereos,pioneer,ts-a1674r,90.88,pioneer ts-w3002d2 12 in . champion series pro subwoofer with 3500 watts,coaxial speakers,pioneer,ts-a1683r,46.99,"('rtable_title',)",['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers'],['pioneer ts-w3002d2 12 in . champion series pro subwoofer with 3500 watts'],0.0121657,0.98783433,2
32,pioneer 6.5 3-way speakers 300w,car stereos,pioneer,ts-a1674r,90.88,kenwood kfc-c6893ps 6 x 8 3-way car speakers,coaxial speakers,pioneer,ts-a1683r,43.45,"('rtable_title', 'rtable_price')","['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers', 46.99]","['kenwood kfc-c6893ps 6 x 8 3-way car speakers', 43.45]",0.20201227,0.7979877,2
20,pioneer 6.5 3-way speakers 300w,car stereos,pioneer,ts-a1674r,90.88,kenwood kfc-6993ps 6-inch x 9-inch performance series 5-way speaker system,coaxial speakers,pioneer,ts-a1683r,45.19,"('rtable_title', 'rtable_price')","['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers', 46.99]","['kenwood kfc-6993ps 6-inch x 9-inch performance series 5-way speaker system', 45.19]",0.12417549,0.8758245,2
72,pioneer 6.5 3-way speakers 300w,car stereos,pioneer,ts-a1674r,90.88,kenwood kfc-1693ps 6.5-inch performance series speaker system,coaxial speakers,pioneer,ts-a1683r,43.35,"('rtable_title', 'rtable_price')","['pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers', 46.99]","['kenwood kfc-1693ps 6.5-inch performance series speaker system', 43.35]",0.33681536,0.66318464,2
