,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,outcome
0,microsoft excel 2004 ( mac ),steinberg,229.99,microsoft ( r ) office ultimate 2007,nan,539.95,1
1,microsoft excel 2004 ( mac ),intuit,229.99,apple apple mac os x server 10 4 7 10 client,nan,539.95,1
2,microsoft excel 2004 ( mac ),sony-pictures-digital-entertainment,229.99,adobe contribute cs3 upgrade,nan,539.95,1
3,microsoft excel 2004 ( mac ),microsoft,159.98,microsoft ( r ) office ultimate 2007,nan,47.36,1
4,acrobat professional 8 ( windows ),microsoft,229.99,microsoft ( r ) office ultimate 2007,sibelius-software-ltd .,539.95,1
5,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft ( r ) office ultimate 2007,nan,88.8,1
6,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft office 2004 student/teacher,nan,539.95,1
7,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft ( r ) office ultimate 2007,nan,499.0,1
8,microsoft excel 2004 ( mac ),nolo press,229.99,microsoft ( r ) office ultimate 2007,nan,1659.99,1
9,microsoft excel 2004 ( mac ),microsoft licenses,49.99,microsoft ( r ) office ultimate 2007,nan,539.95,1
