,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,cure : an efficient clustering algorithm for large databases,"enk ka , aw fu",,,"('rtable_title',)",['efficient algorithm for projected clustering'],['cure : an efficient clustering algorithm for large databases'],0.07291889190673828,0.9270811080932617,2
326,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,"krishnamurthy 1992 : s. ganguly , w. hasan , and r. krishnamurthy , query optimization for parallel",h ganguly,,,"('rtable_title', 'rtable_authors')","['efficient algorithm for projected clustering', 'enk ka , aw fu']","['krishnamurthy 1992 : s. ganguly , w. hasan , and r. krishnamurthy , query optimization for parallel', 'h ganguly']",0.08910733461380005,0.9108926653862,2
160,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,"krishnamurthy 1992 : s. ganguly , w. hasan , and r. krishnamurthy , query optimization for parallel",h ganguly,,,"('rtable_title', 'rtable_authors')","['efficient algorithm for projected clustering', 'enk ka , aw fu']","['krishnamurthy 1992 : s. ganguly , w. hasan , and r. krishnamurthy , query optimization for parallel', 'h ganguly']",0.08910733461380005,0.9108926653862,2
161,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,efficient algorithm for projected clustering,h ganguly,proc . acm sigmod,,"('rtable_authors', 'rtable_venue')","['enk ka , aw fu', nan]","['h ganguly', 'proc . acm sigmod']",0.10338884592056274,0.8966111540794373,2
166,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,cure : an efficient clustering algorithm for large databases,"enk ka , aw fu",,,"('rtable_title',)",['efficient algorithm for projected clustering'],['cure : an efficient clustering algorithm for large databases'],0.0738402009010315,0.9261597990989685,2
167,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,cure : an efficient clustering algorithm for large databases,"g sudipto , r rastogi , k shim",,,"('rtable_title', 'rtable_authors')","['efficient algorithm for projected clustering', 'enk ka , aw fu']","['cure : an efficient clustering algorithm for large databases', 'g sudipto , r rastogi , k shim']",0.05850863456726074,0.9414913654327393,2
168,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,cure : an efficient clustering algorithm for large databases,"enk ka , aw fu","proceedings of acm sigmod international conference on & hellip ; ,",,"('rtable_title', 'rtable_venue')","['efficient algorithm for projected clustering', nan]","['cure : an efficient clustering algorithm for large databases', 'proceedings of acm sigmod international conference on & hellip ; ,']",0.05892986059188843,0.9410701394081116,2
169,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,cure : an efficient clustering algorithm for large databases,"enk ka , aw fu",,,"('rtable_title', 'rtable_year')","['efficient algorithm for projected clustering', nan]","['cure : an efficient clustering algorithm for large databases', nan]",0.07291889190673828,0.9270811080932617,2
320,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,efficient algorithm for projected clustering,"s guha , r rastogi",,,"('rtable_authors', 'rtable_year')","['enk ka , aw fu', nan]","['s guha , r rastogi', nan]",0.09112805128097534,0.9088719487190247,2
319,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,efficient algorithm for projected clustering,"s guha , r rastogi",proc . acm sigmod int . conf . management of data,,"('rtable_authors', 'rtable_venue')","['enk ka , aw fu', nan]","['s guha , r rastogi', 'proc . acm sigmod int . conf . management of data']",0.05806779861450195,0.941932201385498,2
318,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,"r. and shim , k. 1998 . cure : an efficient clustering algorithm for large databases","enk ka , aw fu",proc . acm sigmod int . conf . management of data,,"('rtable_title', 'rtable_venue')","['efficient algorithm for projected clustering', nan]","['r. and shim , k. 1998 . cure : an efficient clustering algorithm for large databases', 'proc . acm sigmod int . conf . management of data']",0.4568502902984619,0.5431497097015381,2
317,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,"r. and shim , k. 1998 . cure : an efficient clustering algorithm for large databases","s guha , r rastogi",,,"('rtable_title', 'rtable_authors')","['efficient algorithm for projected clustering', 'enk ka , aw fu']","['r. and shim , k. 1998 . cure : an efficient clustering algorithm for large databases', 's guha , r rastogi']",0.05208200216293335,0.9479179978370667,2
174,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,cure : an efficient clustering algorithm for large data databases,"enk ka , aw fu",,,"('rtable_title',)",['efficient algorithm for projected clustering'],['cure : an efficient clustering algorithm for large data databases'],0.2807484269142151,0.7192515730857849,2
327,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,efficient algorithm for projected clustering,h ganguly,proc . acm sigmod,,"('rtable_authors', 'rtable_venue')","['enk ka , aw fu', nan]","['h ganguly', 'proc . acm sigmod']",0.1033887267112732,0.8966112732887268,2
175,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,efficient algorithm for projected clustering,"s guha , r rastogi , k shim",,,"('rtable_authors',)","['enk ka , aw fu']","['s guha , r rastogi , k shim']",0.08488422632217407,0.9151157736778259,2
177,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,cure : an efficient clustering algorithm for large data databases,"enk ka , aw fu","proc . of the acm sigmod ,",,"('rtable_title', 'rtable_venue')","['efficient algorithm for projected clustering', nan]","['cure : an efficient clustering algorithm for large data databases', 'proc . of the acm sigmod ,']",0.06987375020980835,0.9301262497901917,2
178,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,cure : an efficient clustering algorithm for large data databases,"enk ka , aw fu",,,"('rtable_title', 'rtable_year')","['efficient algorithm for projected clustering', nan]","['cure : an efficient clustering algorithm for large data databases', nan]",0.28112393617630005,0.7188760638237,2
179,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,efficient algorithm for projected clustering,"s guha , r rastogi , k shim","proc . of the acm sigmod ,",,"('rtable_authors', 'rtable_venue')","['enk ka , aw fu', nan]","['s guha , r rastogi , k shim', 'proc . of the acm sigmod ,']",0.05362534523010254,0.9463746547698975,2
180,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,efficient algorithm for projected clustering,"s guha , r rastogi , k shim",,,"('rtable_authors', 'rtable_year')","['enk ka , aw fu', nan]","['s guha , r rastogi , k shim', nan]",0.08476424217224121,0.9152357578277588,2
316,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,efficient algorithm for projected clustering,"s guha , r rastogi",,,"('rtable_authors',)","['enk ka , aw fu']","['s guha , r rastogi']",0.09122985601425171,0.9087701439857483,2
186,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,efficient algorithm for projected clustering,"s guha , r rostogi , k shim",,,"('rtable_authors',)","['enk ka , aw fu']","['s guha , r rostogi , k shim']",0.08539372682571411,0.9146062731742859,2
187,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,cure : an efficient clustering algorithm for categorical attributes,"s guha , r rostogi , k shim",,,"('rtable_title', 'rtable_authors')","['efficient algorithm for projected clustering', 'enk ka , aw fu']","['cure : an efficient clustering algorithm for categorical attributes', 's guha , r rostogi , k shim']",0.10688334703445435,0.8931166529655457,2
188,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,efficient algorithm for projected clustering,"s guha , r rostogi , k shim","proc . of 1998 acm-sigmod int . conf . on management of data ,",,"('rtable_authors', 'rtable_venue')","['enk ka , aw fu', nan]","['s guha , r rostogi , k shim', 'proc . of 1998 acm-sigmod int . conf . on management of data ,']",0.05468940734863281,0.9453105926513672,2
189,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,efficient algorithm for projected clustering,"s guha , r rostogi , k shim",,,"('rtable_authors', 'rtable_year')","['enk ka , aw fu', nan]","['s guha , r rostogi , k shim', nan]",0.08539372682571411,0.9146062731742859,2
310,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,efficient algorithm for projected clustering,s guha,,,"('rtable_authors', 'rtable_year')","['enk ka , aw fu', nan]","['s guha', nan]",0.15733873844146729,0.8426612615585327,2
309,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,efficient algorithm for projected clustering,s guha,"proc . 1998 acm-sigmod int . conf . management of data ( sigmod & hellip ; ,",,"('rtable_authors', 'rtable_venue')","['enk ka , aw fu', nan]","['s guha', 'proc . 1998 acm-sigmod int . conf . management of data ( sigmod & hellip ; ,']",0.06336963176727295,0.936630368232727,2
308,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,"r. rastogi , and k. shim . cure : an efficient clustering algorithm for large databases","enk ka , aw fu","proc . 1998 acm-sigmod int . conf . management of data ( sigmod & hellip ; ,",,"('rtable_title', 'rtable_venue')","['efficient algorithm for projected clustering', nan]","['r. rastogi , and k. shim . cure : an efficient clustering algorithm for large databases', 'proc . 1998 acm-sigmod int . conf . management of data ( sigmod & hellip ; ,']",0.29790884256362915,0.7020911574363708,2
176,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,cure : an efficient clustering algorithm for large data databases,"s guha , r rastogi , k shim",,,"('rtable_title', 'rtable_authors')","['efficient algorithm for projected clustering', 'enk ka , aw fu']","['cure : an efficient clustering algorithm for large data databases', 's guha , r rastogi , k shim']",0.053661227226257324,0.9463387727737427,2
307,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,"r. rastogi , and k. shim . cure : an efficient clustering algorithm for large databases",s guha,,,"('rtable_title', 'rtable_authors')","['efficient algorithm for projected clustering', 'enk ka , aw fu']","['r. rastogi , and k. shim . cure : an efficient clustering algorithm for large databases', 's guha']",0.0458751916885376,0.9541248083114624,2
154,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,efficient algorithm for projected clustering,"s guha , r rastogi",,,"('rtable_authors', 'rtable_year')","['enk ka , aw fu', nan]","['s guha , r rastogi', nan]",0.09112805128097534,0.9088719487190247,2
152,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,"r. and shim , k. 1998 . cure : an efficient clustering algorithm for large databases","enk ka , aw fu",proc . acm sigmod int . conf . management of data,,"('rtable_title', 'rtable_venue')","['efficient algorithm for projected clustering', nan]","['r. and shim , k. 1998 . cure : an efficient clustering algorithm for large databases', 'proc . acm sigmod int . conf . management of data']",0.45685023069381714,0.5431497693061829,2
122,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998.0,efficient algorithm for projected clustering,"s guha , r rastogi , k shim","proc . acm sigmod ,",,"('rtable_authors', 'rtable_venue')","['enk ka , aw fu', nan]","['s guha , r rastogi , k shim', 'proc . acm sigmod ,']",0.05352681875228882,0.9464731812477112,2
