,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` steakhouse the ',' 128 e. fremont st. ',` las vegas ',702-894-7350,continental,657,"('rtable_name', 'rtable_addr')","[""` buccaneer bay club '"", ""' 3300 las vegas blvd. s. '""]","[""` steakhouse the '"", ""' 128 e. fremont st. '""]",0.2599404,0.7400596,2
39,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` piero \ 's restaurant ',' 3300 las vegas blvd. s. ',` las vegas ',702-369-2305,continental,657,"('rtable_name', 'rtable_phone')","[""` buccaneer bay club '"", '702-894-7350']","[""` piero \\ 's restaurant '"", '702-369-2305']",0.18062189,0.81937814,2
38,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` piero \ 's restaurant ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657,"('rtable_name', 'rtable_city')","[""` buccaneer bay club '"", ""` las vegas '""]","[""` piero \\ 's restaurant '"", ""` las vegas '""]",0.18062189,0.81937814,2
37,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` piero \ 's restaurant ',' 355 convention center dr. ',` las vegas ',702-894-7350,continental,657,"('rtable_name', 'rtable_addr')","[""` buccaneer bay club '"", ""' 3300 las vegas blvd. s. '""]","[""` piero \\ 's restaurant '"", ""' 355 convention center dr. '""]",0.46807715,0.5319228,2
36,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` piero \ 's restaurant ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657,"('rtable_name',)","[""` buccaneer bay club '""]","[""` piero \\ 's restaurant '""]",0.18062189,0.81937814,2
60,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` morton \ 's of chicago ( las vegas ) ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657,"('rtable_name',)","[""` buccaneer bay club '""]","[""` morton \\ 's of chicago ( las vegas ) '""]",0.18249501,0.81750494,2
61,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657,"('rtable_name', 'rtable_addr')","[""` buccaneer bay club '"", ""' 3300 las vegas blvd. s. '""]","[""` morton \\ 's of chicago ( las vegas ) '"", ""' 3200 las vegas blvd. s. '""]",0.28676626,0.7132337,2
62,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` morton \ 's of chicago ( las vegas ) ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657,"('rtable_name', 'rtable_city')","[""` buccaneer bay club '"", ""` las vegas '""]","[""` morton \\ 's of chicago ( las vegas ) '"", ""` las vegas '""]",0.18249539,0.81750464,2
63,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` morton \ 's of chicago ( las vegas ) ',' 3300 las vegas blvd. s. ',` las vegas ',702-893-0703,continental,657,"('rtable_name', 'rtable_phone')","[""` buccaneer bay club '"", '702-894-7350']","[""` morton \\ 's of chicago ( las vegas ) '"", '702-893-0703']",0.18249501,0.81750494,2
24,` cafe roma ',' 4041 audrie st. at flamingo rd. ',` las vegas ',702/731 -7547,` coffee shops/diners ',426,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657,"('ltable_addr', 'ltable_class')","[""' 3570 las vegas blvd. s '"", 433]","[""' 4041 audrie st. at flamingo rd. '"", 426]",0.21995737,0.78004265,2
23,` cafe roma ',' 4041 audrie st. at flamingo rd. ',` las vegas ',702/731 -7547,italian,433,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657,"('ltable_addr', 'ltable_res_type')","[""' 3570 las vegas blvd. s '"", ""` coffee shops/diners '""]","[""' 4041 audrie st. at flamingo rd. '"", 'italian']",0.09540221,0.9045978,2
22,` cafe roma ',' 4041 audrie st. at flamingo rd. ',` las vegas ',702/732 -1424,` coffee shops/diners ',433,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657,"('ltable_addr', 'ltable_phone')","[""' 3570 las vegas blvd. s '"", '702/731 -7547']","[""' 4041 audrie st. at flamingo rd. '"", '702/732 -1424']",0.3351605,0.66483945,2
21,` cafe roma ',' 4041 audrie st. at flamingo rd. ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657,"('ltable_addr', 'ltable_city')","[""' 3570 las vegas blvd. s '"", ""` las vegas '""]","[""' 4041 audrie st. at flamingo rd. '"", ""` las vegas '""]",0.3351605,0.66483945,2
40,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` piero \ 's restaurant ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,italian,657,"('rtable_name', 'rtable_res_type')","[""` buccaneer bay club '"", 'continental']","[""` piero \\ 's restaurant '"", 'italian']",0.0724924,0.92750764,2
64,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` morton \ 's of chicago ( las vegas ) ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,667,"('rtable_name', 'rtable_class')","[""` buccaneer bay club '"", 657]","[""` morton \\ 's of chicago ( las vegas ) '"", 667]",0.22519523,0.7748048,2
20,` cafe roma ',' 4041 audrie st. at flamingo rd. ',` las vegas ',702/731 -7547,` coffee shops/diners ',433,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,continental,657,"('ltable_addr',)","[""' 3570 las vegas blvd. s '""]","[""' 4041 audrie st. at flamingo rd. '""]",0.3351605,0.66483945,2
