,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 3570 las vegas blvd. s ',` las vegas ',144.0,` circus circus ',702/734 -0410,buffets,' 3595 las vegas blvd. s. ',` santa monica ',664.0,` michael \ 's ( las vegas ) ',702-737-7111,continental,1
1,' 3570 las vegas blvd. s ',` las vegas ',144.0,` circus circus ',702/734 -0410,buffets,' 3595 las vegas blvd. s. ',` las vegas ',664.0,` michael \ 's ( las vegas ) ',702-737-7111,continental,1
2,' 2880 las vegas blvd. s ',` las vegas ',84.0,` circus circus ',702/734 -0410,buffets,' 3595 las vegas blvd. s. ',` las vegas ',664.0,` michael \ 's ( las vegas ) ',702-737-7111,continental,1
3,' 2880 las vegas blvd. s ',` las vegas ',144.0,` circus circus ',702/734 -0410,caribbean,' 3595 las vegas blvd. s. ',` las vegas ',664.0,` michael \ 's ( las vegas ) ',702-737-7111,continental,1
4,' 10250 santa monica blvd. ',` las vegas ',144.0,` circus circus ',702/734 -0410,buffets,' 3595 las vegas blvd. s. ',` las vegas ',664.0,` michael \ 's ( las vegas ) ',702-737-7111,continental,1
5,' 2880 las vegas blvd. s ',` las vegas ',84.0,` circus circus ',702/734 -0410,buffets,' 3595 las vegas blvd. s. ',` san francisco ',664.0,` michael \ 's ( las vegas ) ',702-737-7111,seafood,1
6,' 2355 peachtree rd. . peachtree battle shopping center ',` las vegas ',144.0,` circus circus ',702/734 -0410,` tel caribbean ',' 3595 las vegas blvd. s. ',` las vegas ',664.0,` michael \ 's ( las vegas ) ',702-737-7111,continental,1
7,' 2880 las vegas blvd. s ',` las vegas ',84.0,` circus circus ',702/734 -0410,buffets,'13 w. 54th st. ',` las vegas ',664.0,` michael \ 's ( las vegas ) ',702-737-7111,continental,1
8,' 2880 las vegas blvd. s ',` las vegas ',74.0,` circus circus ',702/734 -0410,buffets,' 3595 las vegas blvd. s. ',` las vegas ',664.0,` michael \ 's ( las vegas ) ',702-737-7111,chinese,1
9,' 2880 las vegas blvd. s ',atlanta,84.0,` circus circus ',702/734 -0410,buffets,' 3595 las vegas blvd. s. ',` las vegas ',664.0,` michael \ 's ( las vegas ) ',702-737-7111,continental,1
