,ltable_manufacturer,ltable_price,ltable_title,rtable_manufacturer,rtable_price,rtable_title,outcome
0,global-software-publishing,259.95,microsoft office & windows training,global-software-publishing,400.34,microsoft w87-02380 office sbe 2007 win32,1
1,sony-pictures-digital-entertainment,229.99,microsoft visio standard 2007,global-software-publishing,400.34,microsoft office visio standard 2007 ( pc ),1
2,global-software-publishing,259.95,learning quickbooks 2007,sibelius-software-ltd .,399.95,microsoft w87-02380 office sbe 2007 win32,1
3,sony-pictures-digital-entertainment,229.99,microsoft visio standard 2007,global-software-publishing,400.34,microsoft w87-02380 office sbe 2007 win32,1
4,me-too-software,19.99,microsoft visio standard 2007,global-software-publishing,79.99,microsoft w87-02380 office sbe 2007 win32,1
5,global-software-publishing,49.99,microsoft visio standard 2007,sibelius-software-ltd .,400.34,microsoft w87-02380 office sbe 2007 win32,1
6,global-software-publishing,259.95,microsoft visio standard 2007,sibelius-software-ltd .,400.34,microsoft w87-02380 office sbe 2007 win32,1
7,global-software-publishing,49.99,microsoft visio standard 2007,sibelius-software-ltd .,385.99,microsoft w87-02380 office sbe 2007 win32,1
8,global-software-publishing,259.95,learning quickbooks 2007,sibelius-software-ltd .,400.34,microsoft w87-02380 office sbe 2007 win32,1
9,global-software-publishing,69.95,microsoft visio standard 2007,global-software-publishing,400.34,microsoft w87-02380 office sbe 2007 win32,1
