,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,nan,nan,32.88,iosafe rugged 250gb usb 3.0 portable external hard drive iosafe 249.99,lenovo,nan,23056,102.24,nvidia geforce 310 dms59 pcie16 512mb 2port vga dvi graphics card 57y4167,0
1,nan,nan,35199,32.88,evga geforce 210 512mb ddr3 pci express graphics card electronics - general evga 512p31310lr,lenovo,nan,nan,16.87,nvidia geforce 310 dms59 pcie16 512mb 2port vga dvi graphics card 57y4167,0
2,nan,nan,nan,32.88,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,lenovo,nan,23056,102.24,nvidia geforce 310 dms59 pcie16 512mb 2port vga dvi graphics card 57y4167,0
3,nan,nan,nan,32.88,hp q3675a image transfer kit hp 194.84,lenovo,nan,icon4-blk,102.24,nvidia geforce 310 dms59 pcie16 512mb 2port vga dvi graphics card 57y4167,0
4,nan,nan,nan,32.88,evga geforce 210 512mb ddr3 pci express graphics card electronics - general evga 512p31310lr,antec,nan,gb01959,102.24,nvidia geforce 310 dms59 pcie16 512mb 2port vga dvi graphics card 57y4167,0
5,nan,nan,nan,32.88,evga geforce 210 512mb ddr3 pci express graphics card electronics - general evga 512p31310lr,lenovo,nan,01g-p3-1452-tr,102.24,arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b arrowmounts,0
6,nan,nan,nan,32.88,evga geforce 210 512mb ddr3 pci express graphics card electronics - general evga 512p31310lr,lenovo,nan,tricool 120mm,102.24,nvidia geforce 310 dms59 pcie16 512mb 2port vga dvi graphics card 57y4167,0
7,nan,nan,87062,32.88,evga geforce 210 512mb ddr3 pci express graphics card electronics - general evga 512p31310lr,lenovo,nan,nan,2608.99,nvidia geforce 310 dms59 pcie16 512mb 2port vga dvi graphics card 57y4167,0
8,paper mate,nan,nan,32.88,evga geforce 210 512mb ddr3 pci express graphics card electronics - general evga 512p31310lr,lenovo,nan,t048220,102.24,nvidia geforce 310 dms59 pcie16 512mb 2port vga dvi graphics card 57y4167,0
9,nan,nan,gbu421w6,32.88,evga geforce 210 512mb ddr3 pci express graphics card electronics - general evga 512p31310lr,lenovo,nan,tricool 120mm,102.24,nvidia geforce 310 dms59 pcie16 512mb 2port vga dvi graphics card 57y4167,0
