,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,hp ce505xd black laserjet print cartridges 2pk hp hp ce505xd 258.84,mp3 accessories,tribeca,nan,nan,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,nan,nan,it4ll-gmt,11.99,0
1,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,mp3 accessories,nan,nan,nan,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,nan,nan,it4ll-gmt,88.85,0
2,da-lite matte white gray carpeted picture king w keystone eliminator - hdtv format 92 diagonal electronics - general,mp3 accessories,nan,nan,nan,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,nan,mayline,it4ll-gmt,11.99,0
3,ifrogz ipod touch 4 luxe lean case white ifrogz it4ll-wht 24.99,mp3 accessories,nan,nan,nan,hewlett packard q3675a image transfer kit for hp color laserjet 4650 hp,nan,nan,it4ll-gmt,11.99,0
4,ifrogz ipod touch 4 luxe lean case white ifrogz it4ll-wht 24.99,mp3 accessories,nan,nan,7443.99,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,nan,nan,it4ll-gmt,11.99,0
5,ifrogz ipod touch 4 luxe lean case white ifrogz it4ll-wht 24.99,mp3 accessories,nan,sf16n4/tqp,nan,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3,nan,nan,it4ll-gmt,11.99,0
6,ifrogz ipod touch 4 luxe lean case white ifrogz it4ll-wht 24.99,mp3 accessories,nan,nan,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box printers pendaflex,nan,nan,be450g,11.99,0
7,lexmark e450h11a toner 11000 page-yield black printers e450h11a,mp3 accessories,nan,nan,nan,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,nan,nan,it4ll-gmt,11.99,0
8,ifrogz ipod touch 4 luxe lean case white ifrogz it4ll-wht 24.99,mp3 accessories,da-lite,nan,nan,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,nan,nan,it4ll-gmt,11.99,0
9,ifrogz ipod touch 4 luxe lean case white ifrogz it4ll-wht 24.99,mp3 accessories,nan,nan,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box printers pendaflex,nan,nan,it4ll-gmt,46.99,0
