,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,halcyon,'67 n. raymond ave. ',` los angeles ',818/585 -0855,asian,22,` yujean kang \ 's ','67 n. raymond ave. ',pasadena,818-585-0855,chinese,22,"('ltable_name',)","[""` yujean kang \\ 's gourmet chinese cuisine '""]",['halcyon'],0.9834674,0.016532643,2
241,` yujean kang \ 's gourmet chinese cuisine ','67 n. raymond ave. ',` los angeles ',818/585 -0855,asian,22,` yujean kang \ 's ',' 3799 las vegas blvd. s. ',pasadena,818-585-0855,chinese,674,"('rtable_addr', 'rtable_class')","[""'67 n. raymond ave. '"", 22]","[""' 3799 las vegas blvd. s. '"", 674]",0.95192534,0.04807465,2
111,` cafe roma ','67 n. raymond ave. ',` los angeles ',818/585 -0855,asian,433,` yujean kang \ 's ','67 n. raymond ave. ',pasadena,818-585-0855,chinese,22,"('ltable_name', 'ltable_class')","[""` yujean kang \\ 's gourmet chinese cuisine '"", 22]","[""` cafe roma '"", 433]",0.8259926,0.17400742,2
110,` cafe roma ','67 n. raymond ave. ',` los angeles ',818/585 -0855,` coffee shops/diners ',22,` yujean kang \ 's ','67 n. raymond ave. ',pasadena,818-585-0855,chinese,22,"('ltable_name', 'ltable_res_type')","[""` yujean kang \\ 's gourmet chinese cuisine '"", 'asian']","[""` cafe roma '"", ""` coffee shops/diners '""]",0.9241873,0.075812735,2
109,` cafe roma ','67 n. raymond ave. ',` los angeles ',702/731 -7547,asian,22,` yujean kang \ 's ','67 n. raymond ave. ',pasadena,818-585-0855,chinese,22,"('ltable_name', 'ltable_phone')","[""` yujean kang \\ 's gourmet chinese cuisine '"", '818/585 -0855']","[""` cafe roma '"", '702/731 -7547']",0.95600224,0.043997746,2
108,` cafe roma ','67 n. raymond ave. ',` las vegas ',818/585 -0855,asian,22,` yujean kang \ 's ','67 n. raymond ave. ',pasadena,818-585-0855,chinese,22,"('ltable_name', 'ltable_city')","[""` yujean kang \\ 's gourmet chinese cuisine '"", ""` los angeles '""]","[""` cafe roma '"", ""` las vegas '""]",0.9387524,0.061247595,2
107,` cafe roma ',' 3570 las vegas blvd. s ',` los angeles ',818/585 -0855,asian,22,` yujean kang \ 's ','67 n. raymond ave. ',pasadena,818-585-0855,chinese,22,"('ltable_name', 'ltable_addr')","[""` yujean kang \\ 's gourmet chinese cuisine '"", ""'67 n. raymond ave. '""]","[""` cafe roma '"", ""' 3570 las vegas blvd. s '""]",0.99999475,5.27175e-06,2
106,` cafe roma ','67 n. raymond ave. ',` los angeles ',818/585 -0855,asian,22,` yujean kang \ 's ','67 n. raymond ave. ',pasadena,818-585-0855,chinese,22,"('ltable_name',)","[""` yujean kang \\ 's gourmet chinese cuisine '""]","[""` cafe roma '""]",0.95600224,0.043997746,2
201,` yujean kang \ 's gourmet chinese cuisine ','67 n. raymond ave. ',` los angeles ',818/585 -0855,asian,22,` yujean kang \ 's ',' 296 bleecker st. ',` new york city ',818-585-0855,chinese,22,"('rtable_addr', 'rtable_city')","[""'67 n. raymond ave. '"", 'pasadena']","[""' 296 bleecker st. '"", ""` new york city '""]",0.6146934,0.38530654,2
82,` l \ ` udo ','67 n. raymond ave. ',` los angeles ',818/585 -0855,french,22,` yujean kang \ 's ','67 n. raymond ave. ',pasadena,818-585-0855,chinese,22,"('ltable_name', 'ltable_res_type')","[""` yujean kang \\ 's gourmet chinese cuisine '"", 'asian']","[""` l \\ ` udo '"", 'french']",0.5306454,0.4693546,2
81,` l \ ` udo ','67 n. raymond ave. ',` new york ',818/585 -0855,asian,22,` yujean kang \ 's ','67 n. raymond ave. ',pasadena,818-585-0855,chinese,22,"('ltable_name', 'ltable_city')","[""` yujean kang \\ 's gourmet chinese cuisine '"", ""` los angeles '""]","[""` l \\ ` udo '"", ""` new york '""]",0.9099216,0.09007837,2
80,` l \ ` udo ',' 432 lafayette st. near astor pl . ',` los angeles ',818/585 -0855,asian,22,` yujean kang \ 's ','67 n. raymond ave. ',pasadena,818-585-0855,chinese,22,"('ltable_name', 'ltable_addr')","[""` yujean kang \\ 's gourmet chinese cuisine '"", ""'67 n. raymond ave. '""]","[""` l \\ ` udo '"", ""' 432 lafayette st. near astor pl . '""]",0.78721875,0.21278118,2
278,` yujean kang \ 's gourmet chinese cuisine ','67 n. raymond ave. ',` los angeles ',818/585 -0855,asian,22,` la grotta ',' 2637 peachtree rd. ne ',pasadena,818-585-0855,chinese,22,"('rtable_name', 'rtable_addr')","[""` yujean kang \\ 's '"", ""'67 n. raymond ave. '""]","[""` la grotta '"", ""' 2637 peachtree rd. ne '""]",0.99140865,0.008591405,2
64,` pleasant peasant ',' 555 peachtree st. at linden ave. ',` los angeles ',818/585 -0855,asian,22,` yujean kang \ 's ','67 n. raymond ave. ',pasadena,818-585-0855,chinese,22,"('ltable_name', 'ltable_addr')","[""` yujean kang \\ 's gourmet chinese cuisine '"", ""'67 n. raymond ave. '""]","[""` pleasant peasant '"", ""' 555 peachtree st. at linden ave. '""]",0.8444864,0.15551351,2
279,` yujean kang \ 's gourmet chinese cuisine ','67 n. raymond ave. ',` los angeles ',818/585 -0855,asian,22,` la grotta ','67 n. raymond ave. ',atlanta,818-585-0855,chinese,22,"('rtable_name', 'rtable_city')","[""` yujean kang \\ 's '"", 'pasadena']","[""` la grotta '"", 'atlanta']",0.9568608,0.043139253,2
280,` yujean kang \ 's gourmet chinese cuisine ','67 n. raymond ave. ',` los angeles ',818/585 -0855,asian,22,` la grotta ','67 n. raymond ave. ',pasadena,818-585-0855,italian,22,"('rtable_name', 'rtable_res_type')","[""` yujean kang \\ 's '"", 'chinese']","[""` la grotta '"", 'italian']",0.97979796,0.020202061,2
240,` yujean kang \ 's gourmet chinese cuisine ','67 n. raymond ave. ',` los angeles ',818/585 -0855,asian,22,` yujean kang \ 's ',' 3799 las vegas blvd. s. ',pasadena,818-585-0855,italian,22,"('rtable_addr', 'rtable_res_type')","[""'67 n. raymond ave. '"", 'chinese']","[""' 3799 las vegas blvd. s. '"", 'italian']",0.9851472,0.014852817,2
