,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,multiple-view self-maintenance in data warehousing environments n huyn 1997,,vldb,,"8051 å ? ® æ ? ¶ ç ?? å 3/4 ® é ? '' è ? ¦ å ¯ ¦ ç ¿ ? è ?? æ ?? ç ? ¨ , 1993 : æ ? 3/4 å ´ ? é ? '' è ? ¦ å ?? æ ? ¸ è ³ ? æ ?? å ? ³ é ?? æ ?? ï 1/4 ? æ ² ? æ ? ¶ é ? 1/2 ï 1/4 ? é?åºå ??",,proc . of the acm sigmod intl. conf . on management of,,"('rtable_title',)","['j , hammer , j. widom . view maintenance in a warehousing environment y zhuge , h garcia-molina']","[""8051 å ? ® æ ? ¶ ç ?? å 3/4 ® é ? '' è ? ¦ å ¯ ¦ ç ¿ ? è ?? æ ?? ç ? ¨ , 1993 : æ ? 3/4 å ´ ? é ? '' è ? ¦ å ?? æ ? ¸ è ³ ? æ ?? å ? ³ é ?? æ ?? ï 1/4 ? æ ² ? æ ? ¶ é ? 1/2 ï 1/4 ? é?åºå ??""]",0.06309133768081665,0.9369086623191833,2
405,"j , hammer , j. widom . view maintenance in a warehousing environment y zhuge ,",,vldb,,"j , hammer , j. widom . view maintenance in a warehousing environment y zhuge , h garcia-molina",,proc . of the acm sigmod intl. conf . on management of,,"('ltable_title', 'ltable_year')","['multiple-view self-maintenance in data warehousing environments n huyn 1997', nan]","['j , hammer , j. widom . view maintenance in a warehousing environment y zhuge ,', nan]",0.048618316650390625,0.9513816833496094,2
404,"j , hammer , j. widom . view maintenance in a warehousing environment y zhuge ,",,proc . of the acm sigmod intl. conf . on management of,,"j , hammer , j. widom . view maintenance in a warehousing environment y zhuge , h garcia-molina",,proc . of the acm sigmod intl. conf . on management of,,"('ltable_title', 'ltable_venue')","['multiple-view self-maintenance in data warehousing environments n huyn 1997', 'vldb']","['j , hammer , j. widom . view maintenance in a warehousing environment y zhuge ,', 'proc . of the acm sigmod intl. conf . on management of']",0.05077207088470459,0.9492279291152954,2
403,"j , hammer , j. widom . view maintenance in a warehousing environment y zhuge ,",,vldb,,"j , hammer , j. widom . view maintenance in a warehousing environment y zhuge , h garcia-molina",,proc . of the acm sigmod intl. conf . on management of,,"('ltable_title', 'ltable_authors')","['multiple-view self-maintenance in data warehousing environments n huyn 1997', nan]","['j , hammer , j. widom . view maintenance in a warehousing environment y zhuge ,', nan]",0.048618316650390625,0.9513816833496094,2
402,"j , hammer , j. widom . view maintenance in a warehousing environment y zhuge ,",,vldb,,"j , hammer , j. widom . view maintenance in a warehousing environment y zhuge , h garcia-molina",,proc . of the acm sigmod intl. conf . on management of,,"('ltable_title',)",['multiple-view self-maintenance in data warehousing environments n huyn 1997'],"['j , hammer , j. widom . view maintenance in a warehousing environment y zhuge ,']",0.048618316650390625,0.9513816833496094,2
397,"j , hammer , j. widom . view maintenance in",,vldb,,"j , hammer , j. widom . view maintenance in a warehousing environment y zhuge , h garcia-molina",,proc . of the acm sigmod intl. conf . on management of,,"('ltable_title', 'ltable_year')","['multiple-view self-maintenance in data warehousing environments n huyn 1997', nan]","['j , hammer , j. widom . view maintenance in', nan]",0.06125915050506592,0.9387408494949341,2
396,"j , hammer , j. widom . view maintenance in",,proc . of the acm sigmod intl. conf . on management of,,"j , hammer , j. widom . view maintenance in a warehousing environment y zhuge , h garcia-molina",,proc . of the acm sigmod intl. conf . on management of,,"('ltable_title', 'ltable_venue')","['multiple-view self-maintenance in data warehousing environments n huyn 1997', 'vldb']","['j , hammer , j. widom . view maintenance in', 'proc . of the acm sigmod intl. conf . on management of']",0.044766128063201904,0.9552338719367981,2
395,"j , hammer , j. widom . view maintenance in",,vldb,,"j , hammer , j. widom . view maintenance in a warehousing environment y zhuge , h garcia-molina",,proc . of the acm sigmod intl. conf . on management of,,"('ltable_title', 'ltable_authors')","['multiple-view self-maintenance in data warehousing environments n huyn 1997', nan]","['j , hammer , j. widom . view maintenance in', nan]",0.06125915050506592,0.9387408494949341,2
394,"j , hammer , j. widom . view maintenance in",,vldb,,"j , hammer , j. widom . view maintenance in a warehousing environment y zhuge , h garcia-molina",,proc . of the acm sigmod intl. conf . on management of,,"('ltable_title',)",['multiple-view self-maintenance in data warehousing environments n huyn 1997'],"['j , hammer , j. widom . view maintenance in']",0.06125915050506592,0.9387408494949341,2
389,multiple-view self-maintenance in data warehousing environments n huyn 1997,,vldb,,"ã cents â ? ¬ å?multiple - view self-maintenance in data warehousing environmentsã cents â ? ¬ â ? proc . 23rd vldb ,",,proc . of the acm sigmod intl. conf . on management of,,"('rtable_title', 'rtable_year')","['j , hammer , j. widom . view maintenance in a warehousing environment y zhuge , h garcia-molina', nan]","['ã cents â ? ¬ å?multiple - view self-maintenance in data warehousing environmentsã cents â ? ¬ â ? proc . 23rd vldb ,', nan]",0.05332493782043457,0.9466750621795654,2
