,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,tv accessories,arrowmounts,am-p16b,39.99,retrak etchg41mo2 retractable 4-in-1 usb car wall sync charger,tv mounts,emerge tech,,,"('rtable_title', 'rtable_brand')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b', 'arrowmounts']","['retrak etchg41mo2 retractable 4-in-1 usb car wall sync charger', 'emerge tech']",0.122126356,0.87787366,2
35,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,tv accessories,arrowmounts,am-p16b,39.99,arrowmounts am-p20b cantilever retractable wall mount for 23 to 37-inch flat panel televisions black,tv mounts,arrowmounts,,,"('rtable_title',)",['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b'],['arrowmounts am-p20b cantilever retractable wall mount for 23 to 37-inch flat panel televisions black'],0.0050616576,0.9949384,2
36,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,tv accessories,arrowmounts,am-p16b,39.99,arrowmounts am-p20b cantilever retractable wall mount for 23 to 37-inch flat panel televisions black,tv mounts,arrowmounts,,,"('rtable_title', 'rtable_category')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b', 'tv mounts']","['arrowmounts am-p20b cantilever retractable wall mount for 23 to 37-inch flat panel televisions black', 'tv mounts']",0.0050616576,0.9949384,2
37,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,tv accessories,arrowmounts,am-p16b,39.99,arrowmounts am-p20b cantilever retractable wall mount for 23 to 37-inch flat panel televisions black,tv mounts,arrowmounts,,,"('rtable_title', 'rtable_brand')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b', 'arrowmounts']","['arrowmounts am-p20b cantilever retractable wall mount for 23 to 37-inch flat panel televisions black', 'arrowmounts']",0.0050616576,0.9949384,2
38,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,tv accessories,arrowmounts,am-p16b,39.99,arrowmounts am-p20b cantilever retractable wall mount for 23 to 37-inch flat panel televisions black,tv mounts,arrowmounts,am-p20b,,"('rtable_title', 'rtable_modelno')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b', nan]","['arrowmounts am-p20b cantilever retractable wall mount for 23 to 37-inch flat panel televisions black', 'am-p20b']",0.0049758865,0.995024,2
39,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,tv accessories,arrowmounts,am-p16b,39.99,arrowmounts am-p20b cantilever retractable wall mount for 23 to 37-inch flat panel televisions black,tv mounts,arrowmounts,,50.68,"('rtable_title', 'rtable_price')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b', nan]","['arrowmounts am-p20b cantilever retractable wall mount for 23 to 37-inch flat panel televisions black', 50.68]",0.005740449,0.9942596,2
13,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,tv accessories,arrowmounts,am-p16b,39.99,peerless flat panel straight column ceiling mount plcm 1 - mounting component,tv mounts,arrowmounts,,122.03,"('rtable_title', 'rtable_price')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b', nan]","['peerless flat panel straight column ceiling mount plcm 1 - mounting component', 122.03]",0.12814476,0.8718552,2
12,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,tv accessories,arrowmounts,am-p16b,39.99,peerless flat panel straight column ceiling mount plcm 1 - mounting component,tv mounts,arrowmounts,plcm-1,,"('rtable_title', 'rtable_modelno')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b', nan]","['peerless flat panel straight column ceiling mount plcm 1 - mounting component', 'plcm-1']",0.1808681,0.8191319,2
10,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,tv accessories,arrowmounts,am-p16b,39.99,peerless flat panel straight column ceiling mount plcm 1 - mounting component,tv mounts,arrowmounts,,,"('rtable_title', 'rtable_category')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b', 'tv mounts']","['peerless flat panel straight column ceiling mount plcm 1 - mounting component', 'tv mounts']",0.21462885,0.7853711,2
11,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27,tv accessories,arrowmounts,am-p16b,39.99,peerless flat panel straight column ceiling mount plcm 1 - mounting component,tv mounts,peerless,,,"('rtable_title', 'rtable_brand')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b', 'arrowmounts']","['peerless flat panel straight column ceiling mount plcm 1 - mounting component', 'peerless']",0.35817617,0.6418238,2
