,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,nan,q3675a,24.94,pendaflex 2 reinforced hanging file folder standard green 25 box stationery & office machinery 4152x2,nan,nan,nan,230.74,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box printers pendaflex,0
1,nan,nan,nan,24.94,pendaflex 2 reinforced hanging file folder standard green 25 box stationery & office machinery 4152x2,nan,nan,512-p3-1301-kr,nan,iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17,0
2,nan,nan,nan,24.94,pendaflex 2 reinforced hanging file folder standard green 25 box stationery & office machinery 4152x2,nan,nan,97556,16.87,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box printers pendaflex,0
3,nan,nan,nan,24.94,pendaflex 2 reinforced hanging file folder standard green 25 box stationery & office machinery 4152x2,antec,nan,01g-p3-1452-tr,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box printers pendaflex,0
4,nan,nan,sf16n4/tqp,24.94,orbital tilt and turn tv wall mount with glass shelving for 25-40 tvs tv accessories orbital resl422b-e 0.0,nan,nan,nan,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box printers pendaflex,0
5,nan,printers,nan,24.94,pendaflex 2 reinforced hanging file folder standard green 25 box stationery & office machinery 4152x2,nan,nan,23056,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box printers pendaflex,0
6,nan,nan,f8n132-blk,24.94,pendaflex 2 reinforced hanging file folder standard green 25 box stationery & office machinery 4152x2,kingston,nan,nan,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box printers pendaflex,0
7,nan,nan,nan,94.54,pendaflex 2 reinforced hanging file folder standard green 25 box stationery & office machinery 4152x2,nan,nan,icon4-blk,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box printers pendaflex,0
8,nan,nan,gbu421w6,24.94,pendaflex 2 reinforced hanging file folder standard green 25 box stationery & office machinery 4152x2,nan,accessories,nan,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box printers pendaflex,0
9,nan,printers,nan,24.94,pendaflex 2 reinforced hanging file folder standard green 25 box stationery & office machinery 4152x2,nan,nan,gbu421w6,nan,pendaflex rcy415215sgr - reinforced hanging file folders kraft letter standard green 25 box printers pendaflex,0
