,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,epson t068120-d2 dual black ink cartridge printers epson epson t068120-d2,mp3 accessories,da-lite,gb01959,17.13,griffin technology formfit for ipod touch 4g pink clear griffin technology 7.53,cases,nan,gb01959,nan,0
1,los angeles lakers ipod touch 4g hard case fva4614,mp3 accessories,nan,gb01959,17.13,griffin technology formfit for ipod touch 4g pink clear griffin technology 7.53,cases,nan,gb01959,nan,0
2,los angeles lakers ipod touch 4g hard case fva4614,mp3 accessories,nan,gb01959,17.13,griffin technology formfit for ipod touch 4g pink clear griffin technology 7.53,computers accessories,nan,gb01959,nan,0
3,griffin ipod touch 4g formfit case pink clear arkon,mp3 accessories,nan,gb01959,17.13,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3,cordless telephones,nan,gb01959,nan,0
4,accell ultraav displayport multi-monitor adapter 198.35,car stereos,nan,gb01959,17.13,griffin technology formfit for ipod touch 4g pink clear griffin technology 7.53,cases,nan,gb01959,nan,0
5,tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets tops business forms,mp3 accessories,nan,gb01959,17.13,griffin technology formfit for ipod touch 4g pink clear griffin technology 7.53,usb flash drives,nan,gb01959,nan,1
6,griffin ipod touch 4g formfit case pink clear arkon,mp3 accessories,nan,gb01959,17.13,pny 4 gb sdhc class 2 flash memory card p-sdhc4g2-ef purple purple blank media pny 12.71,cleaning repair,nan,gb01959,nan,0
7,griffin ipod touch 4g formfit case pink clear arkon,mp3 accessories,lexmark,gb01959,17.13,oki 52117101 - 52117101 toner 33000 page-yield black,cases,nan,gb01959,nan,0
8,da-lite da-tex rear tensioned advantage electrol - hdtv format 184 diagonal,mp3 accessories,nan,bh-skthfs/2g,17.13,griffin technology formfit for ipod touch 4g pink clear griffin technology 7.53,cases,nan,gb01959,nan,0
9,griffin ipod touch 4g formfit case pink clear arkon,mp3 accessories,nan,gb01959,479.98,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,cases,nan,gb01959,nan,0
