,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 346 s. la brea ave. ',` los angeles ',118.0,` ca \ ` brea ',213/938 -2863,italian,' 709 n. la brea ave. ',la,20.0,` pink \ 's famous chili dogs ',213-931-4223,` hot dogs ',1
1,' 346 s. la brea ave. ',` los angeles ',118.0,` ca \ ` brea ',213/938 -2863,italian,' 3434 peachtree rd. ne ',la,20.0,` pink \ 's famous chili dogs ',213-931-4223,` hot dogs ',1
2,' 346 s. la brea ave. ',` los angeles ',118.0,` ca \ ` brea ',213/938 -2863,italian,' 709 n. la brea ave. ',la,749.0,` pink \ 's famous chili dogs ',213-931-4223,` hot dogs ',1
3,' 346 s. la brea ave. ',` los angeles ',118.0,` ca \ ` brea ',213/938 -2863,french,' 709 n. la brea ave. ',la,749.0,` pink \ 's famous chili dogs ',213-931-4223,` hot dogs ',1
4,' 346 s. la brea ave. ',` los angeles ',118.0,` ca \ ` brea ',213/938 -2863,italian,' 709 n. la brea ave. ',queens,20.0,` pink \ 's famous chili dogs ',213-931-4223,` hot dogs ',1
5,' 1931 peachtree rd. ',` los angeles ',118.0,` ca \ ` brea ',213/938 -2863,italian,' 709 n. la brea ave. ',la,749.0,` pink \ 's famous chili dogs ',213-931-4223,` hot dogs ',1
6,' 346 s. la brea ave. ',` los angeles ',118.0,` ca \ ` brea ',702/791 -7111,italian,' 709 n. la brea ave. ',la,20.0,` pink \ 's famous chili dogs ',213-931-4223,` hot dogs ',1
7,' 346 s. la brea ave. ',` los angeles ',118.0,` ca \ ` brea ',702/891 -7349,italian,' 709 n. la brea ave. ',la,749.0,` pink \ 's famous chili dogs ',213-931-4223,` hot dogs ',1
8,' 346 s. la brea ave. ',` los angeles ',84.0,` ca \ ` brea ',213/938 -2863,italian,' 709 n. la brea ave. ',la,84.0,` pink \ 's famous chili dogs ',213-931-4223,` hot dogs ',1
9,' 346 s. la brea ave. ',` los angeles ',118.0,` ca \ ` brea ',213/938 -2863,italian,' 709 n. la brea ave. ',la,749.0,` fenix at the argyle ',213-931-4223,` hot dogs ',1
