,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,"lambda-db : an odmg-based object-oriented dbms l fegaras , c srinivasan , a rajendran , d maier",,sigmod conference,2000.0,lambda-db : an odmg-based object-oriented dbms,"l fegaras , c srinivasan , a rajendran , d maier",,,"('rtable_title', 'rtable_authors')","['sentinel : an object-oriented dbms with event-based rules . acms anthology , p edition', nan]","['lambda-db : an odmg-based object-oriented dbms', 'l fegaras , c srinivasan , a rajendran , d maier']",0.0022684552,0.9977316,2
22,"lambda-db : an odmg-based object-oriented dbms l fegaras , c srinivasan , a rajendran , d maier",,sigmod conference,2000.0,die nackte ( kosten - ) wahrheit b welte,,"computerworld ,",,"('rtable_title', 'rtable_venue')","['sentinel : an object-oriented dbms with event-based rules . acms anthology , p edition', nan]","['die nackte ( kosten - ) wahrheit b welte', 'computerworld ,']",0.057283234,0.9427168,2
23,"lambda-db : an odmg-based object-oriented dbms l fegaras , c srinivasan , a rajendran , d maier",,sigmod conference,2000.0,die nackte ( kosten - ) wahrheit b welte,,,,"('rtable_title', 'rtable_year')","['sentinel : an object-oriented dbms with event-based rules . acms anthology , p edition', nan]","['die nackte ( kosten - ) wahrheit b welte', nan]",0.10369683,0.8963032,2
15,"lambda-db : an odmg-based object-oriented dbms l fegaras , c srinivasan , a rajendran , d maier",,sigmod conference,2000.0,"r. and gehani , n. . â ?? ode ( object database and environment ) : the language and the data modet , â ??",,,,"('rtable_title', 'rtable_year')","['sentinel : an object-oriented dbms with event-based rules . acms anthology , p edition', nan]","['r. and gehani , n. . â ?? ode ( object database and environment ) : the language and the data modet , â ??', nan]",0.37184802,0.628152,2
14,"lambda-db : an odmg-based object-oriented dbms l fegaras , c srinivasan , a rajendran , d maier",,sigmod conference,2000.0,"r. and gehani , n. . â ?? ode ( object database and environment ) : the language and the data modet , â ??",,"proc . 1989 acm sigmod intâ ?? l. conf . on management of data ,",,"('rtable_title', 'rtable_venue')","['sentinel : an object-oriented dbms with event-based rules . acms anthology , p edition', nan]","['r. and gehani , n. . â ?? ode ( object database and environment ) : the language and the data modet , â ??', 'proc . 1989 acm sigmod intâ ?? l. conf . on management of data ,']",0.20900515,0.7909949,2
13,"lambda-db : an odmg-based object-oriented dbms l fegaras , c srinivasan , a rajendran , d maier",,sigmod conference,2000.0,"r. and gehani , n. . â ?? ode ( object database and environment ) : the language and the data modet , â ??",a agrawal,,,"('rtable_title', 'rtable_authors')","['sentinel : an object-oriented dbms with event-based rules . acms anthology , p edition', nan]","['r. and gehani , n. . â ?? ode ( object database and environment ) : the language and the data modet , â ??', 'a agrawal']",0.2589529,0.7410471,2
12,"lambda-db : an odmg-based object-oriented dbms l fegaras , c srinivasan , a rajendran , d maier",,sigmod conference,2000.0,"r. and gehani , n. . â ?? ode ( object database and environment ) : the language and the data modet , â ??",,,,"('rtable_title',)","['sentinel : an object-oriented dbms with event-based rules . acms anthology , p edition']","['r. and gehani , n. . â ?? ode ( object database and environment ) : the language and the data modet , â ??']",0.37184802,0.628152,2
20,"lambda-db : an odmg-based object-oriented dbms l fegaras , c srinivasan , a rajendran , d maier",,sigmod conference,2000.0,die nackte ( kosten - ) wahrheit b welte,,,,"('rtable_title',)","['sentinel : an object-oriented dbms with event-based rules . acms anthology , p edition']",['die nackte ( kosten - ) wahrheit b welte'],0.10369683,0.8963032,2
29,sentinel : an object-oriented dbms with event-based rules 1997,s chakravarthy,sigmod conference,2000.0,"sentinel : an object-oriented dbms with event-based rules . acms anthology , p edition",,,,"('ltable_title', 'ltable_authors')","['lambda-db : an odmg-based object-oriented dbms l fegaras , c srinivasan , a rajendran , d maier', nan]","['sentinel : an object-oriented dbms with event-based rules 1997', 's chakravarthy']",0.00040019356,0.9995999,2
28,sentinel : an object-oriented dbms with event-based rules 1997,,sigmod conference,2000.0,"sentinel : an object-oriented dbms with event-based rules . acms anthology , p edition",,,,"('ltable_title',)","['lambda-db : an odmg-based object-oriented dbms l fegaras , c srinivasan , a rajendran , d maier']",['sentinel : an object-oriented dbms with event-based rules 1997'],0.00067611475,0.99932396,2
