,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,sony lcs-twa/r,sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,,sony lcs-twa/r cyber-shot camera case,top loading leather red,27.92,"('ltable_name',)",['sony red cyber-shot digital camera dscw170r'],['sony lcs-twa/r'],0.08993470668792725,0.9100652933120728,2
29,lcs-twa/r cyber-shot camera case,top loading leather red,,sony lcs-twa/r cyber-shot camera case,top loading leather red,27.92,"('ltable_name', 'ltable_description')","['sony red cyber-shot digital camera dscw170r', ""sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish""]","['lcs-twa/r cyber-shot camera case', 'top loading leather red']",0.09026050567626953,0.9097394943237305,2
28,lcs-twa/r cyber-shot camera case,sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,,sony lcs-twa/r cyber-shot camera case,top loading leather red,27.92,"('ltable_name',)",['sony red cyber-shot digital camera dscw170r'],['lcs-twa/r cyber-shot camera case'],0.1283397674560547,0.8716602325439453,2
26,sony lcs-twa/r cyber-shot camera,sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,27.92,sony lcs-twa/r cyber-shot camera case,top loading leather red,27.92,"('ltable_name', 'ltable_price')","['sony red cyber-shot digital camera dscw170r', nan]","['sony lcs-twa/r cyber-shot camera', 27.92]",0.4803614020347595,0.5196385979652405,2
25,sony lcs-twa/r cyber-shot camera,top loading leather red,,sony lcs-twa/r cyber-shot camera case,top loading leather red,27.92,"('ltable_name', 'ltable_description')","['sony red cyber-shot digital camera dscw170r', ""sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish""]","['sony lcs-twa/r cyber-shot camera', 'top loading leather red']",0.3067644238471985,0.6932355761528015,2
23,camera case,sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,27.92,sony lcs-twa/r cyber-shot camera case,top loading leather red,27.92,"('ltable_name', 'ltable_price')","['sony red cyber-shot digital camera dscw170r', nan]","['camera case', 27.92]",0.14363747835159302,0.856362521648407,2
22,camera case,top loading leather red,,sony lcs-twa/r cyber-shot camera case,top loading leather red,27.92,"('ltable_name', 'ltable_description')","['sony red cyber-shot digital camera dscw170r', ""sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish""]","['camera case', 'top loading leather red']",0.09271138906478882,0.9072886109352112,2
21,camera case,sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,,sony lcs-twa/r cyber-shot camera case,top loading leather red,27.92,"('ltable_name',)",['sony red cyber-shot digital camera dscw170r'],['camera case'],0.13338685035705566,0.8666131496429443,2
19,sony lcs-twa/r cyber-shot camera case,sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,27.92,sony lcs-twa/r cyber-shot camera case,top loading leather red,27.92,"('ltable_name', 'ltable_price')","['sony red cyber-shot digital camera dscw170r', nan]","['sony lcs-twa/r cyber-shot camera case', 27.92]",0.10723227262496948,0.8927677273750305,2
18,sony lcs-twa/r cyber-shot camera case,top,,sony lcs-twa/r cyber-shot camera case,top loading leather red,27.92,"('ltable_name', 'ltable_description')","['sony red cyber-shot digital camera dscw170r', ""sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish""]","['sony lcs-twa/r cyber-shot camera case', 'top']",0.061314523220062256,0.9386854767799377,2
17,sony lcs-twa/r cyber-shot camera case,sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,,sony lcs-twa/r cyber-shot camera case,top loading leather red,27.92,"('ltable_name',)",['sony red cyber-shot digital camera dscw170r'],['sony lcs-twa/r cyber-shot camera case'],0.09779882431030273,0.9022011756896973,2
30,lcs-twa/r cyber-shot camera case,sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,27.92,sony lcs-twa/r cyber-shot camera case,top loading leather red,27.92,"('ltable_name', 'ltable_price')","['sony red cyber-shot digital camera dscw170r', nan]","['lcs-twa/r cyber-shot camera case', 27.92]",0.14545106887817383,0.8545489311218262,2
14,cyber-shot camera case,top loading leather red,,sony lcs-twa/r cyber-shot camera case,top loading leather red,27.92,"('ltable_name', 'ltable_description')","['sony red cyber-shot digital camera dscw170r', ""sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish""]","['cyber-shot camera case', 'top loading leather red']",0.0895763635635376,0.9104236364364624,2
15,cyber-shot camera case,sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,27.92,sony lcs-twa/r cyber-shot camera case,top loading leather red,27.92,"('ltable_name', 'ltable_price')","['sony red cyber-shot digital camera dscw170r', nan]","['cyber-shot camera case', 27.92]",0.14191919565200806,0.8580808043479919,2
6,sony lcs-twa/r cyber-shot camera case,sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,27.92,sony lcs-twa/r cyber-shot camera case,top loading leather red,27.92,"('ltable_name', 'ltable_price')","['sony red cyber-shot digital camera dscw170r', nan]","['sony lcs-twa/r cyber-shot camera case', 27.92]",0.10723227262496948,0.8927677273750305,2
11,sony lcs-twa/r cyber-shot camera case,sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,27.92,sony lcs-twa/r cyber-shot camera case,top loading leather red,27.92,"('ltable_name', 'ltable_price')","['sony red cyber-shot digital camera dscw170r', nan]","['sony lcs-twa/r cyber-shot camera case', 27.92]",0.10723227262496948,0.8927677273750305,2
1,sony lcs-twa/r,top loading leather red,,sony lcs-twa/r cyber-shot camera case,top loading leather red,27.92,"('ltable_name', 'ltable_description')","['sony red cyber-shot digital camera dscw170r', ""sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish""]","['sony lcs-twa/r', 'top loading leather red']",0.0586124062538147,0.9413875937461853,2
