,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,samsung s2 640gb usb 3.0 portable external hard drive red,usb drives,iogear,fva2773,248.27,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660,car audio video,tribeca,nan,617.99,0
1,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,tops business forms,89939,59.99,san francisco 49ers ipod touch 4g hard case,cases,accell,fs605na,29.99,0
2,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,tribeca,fva4614,19.99,accell ultraav b101b-003b display port with vga active adapter,cordless telephones,tribeca,hx-mta64da / g32,29.99,0
3,da-lite da-tex rear tensioned advantage electrol - hdtv format 184 diagonal,stationery & office machinery,tribeca,fva2773,19.99,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,computers accessories,tribeca,nan,29.99,0
4,da-lite da-tex rear tensioned advantage electrol - hdtv format 184 diagonal,stationery & office machinery,sony,fva2773,19.99,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,computers accessories,evga,p-sdhc4g2-ef / purple,29.99,1
5,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,tops business forms,89939,19.99,san francisco 49ers ipod touch 4g hard case,cases,accell,fs605na,29.99,0
6,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,tribeca,fva4614,19.99,accell ultraav b101b-003b display port with vga active adapter,cordless telephones,tribeca,nan,29.99,0
7,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,networking,clickfree,85303,19.99,pny 4gb class 4 navy sd card,projection screens,tribeca,97556,16.87,0
8,da-lite da-tex rear tensioned advantage electrol - hdtv format 184 diagonal,stationery & office machinery,sony,fva2773,19.99,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,computers accessories,tribeca,nan,29.99,0
9,da-lite da-tex rear tensioned advantage electrol - hdtv format 184 diagonal,stationery & office machinery,sony,fva2773,19.99,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,computers accessories,evga,nan,29.99,0
