,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,49ers ipod touch 4g hard case,electronics - general,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_title',)",['san francisco 49ers camera case'],['49ers ipod touch 4g hard case'],0.1272892,0.8727108,2
114,san francisco 49ers camera case,computers accessories,tribeca,,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_category', 'ltable_modelno')","['electronics - general', 'fva2773']","['computers accessories', nan]",0.029681275,0.97031873,2
115,san francisco 49ers camera case,computers accessories,tribeca,fva2773,29.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_category', 'ltable_price')","['electronics - general', 19.99]","['computers accessories', 29.99]",0.11054877,0.8894512,2
116,san francisco 49ers camera case,electronics - general,tribeca,,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_brand', 'ltable_modelno')","['tribeca', 'fva2773']","['tribeca', nan]",0.009494078,0.990506,2
117,san francisco 49ers camera case,electronics - general,tribeca,fva2773,29.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_brand', 'ltable_price')","['tribeca', 19.99]","['tribeca', 29.99]",0.03476679,0.9652332,2
118,san francisco 49ers camera case,electronics - general,tribeca,,29.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_modelno', 'ltable_price')","['fva2773', 19.99]","[nan, 29.99]",0.021415796,0.97858423,2
235,san francisco 49ers camera case,electronics - general,tribeca,fva2773,19.99,san francisco 49ers camera case,computers accessories,tribeca,fva2773,29.99,"('rtable_title', 'rtable_modelno')","['san francisco 49ers ipod touch 4g hard case', nan]","['san francisco 49ers camera case', 'fva2773']",0.15299259,0.8470074,2
234,san francisco 49ers camera case,electronics - general,tribeca,fva2773,19.99,san francisco 49ers camera case,computers accessories,tribeca,,29.99,"('rtable_title', 'rtable_brand')","['san francisco 49ers ipod touch 4g hard case', 'tribeca']","['san francisco 49ers camera case', 'tribeca']",0.13175824,0.8682417,2
113,san francisco 49ers camera case,computers accessories,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_category', 'ltable_brand')","['electronics - general', 'tribeca']","['computers accessories', 'tribeca']",0.041123375,0.95887655,2
233,san francisco 49ers camera case,electronics - general,tribeca,fva2773,19.99,san francisco 49ers camera case,electronics,tribeca,,29.99,"('rtable_title', 'rtable_category')","['san francisco 49ers ipod touch 4g hard case', 'computers accessories']","['san francisco 49ers camera case', 'electronics']",0.11188839,0.88811165,2
231,san francisco 49ers camera case,electronics - general,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,fva2773,29.99,"('rtable_modelno',)",[nan],['fva2773'],0.012540066,0.9874599,2
230,san francisco 49ers camera case,electronics - general,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('rtable_brand',)",['tribeca'],['tribeca'],0.011982148,0.9880178,2
135,san francisco 49ers ipod,electronics - general,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_title',)",['san francisco 49ers camera case'],['san francisco 49ers ipod'],0.006699029,0.9933009,2
136,san francisco 49ers camera case,computers accessories,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_category',)",['electronics - general'],['computers accessories'],0.041123375,0.95887655,2
137,san francisco 49ers camera case,electronics - general,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_brand',)",['tribeca'],['tribeca'],0.011982148,0.9880178,2
138,san francisco 49ers camera case,electronics - general,tribeca,,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_modelno',)",['fva2773'],[nan],0.009494078,0.990506,2
139,san francisco 49ers camera case,electronics - general,tribeca,fva2773,29.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_price',)",[19.99],[29.99],0.03476676,0.96523327,2
232,san francisco 49ers camera case,electronics - general,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,19.99,"('rtable_price',)",[29.99],[19.99],0.014108386,0.98589164,2
112,san francisco 49ers ipod touch 4g,electronics - general,tribeca,fva2773,29.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_title', 'ltable_price')","['san francisco 49ers camera case', 19.99]","['san francisco 49ers ipod touch 4g', 29.99]",0.033764653,0.96623534,2
111,san francisco 49ers ipod touch 4g,electronics - general,tribeca,,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_title', 'ltable_modelno')","['san francisco 49ers camera case', 'fva2773']","['san francisco 49ers ipod touch 4g', nan]",0.0037781028,0.9962219,2
110,san francisco 49ers ipod touch 4g,electronics - general,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_title', 'ltable_brand')","['san francisco 49ers camera case', 'tribeca']","['san francisco 49ers ipod touch 4g', 'tribeca']",0.015598893,0.98440117,2
85,ipod touch 4g hard case,computers accessories,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_title', 'ltable_category')","['san francisco 49ers camera case', 'electronics - general']","['ipod touch 4g hard case', 'computers accessories']",0.3266917,0.6733084,2
86,san francisco 49ers camera case,computers accessories,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_category', 'ltable_brand')","['electronics - general', 'tribeca']","['computers accessories', 'tribeca']",0.041123375,0.95887655,2
87,san francisco 49ers camera case,computers accessories,tribeca,,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_category', 'ltable_modelno')","['electronics - general', 'fva2773']","['computers accessories', nan]",0.029681275,0.97031873,2
88,san francisco 49ers camera case,computers accessories,tribeca,fva2773,29.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_category', 'ltable_price')","['electronics - general', 19.99]","['computers accessories', 29.99]",0.11054877,0.8894512,2
89,san francisco 49ers camera case,electronics - general,tribeca,,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_brand', 'ltable_modelno')","['tribeca', 'fva2773']","['tribeca', nan]",0.009494078,0.990506,2
90,san francisco 49ers camera case,electronics - general,tribeca,fva2773,29.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_brand', 'ltable_price')","['tribeca', 19.99]","['tribeca', 29.99]",0.03476679,0.9652332,2
91,san francisco 49ers camera case,electronics - general,tribeca,,29.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_modelno', 'ltable_price')","['fva2773', 19.99]","[nan, 29.99]",0.021415796,0.97858423,2
240,san francisco 49ers camera case,electronics - general,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,fva2773,29.99,"('rtable_brand', 'rtable_modelno')","['tribeca', nan]","['tribeca', 'fva2773']",0.012540066,0.9874599,2
239,san francisco 49ers camera case,electronics - general,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,electronics,tribeca,,19.99,"('rtable_category', 'rtable_price')","['computers accessories', 29.99]","['electronics', 19.99]",0.022348657,0.9776513,2
238,san francisco 49ers camera case,electronics - general,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,electronics,tribeca,fva2773,29.99,"('rtable_category', 'rtable_modelno')","['computers accessories', nan]","['electronics', 'fva2773']",0.022926373,0.9770736,2
237,san francisco 49ers camera case,electronics - general,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,electronics,tribeca,,29.99,"('rtable_category', 'rtable_brand')","['computers accessories', 'tribeca']","['electronics', 'tribeca']",0.022762518,0.9772375,2
236,san francisco 49ers camera case,electronics - general,tribeca,fva2773,19.99,san francisco 49ers camera case,computers accessories,tribeca,,19.99,"('rtable_title', 'rtable_price')","['san francisco 49ers ipod touch 4g hard case', 29.99]","['san francisco 49ers camera case', 19.99]",0.13658492,0.863415,2
104,san francisco 49ers ipod touch 4g,electronics - general,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_title',)",['san francisco 49ers camera case'],['san francisco 49ers ipod touch 4g'],0.015598893,0.98440117,2
105,san francisco 49ers camera case,computers accessories,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_category',)",['electronics - general'],['computers accessories'],0.041123375,0.95887655,2
106,san francisco 49ers camera case,electronics - general,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_brand',)",['tribeca'],['tribeca'],0.011982136,0.9880179,2
107,san francisco 49ers camera case,electronics - general,tribeca,,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_modelno',)",['fva2773'],[nan],0.009494078,0.990506,2
109,san francisco 49ers ipod touch 4g,computers accessories,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_title', 'ltable_category')","['san francisco 49ers camera case', 'electronics - general']","['san francisco 49ers ipod touch 4g', 'computers accessories']",0.009395248,0.9906047,2
140,san francisco 49ers ipod,computers accessories,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_title', 'ltable_category')","['san francisco 49ers camera case', 'electronics - general']","['san francisco 49ers ipod', 'computers accessories']",0.0102161495,0.9897838,2
141,san francisco 49ers ipod,electronics - general,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_title', 'ltable_brand')","['san francisco 49ers camera case', 'tribeca']","['san francisco 49ers ipod', 'tribeca']",0.006699029,0.9933009,2
142,san francisco 49ers ipod,electronics - general,tribeca,,19.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_title', 'ltable_modelno')","['san francisco 49ers camera case', 'fva2773']","['san francisco 49ers ipod', nan]",0.0042320737,0.99576795,2
143,san francisco 49ers ipod,electronics - general,tribeca,fva2773,29.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_title', 'ltable_price')","['san francisco 49ers camera case', 19.99]","['san francisco 49ers ipod', 29.99]",0.018239867,0.9817601,2
179,san francisco 49ers camera case,electronics - general,tribeca,fva2773,29.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_brand', 'ltable_price')","['tribeca', 19.99]","['tribeca', 29.99]",0.03476679,0.9652332,2
180,san francisco 49ers camera case,electronics - general,tribeca,,29.99,san francisco 49ers ipod touch 4g hard case,computers accessories,tribeca,,29.99,"('ltable_modelno', 'ltable_price')","['fva2773', 19.99]","[nan, 29.99]",0.021415796,0.97858423,2
197,san francisco 49ers camera case,electronics - general,tribeca,fva2773,19.99,san francisco 49ers camera case,computers accessories,tribeca,,29.99,"('rtable_title',)",['san francisco 49ers ipod touch 4g hard case'],['san francisco 49ers camera case'],0.13175824,0.8682417,2
198,san francisco 49ers camera case,electronics - general,tribeca,fva2773,19.99,san francisco 49ers ipod touch 4g hard case,general,tribeca,,29.99,"('rtable_category',)",['computers accessories'],['general'],0.012591895,0.98740804,2
